id,year,origin_fips,dest_fips,dest_state,dest_name,out_returns,out_exempt,out_agi
1,2012,1,96,AL,AL Total Migration US and Foreign,51971,107304,2109108
2,2012,1,97,AL,AL Total Migration US,50940,105006,2059642
3,2012,1,98,AL,AL Total Migration Foreign,1031,2298,49465
4,2012,1,1,AL,AL Non-migrants,1584665,3603439,87222478
5,2012,1,13,GA,GEORGIA,9920,19470,329213
6,2012,1,12,FL,FLORIDA,7550,14398,296043
7,2012,1,47,TN,TENNESSEE,4237,9014,180439
8,2012,1,48,TX,TEXAS,4121,8950,177351
9,2012,1,28,MS,MISSISSIPPI,2868,6433,106796
10,2012,1,6,CA,CALIFORNIA,1902,3593,80336
11,2012,1,37,NC,NORTH CAROLINA,1881,4010,79090
12,2012,1,22,LA,LOUISIANA,1514,3210,64656
13,2012,1,51,VA,VIRGINIA,1378,2990,74722
14,2012,1,45,SC,SOUTH CAROLINA,1096,2538,61022
15,2012,1,57,FR,Foreign,1031,2298,49465
16,2012,1,17,IL,ILLINOIS,979,2126,38224
17,2012,1,26,MI,MICHIGAN,976,1946,33224
18,2012,1,39,OH,OHIO,955,1995,38206
19,2012,1,36,NY,NEW YORK,924,1744,35229
20,2012,1,21,KY,KENTUCKY,829,1891,36402
21,2012,1,8,CO,COLORADO,725,1489,37232
22,2012,1,53,WA,WASHINGTON,718,1617,34658
23,2012,1,18,IN,INDIANA,707,1545,23747
24,2012,1,29,MO,MISSOURI,629,1297,22810
25,2012,1,42,PA,PENNSYLVANIA,572,1150,26202
26,2012,1,4,AZ,ARIZONA,548,1121,24245
27,2012,1,24,MD,MARYLAND,531,1039,25979
28,2012,1,5,AR,ARKANSAS,494,1123,22667
29,2012,1,40,OK,OKLAHOMA,470,1083,19193
30,2012,1,20,KS,KANSAS,424,1029,17875
31,2012,1,32,NV,NEVADA,331,563,18510
32,2012,1,25,MA,MASSACHUSETTS,328,595,13109
33,2012,1,55,WI,WISCONSIN,309,722,13449
34,2012,1,34,NJ,NEW JERSEY,286,575,11648
35,2012,1,27,MN,MINNESOTA,214,430,8834
36,2012,1,41,OR,OREGON,213,431,8961
37,2012,1,15,HI,HAWAII,212,485,10166
38,2012,1,19,IA,IOWA,212,475,8642
39,2012,1,2,AK,ALASKA,201,456,8516
40,2012,1,35,NM,NEW MEXICO,193,395,8701
41,2012,1,49,UT,UTAH,184,446,8976
42,2012,1,31,NE,NEBRASKA,173,452,6919
43,2012,1,54,WV,WEST VIRGINIA,166,354,6093
44,2012,1,9,CT,CONNECTICUT,148,280,6520
45,2012,1,56,WY,WYOMING,121,220,5274
46,2012,1,16,ID,IDAHO,90,188,3706
47,2012,1,11,DC,DISTRICT OF COLUMBIA,89,131,4499
48,2012,1,46,SD,SOUTH DAKOTA,79,149,2488
49,2012,1,33,NH,NEW HAMPSHIRE,78,146,3794
50,2012,1,30,MT,MONTANA,77,141,2866
51,2012,1,38,ND,NORTH DAKOTA,75,168,3239
52,2012,1,23,ME,MAINE,70,131,3084
53,2012,1,10,DE,DELAWARE,60,118,2567
54,2012,1,44,RI,RHODE ISLAND,49,95,2289
55,2012,1,50,VT,VERMONT,34,59,1229
56,2012,2,96,AK,AK Total Migration US and Foreign,19446,38204,978632
57,2012,2,97,AK,AK Total Migration US,18811,36955,950156
58,2012,2,98,AK,AK Total Migration Foreign,635,1249,28477
59,2012,2,2,AK,AK Non-migrants,258223,547464,18646593
60,2012,2,53,WA,WASHINGTON,2045,3809,113398
61,2012,2,48,TX,TEXAS,1642,3619,111067
62,2012,2,6,CA,CALIFORNIA,1635,3084,73670
63,2012,2,12,FL,FLORIDA,1270,2165,54539
64,2012,2,41,OR,OREGON,906,1617,45162
65,2012,2,4,AZ,ARIZONA,866,1670,51737
66,2012,2,8,CO,COLORADO,746,1442,40445
67,2012,2,57,FR,Foreign,635,1249,28477
68,2012,2,13,GA,GEORGIA,504,1050,19723
69,2012,2,16,ID,IDAHO,494,1057,25658
70,2012,2,37,NC,NORTH CAROLINA,485,1097,21487
71,2012,2,32,NV,NEVADA,485,889,27618
72,2012,2,36,NY,NEW YORK,436,760,16328
73,2012,2,15,HI,HAWAII,391,790,16974
74,2012,2,51,VA,VIRGINIA,380,867,19505
75,2012,2,49,UT,UTAH,338,775,19356
76,2012,2,26,MI,MICHIGAN,333,630,15379
77,2012,2,30,MT,MONTANA,332,628,19387
78,2012,2,27,MN,MINNESOTA,320,578,16593
79,2012,2,42,PA,PENNSYLVANIA,317,556,12827
80,2012,2,29,MO,MISSOURI,293,640,12757
81,2012,2,22,LA,LOUISIANA,277,542,11006
82,2012,2,39,OH,OHIO,275,518,11320
83,2012,2,35,NM,NEW MEXICO,268,540,13559
84,2012,2,17,IL,ILLINOIS,256,468,10188
85,2012,2,47,TN,TENNESSEE,247,523,12072
86,2012,2,40,OK,OKLAHOMA,237,606,13969
87,2012,2,55,WI,WISCONSIN,235,433,10406
88,2012,2,1,AL,ALABAMA,227,553,10230
89,2012,2,45,SC,SOUTH CAROLINA,215,465,10281
90,2012,2,20,KS,KANSAS,198,504,9618
91,2012,2,24,MD,MARYLAND,195,363,10638
92,2012,2,56,WY,WYOMING,177,327,10120
93,2012,2,18,IN,INDIANA,171,339,7654
94,2012,2,46,SD,SOUTH DAKOTA,152,258,7673
95,2012,2,38,ND,NORTH DAKOTA,150,298,7320
96,2012,2,5,AR,ARKANSAS,146,335,7123
97,2012,2,21,KY,KENTUCKY,144,340,6414
98,2012,2,25,MA,MASSACHUSETTS,135,257,5489
99,2012,2,34,NJ,NEW JERSEY,131,223,5482
100,2012,2,19,IA,IOWA,117,213,6040
101,2012,2,31,NE,NEBRASKA,99,193,4861
102,2012,2,28,MS,MISSISSIPPI,99,184,4935
103,2012,2,23,ME,MAINE,98,187,4154
104,2012,2,9,CT,CONNECTICUT,80,122,2864
105,2012,2,33,NH,NEW HAMPSHIRE,73,116,3088
106,2012,2,54,WV,WEST VIRGINIA,53,98,2694
107,2012,2,11,DC,DISTRICT OF COLUMBIA,52,72,2835
108,2012,2,50,VT,VERMONT,40,61,2125
109,2012,2,10,DE,DELAWARE,25,51,1510
110,2012,2,44,RI,RHODE ISLAND,21,43,873
111,2012,4,96,AZ,AZ Total Migration US and Foreign,91135,175887,4426745
112,2012,4,97,AZ,AZ Total Migration US,88221,169664,4283129
113,2012,4,98,AZ,AZ Total Migration Foreign,2914,6223,143617
114,2012,4,4,AZ,AZ Non-migrants,2121852,4832574,123282304
115,2012,4,6,CA,CALIFORNIA,18138,34588,886444
116,2012,4,48,TX,TEXAS,7770,16088,395153
117,2012,4,8,CO,COLORADO,4572,8884,293938
118,2012,4,53,WA,WASHINGTON,4438,8369,217924
119,2012,4,12,FL,FLORIDA,4041,6958,196121
120,2012,4,32,NV,NEVADA,3520,7004,180091
121,2012,4,35,NM,NEW MEXICO,3251,7358,121239
122,2012,4,17,IL,ILLINOIS,2958,5246,139822
123,2012,4,57,FR,Foreign,2914,6223,143617
124,2012,4,41,OR,OREGON,2538,4667,113795
125,2012,4,49,UT,UTAH,2388,5519,98985
126,2012,4,36,NY,NEW YORK,2233,3585,131196
127,2012,4,26,MI,MICHIGAN,2218,3996,87893
128,2012,4,39,OH,OHIO,1782,3309,83974
129,2012,4,37,NC,NORTH CAROLINA,1704,3426,83332
130,2012,4,27,MN,MINNESOTA,1665,2943,88683
131,2012,4,13,GA,GEORGIA,1637,3107,79332
132,2012,4,51,VA,VIRGINIA,1593,3211,94597
133,2012,4,42,PA,PENNSYLVANIA,1438,2584,69042
134,2012,4,55,WI,WISCONSIN,1409,2442,70262
135,2012,4,29,MO,MISSOURI,1288,2461,56910
136,2012,4,16,ID,IDAHO,1102,2435,49929
137,2012,4,18,IN,INDIANA,1088,2068,46919
138,2012,4,47,TN,TENNESSEE,1083,2212,30158
139,2012,4,40,OK,OKLAHOMA,1025,2123,42021
140,2012,4,20,KS,KANSAS,945,1956,38461
141,2012,4,19,IA,IOWA,900,1667,40291
142,2012,4,24,MD,MARYLAND,832,1571,43842
143,2012,4,34,NJ,NEW JERSEY,822,1413,39476
144,2012,4,15,HI,HAWAII,809,1526,35430
145,2012,4,25,MA,MASSACHUSETTS,793,1308,41270
146,2012,4,30,MT,MONTANA,749,1354,32242
147,2012,4,31,NE,NEBRASKA,722,1391,31003
148,2012,4,45,SC,SOUTH CAROLINA,633,1293,32059
149,2012,4,2,AK,ALASKA,589,1063,30166
150,2012,4,22,LA,LOUISIANA,585,1186,25056
151,2012,4,56,WY,WYOMING,566,1104,24607
152,2012,4,5,AR,ARKANSAS,536,1101,22324
153,2012,4,38,ND,NORTH DAKOTA,530,1025,28326
154,2012,4,21,KY,KENTUCKY,515,1037,22792
155,2012,4,1,AL,ALABAMA,515,1054,29965
156,2012,4,46,SD,SOUTH DAKOTA,466,845,20261
157,2012,4,9,CT,CONNECTICUT,417,693,28351
158,2012,4,28,MS,MISSISSIPPI,273,532,10430
159,2012,4,33,NH,NEW HAMPSHIRE,247,429,10056
160,2012,4,23,ME,MAINE,214,389,8767
161,2012,4,11,DC,DISTRICT OF COLUMBIA,179,241,8251
162,2012,4,54,WV,WEST VIRGINIA,161,289,6292
163,2012,4,44,RI,RHODE ISLAND,120,227,5071
164,2012,4,50,VT,VERMONT,114,184,4850
165,2012,4,10,DE,DELAWARE,110,203,5727
166,2012,5,96,AR,AR Total Migration US and Foreign,33258,67366,1426549
167,2012,5,97,AR,AR Total Migration US,32742,66354,1404757
168,2012,5,98,AR,AR Total Migration Foreign,516,1012,21793
169,2012,5,5,AR,AR Non-migrants,944195,2141981,50556605
170,2012,5,48,TX,TEXAS,6654,13618,316301
171,2012,5,40,OK,OKLAHOMA,2909,6434,105972
172,2012,5,29,MO,MISSOURI,2642,5533,91144
173,2012,5,47,TN,TENNESSEE,2045,3986,79921
174,2012,5,12,FL,FLORIDA,2009,3583,102245
175,2012,5,6,CA,CALIFORNIA,1710,3271,62789
176,2012,5,22,LA,LOUISIANA,1351,2835,54211
177,2012,5,28,MS,MISSISSIPPI,1061,2261,37834
178,2012,5,17,IL,ILLINOIS,995,1951,41163
179,2012,5,13,GA,GEORGIA,977,1988,46682
180,2012,5,8,CO,COLORADO,656,1328,34172
181,2012,5,37,NC,NORTH CAROLINA,633,1316,25762
182,2012,5,20,KS,KANSAS,603,1258,20194
183,2012,5,4,AZ,ARIZONA,576,1114,20415
184,2012,5,57,FR,Foreign,516,1012,21793
185,2012,5,1,AL,ALABAMA,507,1080,26362
186,2012,5,26,MI,MICHIGAN,497,1002,17517
187,2012,5,51,VA,VIRGINIA,495,934,22439
188,2012,5,53,WA,WASHINGTON,463,946,20974
189,2012,5,39,OH,OHIO,449,947,24755
190,2012,5,36,NY,NEW YORK,442,800,17517
191,2012,5,18,IN,INDIANA,427,889,15332
192,2012,5,42,PA,PENNSYLVANIA,392,772,23053
193,2012,5,21,KY,KENTUCKY,347,771,15159
194,2012,5,55,WI,WISCONSIN,325,635,13950
195,2012,5,27,MN,MINNESOTA,321,653,16611
196,2012,5,45,SC,SOUTH CAROLINA,299,602,12254
197,2012,5,32,NV,NEVADA,282,541,12430
198,2012,5,19,IA,IOWA,251,521,9347
199,2012,5,41,OR,OREGON,219,421,7704
200,2012,5,35,NM,NEW MEXICO,218,420,8282
201,2012,5,24,MD,MARYLAND,216,400,10307
202,2012,5,31,NE,NEBRASKA,201,427,7370
203,2012,5,34,NJ,NEW JERSEY,186,347,17661
204,2012,5,49,UT,UTAH,146,336,7375
205,2012,5,25,MA,MASSACHUSETTS,136,236,13336
206,2012,5,2,AK,ALASKA,134,278,4863
207,2012,5,56,WY,WYOMING,110,220,4794
208,2012,5,16,ID,IDAHO,103,225,3574
209,2012,5,15,HI,HAWAII,99,198,3543
210,2012,5,54,WV,WEST VIRGINIA,91,180,3809
211,2012,5,38,ND,NORTH DAKOTA,91,202,5372
212,2012,5,30,MT,MONTANA,90,205,3459
213,2012,5,46,SD,SOUTH DAKOTA,85,170,2861
214,2012,5,9,CT,CONNECTICUT,75,142,4940
215,2012,5,23,ME,MAINE,45,74,1588
216,2012,5,11,DC,DISTRICT OF COLUMBIA,44,61,2207
217,2012,5,10,DE,DELAWARE,43,87,1570
218,2012,5,33,NH,NEW HAMPSHIRE,41,73,2236
219,2012,5,44,RI,RHODE ISLAND,32,60,1043
220,2012,5,50,VT,VERMONT,19,23,361
221,2012,6,96,CA,CA Total Migration US and Foreign,266673,496085,15556716
222,2012,6,97,CA,CA Total Migration US,252373,468496,14519801
223,2012,6,98,CA,CA Total Migration Foreign,14300,27589,1036914
224,2012,6,6,CA,CA Non-migrants,13084530,30080010,949129595
225,2012,6,48,TX,TEXAS,27381,55278,1693828
226,2012,6,32,NV,NEVADA,19313,36506,972459
227,2012,6,4,AZ,ARIZONA,18897,37085,946689
228,2012,6,53,WA,WASHINGTON,17062,33005,1111687
229,2012,6,12,FL,FLORIDA,14514,24087,906197
230,2012,6,57,FR,Foreign,14300,27589,1036914
231,2012,6,36,NY,NEW YORK,13473,19106,1030492
232,2012,6,41,OR,OREGON,12838,23290,657897
233,2012,6,8,CO,COLORADO,10183,18620,624790
234,2012,6,17,IL,ILLINOIS,7870,13675,448842
235,2012,6,51,VA,VIRGINIA,7413,14976,498076
236,2012,6,13,GA,GEORGIA,7194,13146,343534
237,2012,6,37,NC,NORTH CAROLINA,6222,12659,350812
238,2012,6,15,HI,HAWAII,5567,10139,323572
239,2012,6,49,UT,UTAH,5030,11016,280410
240,2012,6,25,MA,MASSACHUSETTS,4886,7532,335713
241,2012,6,42,PA,PENNSYLVANIA,4553,7627,285508
242,2012,6,26,MI,MICHIGAN,4383,7750,236032
243,2012,6,39,OH,OHIO,4011,7143,224542
244,2012,6,34,NJ,NEW JERSEY,3994,7131,330299
245,2012,6,24,MD,MARYLAND,3839,6875,244777
246,2012,6,16,ID,IDAHO,3790,7770,189646
247,2012,6,47,TN,TENNESSEE,3608,6896,187880
248,2012,6,29,MO,MISSOURI,3525,6571,166663
249,2012,6,27,MN,MINNESOTA,3132,5707,169864
250,2012,6,40,OK,OKLAHOMA,3089,6359,120680
251,2012,6,35,NM,NEW MEXICO,2875,5368,143522
252,2012,6,18,IN,INDIANA,2657,5216,139191
253,2012,6,22,LA,LOUISIANA,2477,4495,113051
254,2012,6,55,WI,WISCONSIN,2414,4469,127680
255,2012,6,20,KS,KANSAS,2195,4425,83500
256,2012,6,45,SC,SOUTH CAROLINA,2123,4095,108042
257,2012,6,5,AR,ARKANSAS,1976,4095,77038
258,2012,6,9,CT,CONNECTICUT,1885,3187,153717
259,2012,6,1,AL,ALABAMA,1701,3451,80533
260,2012,6,19,IA,IOWA,1689,3431,67249
261,2012,6,30,MT,MONTANA,1671,3138,89956
262,2012,6,2,AK,ALASKA,1619,3070,58351
263,2012,6,21,KY,KENTUCKY,1539,2950,68411
264,2012,6,11,DC,DISTRICT OF COLUMBIA,1483,1837,89725
265,2012,6,31,NE,NEBRASKA,1374,2878,59369
266,2012,6,28,MS,MISSISSIPPI,1154,2257,50700
267,2012,6,56,WY,WYOMING,1008,1830,72841
268,2012,6,33,NH,NEW HAMPSHIRE,817,1338,52670
269,2012,6,46,SD,SOUTH DAKOTA,793,1449,42966
270,2012,6,38,ND,NORTH DAKOTA,710,1363,26348
271,2012,6,23,ME,MAINE,630,1038,34472
272,2012,6,44,RI,RHODE ISLAND,605,1146,37016
273,2012,6,50,VT,VERMONT,408,616,19025
274,2012,6,10,DE,DELAWARE,406,712,28451
275,2012,6,54,WV,WEST VIRGINIA,397,693,15090
276,2012,8,96,CO,CO Total Migration US and Foreign,77566,149540,4144907
277,2012,8,97,CO,CO Total Migration US,75396,144925,4014705
278,2012,8,98,CO,CO Total Migration Foreign,2170,4615,130202
279,2012,8,8,CO,CO Non-migrants,1795419,3943762,130572239
280,2012,8,6,CA,CALIFORNIA,8999,16571,488695
281,2012,8,48,TX,TEXAS,8638,18240,501745
282,2012,8,12,FL,FLORIDA,4678,8487,278661
283,2012,8,4,AZ,ARIZONA,4405,8530,241555
284,2012,8,53,WA,WASHINGTON,2656,5064,154665
285,2012,8,57,FR,Foreign,2170,4615,130202
286,2012,8,35,NM,NEW MEXICO,2157,4301,90016
287,2012,8,17,IL,ILLINOIS,2038,3576,96854
288,2012,8,56,WY,WYOMING,1993,3802,97867
289,2012,8,36,NY,NEW YORK,1930,3076,115512
290,2012,8,51,VA,VIRGINIA,1862,3911,114885
291,2012,8,13,GA,GEORGIA,1747,3519,83695
292,2012,8,20,KS,KANSAS,1726,3532,74309
293,2012,8,37,NC,NORTH CAROLINA,1680,3379,83555
294,2012,8,41,OR,OREGON,1668,2890,81590
295,2012,8,49,UT,UTAH,1644,3766,99545
296,2012,8,32,NV,NEVADA,1624,2988,78768
297,2012,8,29,MO,MISSOURI,1510,2961,67549
298,2012,8,40,OK,OKLAHOMA,1498,3149,71677
299,2012,8,26,MI,MICHIGAN,1470,2663,74348
300,2012,8,31,NE,NEBRASKA,1467,2918,61303
301,2012,8,39,OH,OHIO,1388,2590,74854
302,2012,8,27,MN,MINNESOTA,1368,2414,75139
303,2012,8,42,PA,PENNSYLVANIA,1347,2338,85216
304,2012,8,47,TN,TENNESSEE,1043,2081,52270
305,2012,8,55,WI,WISCONSIN,1023,1844,46074
306,2012,8,19,IA,IOWA,986,1821,44499
307,2012,8,25,MA,MASSACHUSETTS,891,1426,50376
308,2012,8,24,MD,MARYLAND,879,1731,57511
309,2012,8,30,MT,MONTANA,871,1597,40434
310,2012,8,15,HI,HAWAII,817,1626,37283
311,2012,8,18,IN,INDIANA,810,1538,39141
312,2012,8,16,ID,IDAHO,739,1582,36741
313,2012,8,22,LA,LOUISIANA,721,1483,46106
314,2012,8,45,SC,SOUTH CAROLINA,715,1407,36232
315,2012,8,38,ND,NORTH DAKOTA,654,1343,38178
316,2012,8,46,SD,SOUTH DAKOTA,642,1159,28474
317,2012,8,1,AL,ALABAMA,624,1335,37114
318,2012,8,34,NJ,NEW JERSEY,623,1169,42762
319,2012,8,2,AK,ALASKA,589,1156,25889
320,2012,8,5,AR,ARKANSAS,567,1144,25875
321,2012,8,21,KY,KENTUCKY,524,1138,23280
322,2012,8,28,MS,MISSISSIPPI,433,778,17318
323,2012,8,9,CT,CONNECTICUT,390,661,31635
324,2012,8,33,NH,NEW HAMPSHIRE,306,498,14632
325,2012,8,23,ME,MAINE,259,442,11160
326,2012,8,11,DC,DISTRICT OF COLUMBIA,251,346,14005
327,2012,8,50,VT,VERMONT,178,274,6779
328,2012,8,54,WV,WEST VIRGINIA,154,307,6567
329,2012,8,44,RI,RHODE ISLAND,118,207,7888
330,2012,8,10,DE,DELAWARE,96,167,4476
331,2012,9,96,CT,CT Total Migration US and Foreign,46576,79787,5188463
332,2012,9,97,CT,CT Total Migration US,44807,76481,4986716
333,2012,9,98,CT,CT Total Migration Foreign,1769,3306,201747
334,2012,9,9,CT,CT Non-migrants,1367856,2870405,133130211
335,2012,9,36,NY,NEW YORK,8462,12979,1074969
336,2012,9,12,FL,FLORIDA,6475,11437,1612598
337,2012,9,25,MA,MASSACHUSETTS,4924,7767,329041
338,2012,9,6,CA,CALIFORNIA,2554,4242,254122
339,2012,9,34,NJ,NEW JERSEY,1965,3471,148798
340,2012,9,57,FR,Foreign,1769,3306,201747
341,2012,9,48,TX,TEXAS,1729,3196,157148
342,2012,9,37,NC,NORTH CAROLINA,1698,3347,136296
343,2012,9,42,PA,PENNSYLVANIA,1559,2766,105768
344,2012,9,51,VA,VIRGINIA,1413,2667,141667
345,2012,9,44,RI,RHODE ISLAND,1260,2051,86223
346,2012,9,13,GA,GEORGIA,1246,2292,76063
347,2012,9,45,SC,SOUTH CAROLINA,1011,1891,82052
348,2012,9,24,MD,MARYLAND,839,1435,57612
349,2012,9,17,IL,ILLINOIS,814,1471,87153
350,2012,9,33,NH,NEW HAMPSHIRE,705,1214,60376
351,2012,9,23,ME,MAINE,631,1109,36899
352,2012,9,4,AZ,ARIZONA,630,1108,68527
353,2012,9,8,CO,COLORADO,601,990,60016
354,2012,9,39,OH,OHIO,541,1053,42074
355,2012,9,53,WA,WASHINGTON,512,987,43876
356,2012,9,50,VT,VERMONT,495,774,27928
357,2012,9,26,MI,MICHIGAN,428,741,29821
358,2012,9,47,TN,TENNESSEE,424,769,29855
359,2012,9,11,DC,DISTRICT OF COLUMBIA,305,352,16788
360,2012,9,27,MN,MINNESOTA,267,491,19315
361,2012,9,18,IN,INDIANA,263,493,17809
362,2012,9,32,NV,NEVADA,242,412,18546
363,2012,9,15,HI,HAWAII,229,371,12380
364,2012,9,55,WI,WISCONSIN,227,446,16269
365,2012,9,29,MO,MISSOURI,224,410,15656
366,2012,9,1,AL,ALABAMA,224,451,10054
367,2012,9,41,OR,OREGON,203,344,12353
368,2012,9,22,LA,LOUISIANA,184,299,-954
369,2012,9,21,KY,KENTUCKY,178,323,12813
370,2012,9,49,UT,UTAH,150,286,16456
371,2012,9,10,DE,DELAWARE,148,240,8294
372,2012,9,19,IA,IOWA,118,221,6396
373,2012,9,35,NM,NEW MEXICO,110,166,7418
374,2012,9,40,OK,OKLAHOMA,104,200,8148
375,2012,9,20,KS,KANSAS,102,186,5890
376,2012,9,2,AK,ALASKA,93,135,3829
377,2012,9,28,MS,MISSISSIPPI,86,138,5531
378,2012,9,5,AR,ARKANSAS,74,147,5080
379,2012,9,54,WV,WEST VIRGINIA,71,111,3421
380,2012,9,30,MT,MONTANA,61,91,3210
381,2012,9,31,NE,NEBRASKA,57,123,4305
382,2012,9,56,WY,WYOMING,50,78,2472
383,2012,9,46,SD,SOUTH DAKOTA,48,79,1975
384,2012,9,16,ID,IDAHO,44,86,3397
385,2012,9,38,ND,NORTH DAKOTA,29,45,983
386,2012,10,96,DE,DE Total Migration US and Foreign,15487,28145,905176
387,2012,10,97,DE,DE Total Migration US,15062,27337,880842
388,2012,10,98,DE,DE Total Migration Foreign,425,808,24333
389,2012,10,10,DE,DE Non-migrants,335499,711607,21758217
390,2012,10,42,PA,PENNSYLVANIA,3405,6254,196008
391,2012,10,24,MD,MARYLAND,2306,4229,98426
392,2012,10,12,FL,FLORIDA,1357,2321,95828
393,2012,10,34,NJ,NEW JERSEY,1225,2107,76774
394,2012,10,36,NY,NEW YORK,974,1518,80661
395,2012,10,51,VA,VIRGINIA,736,1395,42478
396,2012,10,48,TX,TEXAS,541,1066,31010
397,2012,10,37,NC,NORTH CAROLINA,523,962,28701
398,2012,10,13,GA,GEORGIA,484,885,18878
399,2012,10,6,CA,CALIFORNIA,461,761,25766
400,2012,10,57,FR,Foreign,425,808,24333
401,2012,10,45,SC,SOUTH CAROLINA,239,489,15526
402,2012,10,17,IL,ILLINOIS,201,406,17379
403,2012,10,39,OH,OHIO,185,377,10565
404,2012,10,25,MA,MASSACHUSETTS,175,292,14614
405,2012,10,4,AZ,ARIZONA,147,286,9016
406,2012,10,47,TN,TENNESSEE,131,257,9605
407,2012,10,55,WI,WISCONSIN,131,431,4291
408,2012,10,9,CT,CONNECTICUT,128,211,9700
409,2012,10,8,CO,COLORADO,119,202,5445
410,2012,10,53,WA,WASHINGTON,118,197,6420
411,2012,10,26,MI,MICHIGAN,108,205,5059
412,2012,10,11,DC,DISTRICT OF COLUMBIA,101,129,12870
413,2012,10,54,WV,WEST VIRGINIA,79,130,2895
414,2012,10,29,MO,MISSOURI,76,138,3343
415,2012,10,21,KY,KENTUCKY,75,134,3132
416,2012,10,18,IN,INDIANA,75,131,3237
417,2012,10,1,AL,ALABAMA,74,183,4034
418,2012,10,22,LA,LOUISIANA,67,120,3242
419,2012,10,15,HI,HAWAII,62,114,6084
420,2012,10,32,NV,NEVADA,61,103,2779
421,2012,10,27,MN,MINNESOTA,54,111,2883
422,2012,10,23,ME,MAINE,49,92,3826
423,2012,10,19,IA,IOWA,47,89,3210
424,2012,10,33,NH,NEW HAMPSHIRE,46,86,3368
425,2012,10,46,SD,SOUTH DAKOTA,43,46,366
426,2012,10,40,OK,OKLAHOMA,42,97,2379
427,2012,10,28,MS,MISSISSIPPI,42,78,2837
428,2012,10,49,UT,UTAH,40,84,1756
429,2012,10,35,NM,NEW MEXICO,40,84,1868
430,2012,10,20,KS,KANSAS,38,68,1318
431,2012,10,5,AR,ARKANSAS,37,86,1388
432,2012,10,41,OR,OREGON,36,52,2839
433,2012,10,2,AK,ALASKA,32,60,1536
434,2012,10,50,VT,VERMONT,28,41,2060
435,2012,10,56,WY,WYOMING,26,46,1432
436,2012,10,44,RI,RHODE ISLAND,23,32,661
437,2012,10,31,NE,NEBRASKA,21,49,1056
438,2012,10,38,ND,NORTH DAKOTA,19,33,676
439,2012,10,16,ID,IDAHO,18,44,1066
440,2012,10,30,MT,MONTANA,17,26,551
441,2012,11,96,DC,DC Total Migration US and Foreign,28683,42957,2060569
442,2012,11,97,DC,DC Total Migration US,27750,41454,1987764
443,2012,11,98,DC,DC Total Migration Foreign,933,1503,72804
444,2012,11,11,DC,DC Non-migrants,237523,399121,21449487
445,2012,11,24,MD,MARYLAND,9434,16752,562529
446,2012,11,51,VA,VIRGINIA,4861,6983,405580
447,2012,11,36,NY,NEW YORK,2010,2425,154969
448,2012,11,6,CA,CALIFORNIA,1749,2235,171675
449,2012,11,12,FL,FLORIDA,969,1301,102811
450,2012,11,57,FR,Foreign,933,1503,72804
451,2012,11,48,TX,TEXAS,798,1149,55132
452,2012,11,42,PA,PENNSYLVANIA,775,940,45109
453,2012,11,25,MA,MASSACHUSETTS,738,900,49132
454,2012,11,37,NC,NORTH CAROLINA,696,1055,46078
455,2012,11,17,IL,ILLINOIS,686,825,54795
456,2012,11,13,GA,GEORGIA,500,669,26985
457,2012,11,34,NJ,NEW JERSEY,440,553,30869
458,2012,11,8,CO,COLORADO,303,406,22517
459,2012,11,53,WA,WASHINGTON,293,435,24404
460,2012,11,39,OH,OHIO,279,376,21539
461,2012,11,26,MI,MICHIGAN,272,362,13823
462,2012,11,45,SC,SOUTH CAROLINA,200,299,10943
463,2012,11,9,CT,CONNECTICUT,198,257,14015
464,2012,11,47,TN,TENNESSEE,181,257,11940
465,2012,11,27,MN,MINNESOTA,164,207,10486
466,2012,11,55,WI,WISCONSIN,154,191,13003
467,2012,11,22,LA,LOUISIANA,151,200,8277
468,2012,11,41,OR,OREGON,148,188,8234
469,2012,11,4,AZ,ARIZONA,148,219,10044
470,2012,11,29,MO,MISSOURI,125,167,7769
471,2012,11,18,IN,INDIANA,125,154,7560
472,2012,11,1,AL,ALABAMA,115,164,6765
473,2012,11,10,DE,DELAWARE,110,157,9638
474,2012,11,32,NV,NEVADA,89,114,4354
475,2012,11,21,KY,KENTUCKY,88,120,5268
476,2012,11,23,ME,MAINE,77,107,7059
477,2012,11,33,NH,NEW HAMPSHIRE,66,84,5171
478,2012,11,35,NM,NEW MEXICO,65,95,7639
479,2012,11,15,HI,HAWAII,65,105,5179
480,2012,11,54,WV,WEST VIRGINIA,64,106,4987
481,2012,11,50,VT,VERMONT,59,84,3182
482,2012,11,5,AR,ARKANSAS,58,86,4383
483,2012,11,44,RI,RHODE ISLAND,57,87,4073
484,2012,11,28,MS,MISSISSIPPI,57,83,2873
485,2012,11,2,AK,ALASKA,54,79,2752
486,2012,11,40,OK,OKLAHOMA,51,78,2850
487,2012,11,19,IA,IOWA,46,58,2274
488,2012,11,20,KS,KANSAS,43,70,3584
489,2012,11,49,UT,UTAH,41,66,2830
490,2012,11,16,ID,IDAHO,31,53,3731
491,2012,11,30,MT,MONTANA,29,36,2381
492,2012,11,31,NE,NEBRASKA,28,38,1536
493,2012,11,56,WY,WYOMING,23,30,2799
494,2012,11,46,SD,SOUTH DAKOTA,21,28,1403
495,2012,11,38,ND,NORTH DAKOTA,16,21,839
