id,year,fips,out_returns,out_exempt,out_agi,in_returns,in_exempt,in_agi
827,2007,13,170,337,7542,190,441,8332
828,2007,15,139,266,6885,193,396,12820
829,2007,17,228,476,14187,264,518,13298
830,2007,18,113,261,4506,132,284,5379
831,2007,19,115,262,4089,132,265,5173
832,2007,20,123,269,4772,167,341,8340
833,2007,21,96,222,3025,73,152,2602
834,2007,22,97,218,3776,72,140,2666
835,2007,23,38,69,1310,45,85,1903
836,2007,24,97,176,4372,136,320,7631
837,2007,25,78,127,15512,83,138,4175
838,2007,26,111,225,3749,266,538,10045
839,2007,27,179,393,9616,214,445,10270
840,2007,28,52,117,1902,64,130,2026
841,2007,29,208,479,7802,239,504,8374
842,2007,30,894,1790,31846,880,1715,30749
843,2007,31,111,283,6155,152,355,6910
844,2007,32,873,1667,31933,1235,2678,64048
845,2007,33,28,35,1066,39,79,4863
846,2007,34,58,107,2654,95,186,4325
847,2007,35,203,413,9564,270,576,15521
848,2007,36,206,366,10137,214,393,7936
849,2007,37,250,552,10009,237,549,9721
850,2007,38,70,153,2804,90,171,3114
851,2007,39,147,333,6423,244,503,13075
852,2007,40,159,373,5624,149,325,5399
853,2007,41,1889,3662,77255,2196,4564,82519
854,2007,42,168,330,7267,181,369,10381
855,2007,44,20,43,1972,11,25,443
856,2007,45,94,209,6106,99,222,4599
857,2007,46,89,198,3250,112,225,4133
858,2007,47,164,375,7605,144,281,7533
859,2007,48,917,2051,39059,840,1828,35623
860,2007,49,2414,5618,105457,2121,5293,86508
861,2007,50,20,35,1155,40,86,1736
862,2007,51,310,658,18941,312,685,21594
863,2007,53,3797,7105,154815,4148,8268,175070
864,2007,54,24,45,743,31,65,963
865,2007,55,158,362,6669,168,320,6567
866,2007,56,518,1126,32281,537,1089,22646
867,2007,57,481,929,16481,711,1278,20617
868,2008,1,82,184,3541,79,170,3123
869,2008,2,323,678,14404,450,951,19882
870,2008,4,960,1947,39469,1247,2686,57402
871,2008,5,91,197,2747,105,235,4116
872,2008,6,2337,4397,100454,4576,9589,236005
873,2008,8,764,1540,37685,808,1692,40309
874,2008,9,43,83,2179,62,108,4399
875,2008,10,10,17,274,19,39,682
876,2008,11,30,32,1193,18,21,987
877,2008,12,421,819,42891,497,1006,20981
878,2008,13,170,378,6183,203,455,8171
879,2008,15,175,318,5842,179,367,9284
880,2008,17,232,471,10723,266,502,13941
881,2008,18,108,217,3396,131,288,5290
882,2008,19,122,277,4618,123,276,4884
883,2008,20,137,307,4729,170,395,6796
884,2008,21,75,182,1833,115,255,4383
885,2008,22,79,144,3072,105,186,5147
886,2008,23,33,68,2200,39,72,1365
887,2008,24,96,175,3567,140,280,6400
888,2008,25,94,144,5157,94,172,3999
889,2008,26,153,331,6311,262,477,9369
890,2008,27,326,802,32446,228,427,10460
891,2008,28,54,110,2220,64,128,1928
892,2008,29,215,463,7813,227,464,8627
893,2008,30,896,1773,34631,966,1883,34044
894,2008,31,118,236,3036,130,273,5587
895,2008,32,915,1808,34753,1274,2710,56887
896,2008,33,29,61,1666,41,78,1583
897,2008,34,54,95,2300,59,125,5618
898,2008,35,211,424,9401,253,558,11964
899,2008,36,225,412,8588,233,407,10907
900,2008,37,215,477,10054,235,525,11844
901,2008,38,83,170,3126,104,201,4760
902,2008,39,205,465,8744,240,505,12647
903,2008,40,155,335,4258,138,259,5257
904,2008,41,1986,3837,71301,2108,4240,82880
905,2008,42,155,339,7394,204,391,10960
906,2008,44,12,30,394,16,28,590
907,2008,45,129,298,7133,92,179,3993
908,2008,46,95,208,4763,125,220,4404
909,2008,47,164,324,7286,170,391,7110
910,2008,48,912,2052,37047,794,1790,36469
911,2008,49,2485,5520,121337,2218,5489,92591
912,2008,50,25,45,994,33,69,2844
913,2008,51,323,746,22393,340,777,20346
914,2008,53,4213,7939,161352,4167,7967,175134
915,2008,54,32,68,1100,27,49,1000
916,2008,55,171,353,7172,211,388,10953
917,2008,56,513,1157,22434,579,1173,25249
918,2008,57,421,822,15840,744,1303,18305
919,2009,1,73,172,2826,85,190,3234
920,2009,2,358,751,16471,362,745,17510
921,2009,4,1033,2122,36893,1010,2242,38124
922,2009,5,105,230,4053,70,162,2736
923,2009,6,2455,4811,93863,3735,7758,164882
924,2009,8,845,1713,35060,706,1465,31739
925,2009,9,46,84,1610,41,84,2689
926,2009,10,18,30,802,17,36,879
927,2009,11,28,32,1497,15,18,903
928,2009,12,414,867,23668,434,830,20309
929,2009,13,190,371,7446,192,415,7407
930,2009,15,167,336,5083,186,340,6049
931,2009,17,226,424,9100,267,543,16695
932,2009,18,126,280,5334,130,310,6508
933,2009,19,149,348,5452,167,343,6070
934,2009,20,169,393,5604,135,270,3826
935,2009,21,91,194,3120,80,161,3452
936,2009,22,89,168,3443,84,180,5251
937,2009,23,33,55,1336,46,80,1474
938,2009,24,104,198,4248,88,183,7043
939,2009,25,75,115,2846,72,129,3474
940,2009,26,137,254,4442,222,465,8696
941,2009,27,214,506,13512,193,365,7605
942,2009,28,59,140,1730,56,113,2027
943,2009,29,191,396,5862,172,356,6862
944,2009,30,877,1729,34962,885,1695,32021
945,2009,31,143,339,5093,114,257,6272
946,2009,32,850,1734,32727,1054,2253,39624
947,2009,33,20,37,815,26,46,1011
948,2009,34,60,126,3249,70,123,14169
949,2009,35,235,517,10102,219,484,10461
950,2009,36,208,377,9106,246,464,9495
951,2009,37,252,529,10658,220,451,8009
952,2009,38,108,234,3915,76,151,3366
953,2009,39,166,347,6038,178,331,8329
954,2009,40,188,399,5501,134,300,5018
955,2009,41,2013,3905,65003,1992,4065,68154
956,2009,42,163,348,6921,185,342,8984
957,2009,44,10,19,470,15,25,568
958,2009,45,80,161,3269,110,262,4864
959,2009,46,111,224,4467,95,193,3892
960,2009,47,183,381,6796,121,229,4204
961,2009,48,1004,2253,42620,720,1614,31304
962,2009,49,2501,5587,82784,2104,5062,76879
963,2009,50,20,31,1173,37,64,2002
964,2009,51,363,796,19794,275,612,23159
965,2009,53,4346,8229,157549,3967,7686,156822
966,2009,54,30,88,1073,25,52,1385
967,2009,55,144,291,6332,172,332,7107
968,2009,56,619,1368,25527,504,1026,21424
969,2009,57,462,889,14756,662,1161,17666
970,2010,1,75,171,2635,60,143,2132
971,2010,2,362,705,13614,357,718,19924
972,2010,4,971,2151,34212,892,2017,31674
973,2010,5,94,213,4334,66,150,1600
974,2010,6,2254,4505,77325,3265,6735,139570
975,2010,8,700,1450,26887,646,1362,37774
976,2010,9,36,70,2519,39,66,1514
977,2010,10,14,26,521,11,27,542
978,2010,11,23,27,860,17,22,1121
979,2010,12,432,863,17919,396,770,12626
980,2010,13,171,382,4948,190,427,8822
981,2010,15,177,337,4837,148,297,4827
982,2010,17,238,480,8278,208,393,12320
983,2010,18,130,315,5442,137,297,5071
984,2010,19,119,269,2912,108,244,4484
985,2010,20,145,337,4565,123,273,4375
986,2010,21,103,229,2580,81,168,2785
987,2010,22,95,176,3362,72,141,2616
988,2010,23,23,49,1084,43,76,1742
989,2010,24,91,184,3782,77,156,4523
990,2010,25,95,180,4212,76,141,2323
991,2010,26,125,232,3942,200,377,8101
992,2010,27,173,331,6883,191,359,7772
993,2010,28,58,126,1994,51,100,1742
994,2010,29,200,437,6445,173,383,7428
995,2010,30,750,1501,23912,713,1408,22018
996,2010,31,119,297,4217,117,288,4036
997,2010,32,801,1636,32113,924,2005,34692
998,2010,33,26,48,1163,34,53,1175
999,2010,34,58,109,2889,76,134,3658
1000,2010,35,213,478,8134,157,327,8449
1001,2010,36,215,347,7569,195,334,6811
1002,2010,37,248,519,8350,247,565,11468
1003,2010,38,126,282,4480,93,168,3606
1004,2010,39,185,442,6060,166,373,5849
1005,2010,40,183,433,6735,153,305,4364
1006,2010,41,1814,3538,52685,1808,3663,64133
1007,2010,42,158,293,6618,167,350,7996
1008,2010,44,10,14,452,22,48,1096
1009,2010,45,106,243,3709,72,162,2757
1010,2010,46,106,225,3848,110,221,7004
1011,2010,47,155,312,5919,124,266,5058
1012,2010,48,943,2181,29005,746,1639,31177
1013,2010,49,2386,5297,75512,1879,4548,61800
1014,2010,50,17,36,549,23,43,1098
1015,2010,51,319,717,21205,240,499,14695
1016,2010,53,3848,7472,136765,3553,6967,125307
1017,2010,54,24,57,854,32,63,1165
1018,2010,55,128,254,4442,147,283,5362
1019,2010,56,445,1011,18290,522,1070,19158
1020,2010,57,492,963,16530,359,773,15692
1021,2011,1,93,237,4242,76,167,3127
1022,2011,2,352,679,13706,369,739,18574
1023,2011,4,1000,2100,35348,957,2226,38654
1024,2011,5,105,247,3384,75,173,3146
1025,2011,6,2279,4517,79242,3337,6876,171736
1026,2011,8,770,1684,35135,686,1400,29790
1027,2011,9,47,96,1696,49,103,3965
1028,2011,10,21,45,834,11,27,570
1029,2011,11,21,22,601,13,19,617
1030,2011,12,582,1035,19367,404,794,16911
1031,2011,13,200,406,5786,247,495,10524
1032,2011,15,180,329,5747,148,293,5554
1033,2011,17,206,417,7555,266,507,18584
1034,2011,18,131,259,5469,119,236,4418
1035,2011,19,114,281,40,135,258,5710
1036,2011,20,131,298,3921,151,315,5815
1037,2011,21,85,187,3022,91,191,3501
1038,2011,22,70,137,2420,97,202,3609
1039,2011,23,33,70,1874,39,58,1582
1040,2011,24,100,193,4835,103,207,4992
1041,2011,25,89,151,3673,80,124,4282
1042,2011,26,165,331,4817,172,326,6090
1043,2011,27,194,410,8170,203,394,11645
1044,2011,28,52,105,1386,65,137,2083
1045,2011,29,214,490,7637,179,406,7476
1046,2011,30,833,1595,26985,807,1559,29776
1047,2011,31,123,273,4132,106,235,3996
1048,2011,32,784,1600,30236,996,2109,39081
1049,2011,33,30,60,1206,46,81,1803
1050,2011,34,70,144,3626,90,141,3464
1051,2011,35,224,503,9442,171,379,8902
1052,2011,36,202,347,6159,250,478,11761
1053,2011,37,267,584,10808,246,527,10130
1054,2011,38,253,584,10350,105,224,5060
1055,2011,39,196,425,7369,157,347,7557
1056,2011,40,156,372,6103,156,356,5263
1057,2011,41,1895,3786,57283,1865,3891,64129
1058,2011,42,185,374,7879,183,336,10193
1059,2011,44,9,22,368,12,14,470
1060,2011,45,106,246,5031,106,173,3426
1061,2011,46,115,255,4787,99,179,3462
1062,2011,47,144,325,4872,147,318,6825
1063,2011,48,1004,2292,39898,783,1761,35177
1064,2011,49,2298,5220,73501,1945,4627,69855
1065,2011,50,26,52,638,21,31,493
1066,2011,51,244,550,11475,263,595,13885
1067,2011,53,3885,7616,138976,3742,7322,145400
1068,2011,54,38,67,1024,19,36,547
1069,2011,55,157,315,6566,141,265,6335
1070,2011,56,545,1196,21673,465,1023,21129
1071,2011,57,477,959,16377,415,694,25488
1072,2012,1,98,225,3713,90,188,3706
1073,2012,2,360,755,17338,494,1057,25658
1074,2012,4,1119,2351,46668,1102,2435,49929
1075,2012,5,112,241,3907,103,225,3574
1076,2012,6,2715,5600,229239,3790,7770,189646
1077,2012,8,809,1631,37105,739,1582,36741
1078,2012,9,45,85,1593,44,86,3397
1079,2012,10,13,29,744,18,44,1066
1080,2012,11,36,45,1376,31,53,3731
1081,2012,12,651,1180,35107,631,1079,24694
1082,2012,13,325,588,11549,264,483,9388
1083,2012,15,215,443,8187,200,400,10128
1084,2012,17,252,522,10420,255,492,15061
1085,2012,18,131,272,5230,143,310,5807
1086,2012,19,131,273,4708,119,270,5060
1087,2012,20,165,381,10544,165,371,6973
1088,2012,21,91,197,2708,130,284,5464
1089,2012,22,94,190,4114,99,240,5149
1090,2012,23,43,75,1326,43,88,2730
1091,2012,24,105,222,4570,89,167,6040
1092,2012,25,91,173,4360,104,171,4879
1093,2012,26,178,360,7442,180,363,7500
1094,2012,27,229,445,9105,213,428,10903
1095,2012,28,50,117,1502,62,128,4202
1096,2012,29,219,485,8688,224,513,8523
1097,2012,30,882,1853,31330,913,1831,34280
1098,2012,31,148,361,4505,119,274,5754
1099,2012,32,1003,2133,43255,990,2113,46106
1100,2012,33,39,73,1515,47,83,-7769
1101,2012,34,70,115,2415,97,195,6189
1102,2012,35,205,459,9520,229,502,10799
1103,2012,36,252,497,10151,205,377,9533
1104,2012,37,275,622,10821,253,573,11858
1105,2012,38,496,1152,18330,159,364,8218
1106,2012,39,163,364,6337,213,459,13179
1107,2012,40,161,344,5147,188,407,8193
1108,2012,41,1988,4136,67427,2153,4542,84832
1109,2012,42,232,433,7179,201,389,9576
1110,2012,44,12,19,336,20,37,776
1111,2012,45,111,229,4266,98,232,4694
1112,2012,46,115,235,4778,111,230,4724
1113,2012,47,180,431,9583,200,417,8057
1114,2012,48,1229,2779,52149,917,2050,47188
1115,2012,49,2474,5835,89369,2020,4927,76172
1116,2012,50,32,65,1814,33,51,1552
1117,2012,51,271,586,12807,284,633,19867
1118,2012,53,4021,7977,169917,4275,8587,183336
1119,2012,54,31,76,1416,46,79,1485
1120,2012,55,142,288,6439,174,375,8208
1121,2012,56,616,1447,26344,534,1097,21709
1122,2012,57,511,1123,23305,445,904,19870
1123,2013,1,77,176,2764,89,212,4270
1124,2013,2,350,712,15286,548,1271,38432
1125,2013,4,1171,2453,59103,1228,2776,57326
1126,2013,5,86,176,3530,103,225,5316
1127,2013,6,2639,5095,113266,4300,8934,503186
1128,2013,8,868,1773,38560,863,1772,44645
1129,2013,9,34,71,1349,68,142,4588
1130,2013,10,15,25,431,11,21,331
1131,2013,11,24,28,1085,23,33,1588
1132,2013,12,539,1114,28054,608,1168,26172
1133,2013,13,236,482,9232,264,570,12757
1134,2013,15,207,373,9665,193,400,7809
1135,2013,17,229,479,12129,282,635,19904
1136,2013,18,124,238,4871,142,309,9228
1137,2013,19,118,297,5844,119,251,5135
1138,2013,20,141,297,5157,164,414,8549
1139,2013,21,97,207,3782,96,237,4093
1140,2013,22,99,207,5997,95,191,3499
1141,2013,23,36,80,1702,34,64,1516
1142,2013,24,114,229,5772,132,260,9012
1143,2013,25,100,192,4321,106,196,6566
1144,2013,26,191,383,7318,190,417,9981
1145,2013,27,187,365,7381,253,515,17945
1146,2013,28,46,100,2148,79,185,2990
1147,2013,29,222,492,7170,218,533,9852
1148,2013,30,942,1927,38557,949,1910,40346
1149,2013,31,133,314,5752,156,340,8674
1150,2013,32,960,2064,45846,1047,2288,52406
1151,2013,33,41,89,2031,43,63,3690
1152,2013,34,70,146,3731,87,175,5506
1153,2013,35,194,429,8185,256,560,13973
1154,2013,36,239,417,9951,269,537,11819
1155,2013,37,263,589,12562,278,608,13527
1156,2013,38,541,1236,28209,272,567,14563
1157,2013,39,204,451,7975,231,500,11214
1158,2013,40,193,456,7918,194,413,8698
1159,2013,41,2060,4336,76449,2321,4768,95480
1160,2013,42,178,380,6607,207,394,11141
1161,2013,44,12,15,263,14,32,643
1162,2013,45,106,248,4241,115,257,5084
1163,2013,46,121,250,5551,96,215,4598
1164,2013,47,177,384,8741,151,341,9787
1165,2013,48,1115,2587,59362,1071,2414,53706
1166,2013,49,2437,5739,95316,2243,5491,104141
1167,2013,50,26,47,1501,29,58,2169
1168,2013,51,254,516,12894,322,763,20009
1169,2013,53,4204,8081,155189,4507,9064,210825
1170,2013,54,29,68,1003,31,70,1489
1171,2013,55,157,304,8102,203,397,10632
1172,2013,56,579,1424,27280,603,1323,34746
1173,2013,57,417,839,23637,365,841,19242
1174,2014,1,68,159,2682,89,216,3845
1175,2014,2,305,642,16262,463,999,28809
1176,2014,4,1099,2407,56081,1159,2493,64382
1177,2014,5,86,179,3025,96,223,4915
1178,2014,6,2464,4631,102760,4213,8867,249970
1179,2014,8,836,1686,37967,909,1916,50887
1180,2014,9,47,88,2213,56,121,3629
1181,2014,10,20,40,936,15,29,620
1182,2014,11,26,34,1141,22,31,1163
1183,2014,12,477,988,26149,494,977,21761
1184,2014,13,207,435,9004,217,458,11827
1185,2014,15,185,356,7695,182,355,7165
1186,2014,17,221,425,11000,265,580,17195
1187,2014,18,109,233,4786,160,345,8554
1188,2014,19,123,283,5367,138,277,7532
1189,2014,20,130,300,4802,142,345,7257
1190,2014,21,85,195,4548,88,213,7152
1191,2014,22,69,134,2775,83,165,3547
1192,2014,23,27,54,1330,52,116,2536
1193,2014,24,81,194,6091,136,282,8708
1194,2014,25,80,134,3838,94,179,5869
1195,2014,26,171,323,7088,193,401,9092
1196,2014,27,204,413,9680,216,449,16008
1197,2014,28,62,130,2356,66,124,2646
1198,2014,29,213,509,8858,227,536,11000
1199,2014,30,865,1738,37306,966,1811,41125
1200,2014,31,108,250,3903,141,315,6259
1201,2014,32,862,1920,40332,1016,2165,49699
1202,2014,33,25,53,1090,30,55,1330
1203,2014,34,56,109,2531,85,163,6824
1204,2014,35,205,428,9764,277,614,16350
1205,2014,36,209,376,12124,258,485,13259
1206,2014,37,250,535,15249,263,555,14193
1207,2014,38,498,1083,28788,353,698,20727
1208,2014,39,173,399,6012,229,485,12160
1209,2014,40,185,401,6479,164,413,6730
1210,2014,41,2154,4410,89650,2046,4222,87473
1211,2014,42,147,283,5238,182,365,10091
1212,2014,44,12,25,530,25,54,1232
1213,2014,45,118,305,6151,106,242,5432
1214,2014,46,99,191,4300,99,210,5820
1215,2014,47,158,355,8925,170,407,11812
1216,2014,48,1151,2651,60287,1048,2378,60819
1217,2014,49,2320,5367,91760,2150,5249,90517
1218,2014,50,21,48,736,37,69,1877
1219,2014,51,244,535,11132,294,662,20839
1220,2014,53,4258,8276,180417,4170,8452,180997
1221,2014,54,22,51,770,30,58,991
1222,2014,55,169,322,8145,182,368,10313
1223,2014,56,549,1265,25286,554,1228,27853
1224,2014,57,395,859,19250,378,915,21481
1225,2015,1,69,142,2370,49,95,2383
1226,2015,2,247,465,11707,335,647,21140
1227,2015,4,787,1609,41052,801,1604,37278
1228,2015,5,49,101,1888,61,133,5094
1229,2015,6,1839,3381,70180,3253,6743,213209
1230,2015,8,620,1141,29788,631,1207,32062
1231,2015,9,33,66,3347,40,60,2365
1232,2015,10,0,0,0,0,0,0
1233,2015,11,0,0,0,21,33,17226
1234,2015,12,374,704,20431,367,687,15603
1235,2015,13,144,298,5628,148,331,8131
1236,2015,15,172,319,9150,162,311,5773
1237,2015,17,122,225,6591,191,363,10431
1238,2015,18,100,187,3592,97,186,5219
1239,2015,19,94,205,3677,99,178,3683
1240,2015,20,99,194,3562,97,205,5914
1241,2015,21,50,104,1552,60,131,3148
1242,2015,22,53,112,2461,65,125,2854
1243,2015,23,20,46,569,21,28,421
1244,2015,24,63,105,2430,82,165,5351
1245,2015,25,64,99,3084,65,111,3895
1246,2015,26,107,205,5098,132,222,4240
1247,2015,27,123,228,133935,151,279,7230
1248,2015,28,29,58,1192,42,74,1336
1249,2015,29,122,245,6509,157,288,6994
1250,2015,30,573,1069,22921,653,1262,27629
1251,2015,31,79,187,2814,80,170,4164
1252,2015,32,708,1473,35458,808,1659,36404
1253,2015,33,16,22,668,38,58,1762
1254,2015,34,45,88,2577,66,118,4948
1255,2015,35,127,297,6448,186,397,8878
1256,2015,36,146,250,6365,186,316,11323
1257,2015,37,184,329,8259,201,416,8216
1258,2015,38,438,902,25420,290,565,16258
1259,2015,39,126,259,6116,134,235,6752
1260,2015,40,114,229,3998,101,202,3875
1261,2015,41,1475,2895,52784,1472,2894,68881
1262,2015,42,112,206,5587,145,257,7678
1263,2015,44,0,0,0,0,0,0
1264,2015,45,74,133,3380,62,126,3151
1265,2015,46,65,128,3387,84,144,4356
1266,2015,47,115,241,7736,98,234,5830
1267,2015,48,910,1912,70743,835,1777,48443
1268,2015,49,1913,4009,78373,1536,3481,65366
1269,2015,50,16,23,862,25,46,1299
1270,2015,51,195,377,9762,187,345,11096
1271,2015,53,3364,6184,143058,2981,5594,133290
1272,2015,54,17,37,312,34,68,2195
1273,2015,55,98,187,5212,108,181,6312
1274,2015,56,390,858,21110,411,856,21203
1275,2015,57,342,660,15951,436,1026,23593
1276,2016,1,79,185,4293,75,164,3235
1277,2016,2,279,581,16234,466,956,31515
1278,2016,4,1038,2172,52004,1180,2599,62432
1279,2016,5,88,204,3563,81,177,4226
1280,2016,6,2241,4280,103892,5650,12229,445450
1281,2016,8,783,1521,40805,1055,2213,62252
1282,2016,9,41,77,1505,62,114,6890
1283,2016,10,13,23,604,15,33,629
1284,2016,11,20,32,1171,16,19,966
1285,2016,12,466,850,48829,569,1098,40196
1286,2016,13,167,365,9260,235,543,10839
1287,2016,15,138,285,6120,238,468,10616
1288,2016,17,196,382,12309,338,672,24638
1289,2016,18,128,293,6409,180,392,8360
1290,2016,19,122,299,4904,152,326,7104
1291,2016,20,147,355,7410,190,435,7147
1292,2016,21,76,177,1658,112,240,5884
1293,2016,22,68,127,2619,100,194,4801
1294,2016,23,39,84,2718,24,47,1053
1295,2016,24,97,176,5938,114,251,6666
1296,2016,25,73,99,5205,99,172,5811
1297,2016,26,173,339,7037,202,417,12578
1298,2016,27,185,356,9432,250,480,15389
1299,2016,28,46,94,1836,66,139,2604
1300,2016,29,191,387,6693,217,453,11946
1301,2016,30,885,1727,37346,966,1918,46466
1302,2016,31,94,194,4533,153,343,7699
1303,2016,32,738,1507,39499,1144,2487,58692
1304,2016,33,39,59,1453,51,75,2629
1305,2016,34,52,84,2815,91,175,56249
1306,2016,35,177,405,9738,238,581,15741
1307,2016,36,180,319,9422,258,464,26962
1308,2016,37,259,545,12380,331,679,18375
1309,2016,38,292,669,19934,534,1082,32636
1310,2016,39,161,341,7130,232,499,14419
1311,2016,40,152,363,5467,182,420,9071
1312,2016,41,2318,4674,95169,2217,4379,103446
1313,2016,42,165,323,-493,275,555,19641
1314,2016,44,14,29,508,13,21,1140
1315,2016,45,106,264,5058,121,264,6139
1316,2016,46,103,223,5981,136,248,6223
1317,2016,47,172,364,7759,180,371,11353
1318,2016,48,986,2198,48998,1268,2899,72282
1319,2016,49,2418,5670,103375,2350,5592,109054
1320,2016,50,19,41,809,40,62,1558
1321,2016,51,214,459,12598,328,733,28372
1322,2016,53,4518,8485,213541,4546,8925,239811
1323,2016,54,24,54,1336,30,87,1615
1324,2016,55,150,278,7017,182,358,9997
1325,2016,56,450,969,26318,665,1479,34965
1326,2016,57,380,844,19171,377,831,18970
1327,2017,1,110,244,5579,125,314,6481
1328,2017,2,309,663,15067,722,1658,55769
1329,2017,4,1629,3431,90207,1755,4016,94581
1330,2017,5,123,296,5072,148,333,7117
1331,2017,6,2869,5379,132784,9177,20115,704511
1332,2017,8,1019,1979,50622,1814,3887,120132
1333,2017,9,49,96,2318,74,167,6521
1334,2017,10,14,29,533,30,58,1979
1335,2017,11,31,33,1174,33,43,3216
1336,2017,12,718,1502,44483,830,1685,41763
1337,2017,13,275,651,13426,312,721,19330
1338,2017,15,203,432,11275,312,706,19234
1339,2017,17,283,559,15147,494,970,51249
1340,2017,18,170,368,8353,246,523,13015
1341,2017,19,154,341,6206,194,448,13633
1342,2017,20,143,325,5948,252,567,14858
1343,2017,21,136,321,6051,115,250,6157
1344,2017,22,95,195,4500,127,276,7261
1345,2017,23,63,124,2818,47,103,2318
1346,2017,24,132,266,7152,178,399,13385
1347,2017,25,126,221,5657,130,266,8272
1348,2017,26,272,610,12727,322,676,20376
1349,2017,27,276,589,14169,337,666,26352
1350,2017,28,66,161,4229,99,209,4748
1351,2017,29,249,593,12582,361,813,21272
1352,2017,30,1131,2204,53594,1276,2549,59170
1353,2017,31,141,312,5599,216,465,12088
1354,2017,32,1055,2122,43147,1566,3398,94420
1355,2017,33,40,80,1730,75,137,6330
1356,2017,34,96,195,5940,129,250,7042
1357,2017,35,228,491,11706,371,843,24992
1358,2017,36,249,451,10404,377,721,28620
1359,2017,37,348,734,17766,430,998,22606
1360,2017,38,286,657,16256,538,1221,30744
1361,2017,39,264,585,11528,330,662,22124
1362,2017,40,185,397,7603,253,622,14860
1363,2017,41,2798,5518,122017,3391,7013,207486
1364,2017,42,203,424,8840,313,655,9155
1365,2017,44,23,56,1576,17,40,903
1366,2017,45,150,307,6491,179,371,12876
1367,2017,46,142,312,7250,170,380,9279
1368,2017,47,254,628,15932,313,752,23586
1369,2017,48,1306,3020,87685,1659,3927,113603
1370,2017,49,3354,8071,154064,3401,8561,177938
1371,2017,50,38,63,1916,57,90,3340
1372,2017,51,349,738,21135,506,1174,44845
1373,2017,53,5682,10856,263723,6780,13706,420916
1374,2017,54,34,75,2270,63,136,3527
1375,2017,55,207,417,11471,286,534,18248
1376,2017,56,459,1024,21860,912,2050,51707
1377,2017,57,312,708,15264,271,625,12639
1378,2018,1,97,217,4933,110,252,5114
1379,2018,2,273,562,14654,529,1102,36578
1380,2018,4,1482,2896,80119,1318,2730,80275
1381,2018,5,87,196,5199,107,236,6532
1382,2018,6,2344,4394,120069,8092,17310,712306
1383,2018,8,814,1528,41660,1266,2507,83843
1384,2018,9,37,69,2288,61,115,5323
1385,2018,10,17,33,919,21,49,1273
1386,2018,11,17,17,726,34,43,2869
1387,2018,12,609,1229,35832,592,1120,33272
1388,2018,13,205,464,8807,274,592,19269
1389,2018,15,187,380,10121,244,500,14576
1390,2018,17,190,393,8595,320,620,22120
1391,2018,18,139,296,7732,179,385,11337
1392,2018,19,125,272,5789,160,336,7384
1393,2018,20,144,311,7088,205,419,11294
1394,2018,21,91,198,4819,90,194,3145
1395,2018,22,89,180,4110,102,196,5031
1396,2018,23,43,78,1617,30,63,1836
1397,2018,24,101,172,4596,124,261,9741
1398,2018,25,82,157,4403,120,221,23983
1399,2018,26,186,355,7824,232,433,16158
1400,2018,27,194,392,9415,253,447,17860
1401,2018,28,48,101,2396,67,153,3085
1402,2018,29,248,557,10893,246,505,12976
1403,2018,30,849,1669,37664,1049,1978,47041
1404,2018,31,114,230,5767,163,324,10111
1405,2018,32,917,1777,58396,1134,2335,66719
1406,2018,33,31,60,3621,44,80,2503
1407,2018,34,60,116,3380,84,154,7134
1408,2018,35,215,439,11348,267,538,18159
1409,2018,36,202,340,9948,301,525,18289
1410,2018,37,284,586,14606,321,692,17247
1411,2018,38,294,627,14845,270,543,14699
1412,2018,39,224,458,9320,291,591,20585
1413,2018,40,166,367,7563,214,446,11668
1414,2018,41,2218,4313,85571,2722,5432,157342
1415,2018,42,159,312,11236,231,437,13348
1416,2018,44,11,33,744,19,38,825
1417,2018,45,192,417,10959,127,272,8180
1418,2018,46,102,211,5724,126,276,6962
1419,2018,47,230,482,10858,220,478,18051
1420,2018,48,1169,2485,67822,1280,2870,90961
1421,2018,49,2697,5821,122290,2849,6737,146337
1422,2018,50,28,49,943,30,48,1250
1423,2018,51,293,583,17932,357,778,32336
1424,2018,53,4614,8399,220000,5575,10977,372334
1425,2018,54,32,80,1196,37,81,1778
1426,2018,55,156,312,7414,204,388,12218
1427,2018,56,418,862,21483,574,1228,31383
1428,2018,57,232,454,11243,296,641,15210
1429,2019,1,96,172,4048,91,188,5537
1430,2019,2,278,535,19005,475,986,35676
1431,2019,4,1457,2819,98873,1429,2894,88665
1432,2019,5,110,240,5873,98,209,4939
1433,2019,6,2349,4217,150717,8767,18159,885187
1434,2019,8,728,1286,35162,1298,2548,97567
1435,2019,9,37,58,2050,76,150,8681
1436,2019,10,24,39,1251,18,44,1635
1437,2019,11,24,34,1594,27,38,7839
1438,2019,12,593,1203,39380,639,1254,39061
1439,2019,13,218,440,11073,197,480,16716
1440,2019,15,178,345,8338,234,497,15902
1441,2019,17,213,378,13714,338,599,57655
1442,2019,18,135,298,6079,199,370,14526
1443,2019,19,108,233,4591,155,318,9853
1444,2019,20,156,303,7289,168,394,11965
1445,2019,21,99,201,5237,93,190,5738
1446,2019,22,73,148,3909,119,232,8966
1447,2019,23,45,82,3384,48,95,3821
1448,2019,24,112,201,5960,138,242,11417
1449,2019,25,83,134,6325,121,207,10243
1450,2019,26,196,415,9421,240,459,16335
1451,2019,27,179,349,9393,253,479,17027
1452,2019,28,61,139,3100,63,134,6043
