id,year,dest_fips,origin_fips,origin_state,origin_name,in_returns,in_exempt,in_agi
1,2012,1,96,AL,AL Total Migration US and Foreign,50357,103106,2167719
2,2012,1,97,AL,AL Total Migration US,49341,100777,2118535
3,2012,1,98,AL,AL Total Migration Foreign,1016,2329,49184
4,2012,1,1,AL,AL Non-migrants,1584665,3603439,87222478
5,2012,1,13,GA,GEORGIA,9726,19988,334270
6,2012,1,12,FL,FLORIDA,8039,14729,279695
7,2012,1,47,TN,TENNESSEE,3661,7576,155251
8,2012,1,48,TX,TEXAS,3166,6773,168283
9,2012,1,28,MS,MISSISSIPPI,2792,6016,112949
10,2012,1,6,CA,CALIFORNIA,1701,3451,80533
11,2012,1,37,NC,NORTH CAROLINA,1603,3542,70304
12,2012,1,51,VA,VIRGINIA,1490,3264,98155
13,2012,1,22,LA,LOUISIANA,1323,2743,66179
14,2012,1,36,NY,NEW YORK,1175,2350,47715
15,2012,1,26,MI,MICHIGAN,1063,2099,38535
16,2012,1,39,OH,OHIO,1031,2036,41821
17,2012,1,57,FR,Foreign,1016,2329,49184
18,2012,1,17,IL,ILLINOIS,1011,1905,52113
19,2012,1,45,SC,SOUTH CAROLINA,971,2108,43175
20,2012,1,21,KY,KENTUCKY,931,2133,39704
21,2012,1,18,IN,INDIANA,748,1578,31040
22,2012,1,42,PA,PENNSYLVANIA,641,1231,28554
23,2012,1,29,MO,MISSOURI,636,1328,29570
24,2012,1,8,CO,COLORADO,624,1335,37114
25,2012,1,53,WA,WASHINGTON,591,1263,29368
26,2012,1,24,MD,MARYLAND,557,1065,33861
27,2012,1,4,AZ,ARIZONA,515,1054,29965
28,2012,1,5,AR,ARKANSAS,507,1080,26362
29,2012,1,40,OK,OKLAHOMA,444,989,28273
30,2012,1,34,NJ,NEW JERSEY,417,811,20986
31,2012,1,20,KS,KANSAS,388,976,16998
32,2012,1,55,WI,WISCONSIN,291,543,24791
33,2012,1,15,HI,HAWAII,270,665,12070
34,2012,1,25,MA,MASSACHUSETTS,251,438,11867
35,2012,1,32,NV,NEVADA,236,464,12379
36,2012,1,27,MN,MINNESOTA,230,428,11236
37,2012,1,2,AK,ALASKA,227,553,10230
38,2012,1,9,CT,CONNECTICUT,224,451,10054
39,2012,1,35,NM,NEW MEXICO,219,495,9985
40,2012,1,19,IA,IOWA,208,407,9393
41,2012,1,54,WV,WEST VIRGINIA,165,349,7830
42,2012,1,49,UT,UTAH,162,388,6823
43,2012,1,31,NE,NEBRASKA,139,331,6823
44,2012,1,41,OR,OREGON,121,223,4191
45,2012,1,11,DC,DISTRICT OF COLUMBIA,115,164,6765
46,2012,1,16,ID,IDAHO,98,225,3713
47,2012,1,56,WY,WYOMING,90,179,3867
48,2012,1,23,ME,MAINE,87,164,4759
49,2012,1,30,MT,MONTANA,84,151,3114
50,2012,1,33,NH,NEW HAMPSHIRE,78,141,3898
51,2012,1,10,DE,DELAWARE,74,183,4034
52,2012,1,46,SD,SOUTH DAKOTA,72,126,3436
53,2012,1,38,ND,NORTH DAKOTA,58,108,2631
54,2012,1,44,RI,RHODE ISLAND,51,115,1876
55,2012,1,50,VT,VERMONT,40,63,2001
56,2012,2,96,AK,AK Total Migration US and Foreign,18130,34228,742719
57,2012,2,97,AK,AK Total Migration US,17417,32832,712778
58,2012,2,98,AK,AK Total Migration Foreign,713,1396,29941
59,2012,2,2,AK,AK Non-migrants,258223,547464,18646593
60,2012,2,12,FL,FLORIDA,1699,2424,53449
61,2012,2,53,WA,WASHINGTON,1629,2962,69500
62,2012,2,6,CA,CALIFORNIA,1619,3070,58351
63,2012,2,48,TX,TEXAS,1340,2949,71298
64,2012,2,41,OR,OREGON,797,1356,31067
65,2012,2,57,FR,Foreign,713,1396,29941
66,2012,2,8,CO,COLORADO,589,1156,25889
67,2012,2,4,AZ,ARIZONA,589,1063,30166
68,2012,2,13,GA,GEORGIA,587,1202,21639
69,2012,2,37,NC,NORTH CAROLINA,528,1177,18116
70,2012,2,36,NY,NEW YORK,438,696,16627
71,2012,2,51,VA,VIRGINIA,408,884,20162
72,2012,2,26,MI,MICHIGAN,375,698,13725
73,2012,2,16,ID,IDAHO,360,755,17338
74,2012,2,15,HI,HAWAII,358,780,13438
75,2012,2,27,MN,MINNESOTA,331,556,12559
76,2012,2,30,MT,MONTANA,320,559,10438
77,2012,2,32,NV,NEVADA,317,557,13246
78,2012,2,42,PA,PENNSYLVANIA,317,519,13301
79,2012,2,40,OK,OKLAHOMA,290,632,12518
80,2012,2,49,UT,UTAH,289,647,12959
81,2012,2,39,OH,OHIO,281,471,8797
82,2012,2,17,IL,ILLINOIS,260,474,11145
83,2012,2,29,MO,MISSOURI,258,569,10384
84,2012,2,47,TN,TENNESSEE,251,529,10413
85,2012,2,55,WI,WISCONSIN,249,434,10486
86,2012,2,35,NM,NEW MEXICO,225,442,10317
87,2012,2,1,AL,ALABAMA,201,456,8516
88,2012,2,20,KS,KANSAS,192,448,8209
89,2012,2,25,MA,MASSACHUSETTS,183,283,7273
90,2012,2,45,SC,SOUTH CAROLINA,182,380,8867
91,2012,2,22,LA,LOUISIANA,175,410,9242
92,2012,2,21,KY,KENTUCKY,145,351,5413
93,2012,2,56,WY,WYOMING,145,258,6630
94,2012,2,18,IN,INDIANA,140,268,5117
95,2012,2,24,MD,MARYLAND,136,264,6498
96,2012,2,5,AR,ARKANSAS,134,278,4863
97,2012,2,34,NJ,NEW JERSEY,132,258,7651
98,2012,2,28,MS,MISSISSIPPI,117,207,4305
99,2012,2,23,ME,MAINE,101,179,3817
100,2012,2,46,SD,SOUTH DAKOTA,95,154,3840
101,2012,2,9,CT,CONNECTICUT,93,135,3829
102,2012,2,19,IA,IOWA,91,165,2968
103,2012,2,38,ND,NORTH DAKOTA,88,178,3391
104,2012,2,33,NH,NEW HAMPSHIRE,76,102,3176
105,2012,2,31,NE,NEBRASKA,76,148,2720
106,2012,2,11,DC,DISTRICT OF COLUMBIA,54,79,2752
107,2012,2,54,WV,WEST VIRGINIA,49,97,1583
108,2012,2,50,VT,VERMONT,45,63,2146
109,2012,2,10,DE,DELAWARE,32,60,1536
110,2012,2,44,RI,RHODE ISLAND,31,50,1106
111,2012,4,96,AZ,AZ Total Migration US and Foreign,101118,195716,5372697
112,2012,4,97,AZ,AZ Total Migration US,98730,190316,5258696
113,2012,4,98,AZ,AZ Total Migration Foreign,2388,5400,114001
114,2012,4,4,AZ,AZ Non-migrants,2121852,4832574,123282304
115,2012,4,6,CA,CALIFORNIA,18897,37085,946689
116,2012,4,48,TX,TEXAS,6402,13141,357709
117,2012,4,53,WA,WASHINGTON,5451,10614,298019
118,2012,4,12,FL,FLORIDA,4509,7209,207969
119,2012,4,17,IL,ILLINOIS,4448,8050,293740
120,2012,4,8,CO,COLORADO,4405,8530,241555
121,2012,4,35,NM,NEW MEXICO,3885,8505,150588
122,2012,4,32,NV,NEVADA,3427,6904,151693
123,2012,4,36,NY,NEW YORK,2903,4941,162161
124,2012,4,26,MI,MICHIGAN,2834,5021,138257
125,2012,4,41,OR,OREGON,2824,5241,160287
126,2012,4,49,UT,UTAH,2749,6679,129877
127,2012,4,57,FR,Foreign,2388,5400,114001
128,2012,4,39,OH,OHIO,2373,4271,124094
129,2012,4,27,MN,MINNESOTA,2280,4080,148520
130,2012,4,55,WI,WISCONSIN,1961,3578,110173
131,2012,4,42,PA,PENNSYLVANIA,1910,3416,117495
132,2012,4,13,GA,GEORGIA,1720,3312,81090
133,2012,4,51,VA,VIRGINIA,1706,3362,109934
134,2012,4,37,NC,NORTH CAROLINA,1679,3457,79787
135,2012,4,29,MO,MISSOURI,1605,3142,95180
136,2012,4,18,IN,INDIANA,1545,2934,122183
137,2012,4,34,NJ,NEW JERSEY,1249,2282,103911
138,2012,4,19,IA,IOWA,1220,2243,60122
139,2012,4,16,ID,IDAHO,1119,2351,46668
140,2012,4,20,KS,KANSAS,1103,2299,58544
141,2012,4,25,MA,MASSACHUSETTS,1056,1747,68398
142,2012,4,47,TN,TENNESSEE,1018,2015,48904
143,2012,4,40,OK,OKLAHOMA,987,2088,44177
144,2012,4,24,MD,MARYLAND,980,1882,61483
145,2012,4,31,NE,NEBRASKA,918,1738,28728
146,2012,4,2,AK,ALASKA,866,1670,51737
147,2012,4,30,MT,MONTANA,858,1496,40415
148,2012,4,15,HI,HAWAII,808,1732,37415
149,2012,4,56,WY,WYOMING,663,1258,35428
150,2012,4,9,CT,CONNECTICUT,630,1108,68527
151,2012,4,45,SC,SOUTH CAROLINA,623,1228,28749
152,2012,4,21,KY,KENTUCKY,611,1251,29427
153,2012,4,5,AR,ARKANSAS,576,1114,20415
154,2012,4,46,SD,SOUTH DAKOTA,564,1047,30246
155,2012,4,1,AL,ALABAMA,548,1121,24245
156,2012,4,22,LA,LOUISIANA,538,1074,20137
157,2012,4,38,ND,NORTH DAKOTA,513,909,30332
158,2012,4,28,MS,MISSISSIPPI,362,701,13490
159,2012,4,33,NH,NEW HAMPSHIRE,316,580,16748
160,2012,4,23,ME,MAINE,264,474,13943
161,2012,4,54,WV,WEST VIRGINIA,209,365,9199
162,2012,4,44,RI,RHODE ISLAND,179,326,9506
163,2012,4,11,DC,DISTRICT OF COLUMBIA,148,219,10044
164,2012,4,10,DE,DELAWARE,147,286,9016
165,2012,4,50,VT,VERMONT,144,240,11747
166,2012,5,96,AR,AR Total Migration US and Foreign,32068,66171,1333001
167,2012,5,97,AR,AR Total Migration US,31580,65126,1309845
168,2012,5,98,AR,AR Total Migration Foreign,488,1045,23156
169,2012,5,5,AR,AR Non-migrants,944195,2141981,50556605
170,2012,5,48,TX,TEXAS,5654,11724,241405
171,2012,5,29,MO,MISSOURI,2937,6069,98898
172,2012,5,40,OK,OKLAHOMA,2713,5777,96328
173,2012,5,6,CA,CALIFORNIA,1976,4095,77038
174,2012,5,12,FL,FLORIDA,1847,3313,74652
175,2012,5,47,TN,TENNESSEE,1744,3546,66451
176,2012,5,22,LA,LOUISIANA,1355,2851,52356
177,2012,5,17,IL,ILLINOIS,1210,2502,58673
178,2012,5,28,MS,MISSISSIPPI,1030,2266,39007
179,2012,5,13,GA,GEORGIA,969,1977,41002
180,2012,5,20,KS,KANSAS,665,1356,27090
181,2012,5,37,NC,NORTH CAROLINA,579,1265,22987
182,2012,5,8,CO,COLORADO,567,1144,25875
183,2012,5,4,AZ,ARIZONA,536,1101,22324
184,2012,5,26,MI,MICHIGAN,521,1032,17090
185,2012,5,1,AL,ALABAMA,494,1123,22667
186,2012,5,57,FR,Foreign,488,1045,23156
187,2012,5,39,OH,OHIO,466,954,25777
188,2012,5,36,NY,NEW YORK,465,919,24107
189,2012,5,51,VA,VIRGINIA,459,989,28269
190,2012,5,18,IN,INDIANA,441,908,18027
191,2012,5,53,WA,WASHINGTON,397,845,16446
192,2012,5,55,WI,WISCONSIN,361,709,16098
193,2012,5,19,IA,IOWA,325,682,12646
194,2012,5,21,KY,KENTUCKY,325,682,12412
195,2012,5,42,PA,PENNSYLVANIA,317,614,16360
196,2012,5,45,SC,SOUTH CAROLINA,292,663,14270
197,2012,5,27,MN,MINNESOTA,285,589,19805
198,2012,5,32,NV,NEVADA,278,576,9985
199,2012,5,31,NE,NEBRASKA,226,478,9941
200,2012,5,35,NM,NEW MEXICO,210,419,9212
201,2012,5,34,NJ,NEW JERSEY,202,392,15821
202,2012,5,24,MD,MARYLAND,199,438,11328
203,2012,5,41,OR,OREGON,182,364,5998
204,2012,5,2,AK,ALASKA,146,335,7123
205,2012,5,49,UT,UTAH,145,350,6145
206,2012,5,25,MA,MASSACHUSETTS,130,225,6874
207,2012,5,15,HI,HAWAII,130,289,3309
208,2012,5,16,ID,IDAHO,112,241,3907
209,2012,5,56,WY,WYOMING,93,190,3307
210,2012,5,46,SD,SOUTH DAKOTA,88,155,3202
211,2012,5,54,WV,WEST VIRGINIA,79,171,2997
212,2012,5,30,MT,MONTANA,79,151,2046
213,2012,5,9,CT,CONNECTICUT,74,147,5080
214,2012,5,38,ND,NORTH DAKOTA,64,119,3013
215,2012,5,11,DC,DISTRICT OF COLUMBIA,58,86,4383
216,2012,5,23,ME,MAINE,41,79,2367
217,2012,5,33,NH,NEW HAMPSHIRE,39,79,2971
218,2012,5,10,DE,DELAWARE,37,86,1388
219,2012,5,44,RI,RHODE ISLAND,23,37,773
220,2012,5,50,VT,VERMONT,15,24,612
221,2012,6,96,CA,CA Total Migration US and Foreign,264729,476184,15558917
222,2012,6,97,CA,CA Total Migration US,253909,455202,14825586
223,2012,6,98,CA,CA Total Migration Foreign,10820,20982,733330
224,2012,6,6,CA,CA Non-migrants,13084530,30080010,949129595
225,2012,6,48,TX,TEXAS,21828,42597,1303248
226,2012,6,4,AZ,ARIZONA,18138,34588,886444
227,2012,6,12,FL,FLORIDA,16879,27248,1003032
228,2012,6,36,NY,NEW YORK,16661,24614,1442751
229,2012,6,53,WA,WASHINGTON,16446,30892,1014924
230,2012,6,32,NV,NEVADA,15728,30087,647779
231,2012,6,57,FR,Foreign,10820,20982,733330
232,2012,6,17,IL,ILLINOIS,10596,18282,763314
233,2012,6,41,OR,OREGON,9747,17289,461174
234,2012,6,8,CO,COLORADO,8999,16571,488695
235,2012,6,51,VA,VIRGINIA,7846,14887,507954
236,2012,6,13,GA,GEORGIA,7785,14276,390351
237,2012,6,25,MA,MASSACHUSETTS,6602,10035,582924
238,2012,6,42,PA,PENNSYLVANIA,6056,9766,376539
239,2012,6,37,NC,NORTH CAROLINA,6037,11868,308254
240,2012,6,26,MI,MICHIGAN,5822,9389,264838
241,2012,6,34,NJ,NEW JERSEY,5777,10275,491073
242,2012,6,39,OH,OHIO,5146,8651,291064
243,2012,6,15,HI,HAWAII,5067,9465,224059
244,2012,6,49,UT,UTAH,4882,10757,224230
245,2012,6,24,MD,MARYLAND,4369,7601,305426
246,2012,6,29,MO,MISSOURI,3703,6651,189579
247,2012,6,27,MN,MINNESOTA,3504,6099,207537
248,2012,6,47,TN,TENNESSEE,3441,6243,171870
249,2012,6,35,NM,NEW MEXICO,3149,5736,149452
250,2012,6,18,IN,INDIANA,2983,5330,146276
251,2012,6,55,WI,WISCONSIN,2833,4900,181462
252,2012,6,16,ID,IDAHO,2715,5600,229239
253,2012,6,40,OK,OKLAHOMA,2573,4945,85122
254,2012,6,9,CT,CONNECTICUT,2554,4242,254122
255,2012,6,22,LA,LOUISIANA,2267,3974,89566
256,2012,6,20,KS,KANSAS,2214,4316,84170
257,2012,6,45,SC,SOUTH CAROLINA,2048,3901,92668
258,2012,6,1,AL,ALABAMA,1902,3593,80336
259,2012,6,11,DC,DISTRICT OF COLUMBIA,1749,2235,171675
260,2012,6,5,AR,ARKANSAS,1710,3271,62789
261,2012,6,2,AK,ALASKA,1635,3084,73670
262,2012,6,19,IA,IOWA,1572,2849,72796
263,2012,6,21,KY,KENTUCKY,1564,2962,66824
264,2012,6,28,MS,MISSISSIPPI,1279,2449,53290
265,2012,6,31,NE,NEBRASKA,1277,2327,57918
266,2012,6,30,MT,MONTANA,1204,2074,51659
267,2012,6,33,NH,NEW HAMPSHIRE,908,1444,60903
268,2012,6,44,RI,RHODE ISLAND,797,1351,44668
269,2012,6,56,WY,WYOMING,734,1305,31945
270,2012,6,23,ME,MAINE,691,1057,31187
271,2012,6,46,SD,SOUTH DAKOTA,636,1096,23400
272,2012,6,50,VT,VERMONT,496,709,21499
273,2012,6,38,ND,NORTH DAKOTA,467,830,19670
274,2012,6,10,DE,DELAWARE,461,761,25766
275,2012,6,54,WV,WEST VIRGINIA,432,730,16452
276,2012,8,96,CO,CO Total Migration US and Foreign,91094,170243,5212496
277,2012,8,97,CO,CO Total Migration US,88916,165210,5092258
278,2012,8,98,CO,CO Total Migration Foreign,2178,5033,120238
279,2012,8,8,CO,CO Non-migrants,1795419,3943762,130572239
280,2012,8,6,CA,CALIFORNIA,10183,18620,624790
281,2012,8,48,TX,TEXAS,8585,17875,563033
282,2012,8,12,FL,FLORIDA,5502,9472,271324
283,2012,8,4,AZ,ARIZONA,4572,8884,293938
284,2012,8,17,IL,ILLINOIS,3305,5550,200732
285,2012,8,35,NM,NEW MEXICO,2899,5670,137754
286,2012,8,36,NY,NEW YORK,2783,4489,197894
287,2012,8,53,WA,WASHINGTON,2561,4772,128410
288,2012,8,20,KS,KANSAS,2294,4522,95240
289,2012,8,13,GA,GEORGIA,2253,4370,114720
290,2012,8,57,FR,Foreign,2178,5033,120238
291,2012,8,51,VA,VIRGINIA,2156,4150,168290
292,2012,8,29,MO,MISSOURI,2135,4111,106643
293,2012,8,56,WY,WYOMING,2059,3688,107851
294,2012,8,26,MI,MICHIGAN,1972,3287,92402
295,2012,8,37,NC,NORTH CAROLINA,1967,3914,111684
296,2012,8,39,OH,OHIO,1961,3334,111495
297,2012,8,42,PA,PENNSYLVANIA,1848,3076,110957
298,2012,8,49,UT,UTAH,1846,4296,90031
299,2012,8,31,NE,NEBRASKA,1831,3365,80264
300,2012,8,32,NV,NEVADA,1725,3327,77962
301,2012,8,27,MN,MINNESOTA,1654,2751,97406
302,2012,8,41,OR,OREGON,1603,2859,106081
303,2012,8,40,OK,OKLAHOMA,1576,3216,85153
304,2012,8,55,WI,WISCONSIN,1452,2410,65720
305,2012,8,19,IA,IOWA,1318,2252,61557
306,2012,8,47,TN,TENNESSEE,1252,2328,69148
307,2012,8,18,IN,INDIANA,1247,2319,61960
308,2012,8,25,MA,MASSACHUSETTS,1212,1881,97622
309,2012,8,24,MD,MARYLAND,1173,2162,83355
310,2012,8,34,NJ,NEW JERSEY,1077,1831,109789
311,2012,8,30,MT,MONTANA,940,1567,42036
312,2012,8,15,HI,HAWAII,857,1770,43519
313,2012,8,22,LA,LOUISIANA,831,1674,40396
314,2012,8,16,ID,IDAHO,809,1631,37105
315,2012,8,45,SC,SOUTH CAROLINA,772,1479,33165
316,2012,8,2,AK,ALASKA,746,1442,40445
317,2012,8,1,AL,ALABAMA,725,1489,37232
318,2012,8,46,SD,SOUTH DAKOTA,683,1150,25416
319,2012,8,21,KY,KENTUCKY,681,1525,44212
320,2012,8,5,AR,ARKANSAS,656,1328,34172
321,2012,8,9,CT,CONNECTICUT,601,990,60016
322,2012,8,38,ND,NORTH DAKOTA,544,949,33845
323,2012,8,28,MS,MISSISSIPPI,408,816,16714
324,2012,8,33,NH,NEW HAMPSHIRE,320,508,15208
325,2012,8,11,DC,DISTRICT OF COLUMBIA,303,406,22517
326,2012,8,23,ME,MAINE,287,440,10496
327,2012,8,50,VT,VERMONT,274,394,10586
328,2012,8,54,WV,WEST VIRGINIA,208,391,9091
329,2012,8,44,RI,RHODE ISLAND,151,278,7438
330,2012,8,10,DE,DELAWARE,119,202,5445
331,2012,9,96,CT,CT Total Migration US and Foreign,39062,67699,3165218
332,2012,9,97,CT,CT Total Migration US,37958,65523,3025916
333,2012,9,98,CT,CT Total Migration Foreign,1104,2176,139302
334,2012,9,9,CT,CT Non-migrants,1367856,2870405,133130211
335,2012,9,36,NY,NEW YORK,10633,18678,1186493
336,2012,9,12,FL,FLORIDA,4153,6877,250325
337,2012,9,25,MA,MASSACHUSETTS,3958,6341,238032
338,2012,9,34,NJ,NEW JERSEY,2072,3650,181547
339,2012,9,6,CA,CALIFORNIA,1885,3187,153717
340,2012,9,42,PA,PENNSYLVANIA,1397,2292,88745
341,2012,9,57,FR,Foreign,1104,2176,139302
342,2012,9,48,TX,TEXAS,1094,2046,103729
343,2012,9,44,RI,RHODE ISLAND,1067,1720,50597
344,2012,9,51,VA,VIRGINIA,1065,1979,65476
345,2012,9,37,NC,NORTH CAROLINA,994,1860,46669
346,2012,9,13,GA,GEORGIA,892,1655,44656
347,2012,9,17,IL,ILLINOIS,672,1227,64550
348,2012,9,24,MD,MARYLAND,588,1053,41841
349,2012,9,45,SC,SOUTH CAROLINA,516,935,26363
350,2012,9,33,NH,NEW HAMPSHIRE,501,812,67928
351,2012,9,39,OH,OHIO,499,899,69263
352,2012,9,23,ME,MAINE,447,751,20332
353,2012,9,4,AZ,ARIZONA,417,693,28351
354,2012,9,8,CO,COLORADO,390,661,31635
355,2012,9,26,MI,MICHIGAN,374,683,23302
356,2012,9,53,WA,WASHINGTON,368,735,21009
357,2012,9,50,VT,VERMONT,350,541,22553
358,2012,9,47,TN,TENNESSEE,311,593,22384
359,2012,9,18,IN,INDIANA,232,411,12563
360,2012,9,29,MO,MISSOURI,226,380,17505
361,2012,9,27,MN,MINNESOTA,219,375,14472
362,2012,9,55,WI,WISCONSIN,203,363,13452
363,2012,9,11,DC,DISTRICT OF COLUMBIA,198,257,14015
364,2012,9,32,NV,NEVADA,178,296,3540
365,2012,9,15,HI,HAWAII,169,312,7976
366,2012,9,22,LA,LOUISIANA,151,269,8601
367,2012,9,41,OR,OREGON,151,257,6118
368,2012,9,1,AL,ALABAMA,148,280,6520
369,2012,9,20,KS,KANSAS,139,265,6556
370,2012,9,10,DE,DELAWARE,128,211,9700
371,2012,9,49,UT,UTAH,122,240,6721
372,2012,9,21,KY,KENTUCKY,121,200,5845
373,2012,9,40,OK,OKLAHOMA,112,199,6629
374,2012,9,19,IA,IOWA,110,193,6196
375,2012,9,35,NM,NEW MEXICO,103,181,5423
376,2012,9,2,AK,ALASKA,80,122,2864
377,2012,9,5,AR,ARKANSAS,75,142,4940
378,2012,9,28,MS,MISSISSIPPI,73,139,3343
379,2012,9,56,WY,WYOMING,71,86,1840
380,2012,9,31,NE,NEBRASKA,62,113,3104
381,2012,9,30,MT,MONTANA,59,73,1597
382,2012,9,46,SD,SOUTH DAKOTA,55,76,1614
383,2012,9,54,WV,WEST VIRGINIA,52,82,2276
384,2012,9,16,ID,IDAHO,45,85,1593
385,2012,9,38,ND,NORTH DAKOTA,33,48,1414
386,2012,10,96,DE,DE Total Migration US and Foreign,16542,29827,857459
387,2012,10,97,DE,DE Total Migration US,16272,29360,845476
388,2012,10,98,DE,DE Total Migration Foreign,270,467,11983
389,2012,10,10,DE,DE Non-migrants,335499,711607,21758217
390,2012,10,42,PA,PENNSYLVANIA,4024,7213,175259
391,2012,10,24,MD,MARYLAND,3030,5629,170133
392,2012,10,34,NJ,NEW JERSEY,1931,3439,126773
393,2012,10,36,NY,NEW YORK,1175,1956,64670
394,2012,10,12,FL,FLORIDA,981,1660,37449
395,2012,10,51,VA,VIRGINIA,758,1387,51654
396,2012,10,13,GA,GEORGIA,439,807,16111
397,2012,10,6,CA,CALIFORNIA,406,712,28451
398,2012,10,37,NC,NORTH CAROLINA,403,758,14918
399,2012,10,48,TX,TEXAS,375,706,18823
400,2012,10,57,FR,Foreign,270,467,11983
401,2012,10,39,OH,OHIO,206,364,10745
402,2012,10,17,IL,ILLINOIS,181,334,11758
403,2012,10,45,SC,SOUTH CAROLINA,176,346,7226
404,2012,10,25,MA,MASSACHUSETTS,158,254,8728
405,2012,10,9,CT,CONNECTICUT,148,240,8294
406,2012,10,26,MI,MICHIGAN,145,245,6142
407,2012,10,47,TN,TENNESSEE,123,240,12616
408,2012,10,11,DC,DISTRICT OF COLUMBIA,110,157,9638
409,2012,10,4,AZ,ARIZONA,110,203,5727
410,2012,10,8,CO,COLORADO,96,167,4476
411,2012,10,53,WA,WASHINGTON,93,168,4495
412,2012,10,29,MO,MISSOURI,74,146,3227
413,2012,10,18,IN,INDIANA,74,133,3331
414,2012,10,54,WV,WEST VIRGINIA,73,137,2460
415,2012,10,55,WI,WISCONSIN,71,228,2765
416,2012,10,27,MN,MINNESOTA,63,107,3750
417,2012,10,40,OK,OKLAHOMA,60,110,2424
418,2012,10,1,AL,ALABAMA,60,118,2567
419,2012,10,22,LA,LOUISIANA,58,101,2248
420,2012,10,32,NV,NEVADA,52,91,1996
421,2012,10,28,MS,MISSISSIPPI,50,89,1709
422,2012,10,21,KY,KENTUCKY,47,89,1795
423,2012,10,20,KS,KANSAS,44,99,1703
424,2012,10,5,AR,ARKANSAS,43,87,1570
425,2012,10,49,UT,UTAH,40,110,1347
426,2012,10,33,NH,NEW HAMPSHIRE,40,66,2138
427,2012,10,15,HI,HAWAII,39,81,1579
428,2012,10,23,ME,MAINE,37,62,2064
429,2012,10,44,RI,RHODE ISLAND,36,61,1696
430,2012,10,35,NM,NEW MEXICO,31,58,1379
431,2012,10,50,VT,VERMONT,29,48,1217
432,2012,10,19,IA,IOWA,29,48,1458
433,2012,10,31,NE,NEBRASKA,27,72,1326
434,2012,10,41,OR,OREGON,26,42,1500
435,2012,10,2,AK,ALASKA,25,51,1510
436,2012,10,46,SD,SOUTH DAKOTA,22,29,547
437,2012,10,38,ND,NORTH DAKOTA,17,34,561
438,2012,10,30,MT,MONTANA,15,31,513
439,2012,10,16,ID,IDAHO,13,29,744
440,2012,10,56,WY,WYOMING,9,18,266
441,2012,11,96,DC,DC Total Migration US and Foreign,28962,40693,1717077
442,2012,11,97,DC,DC Total Migration US,28396,39705,1660284
443,2012,11,98,DC,DC Total Migration Foreign,566,988,56793
444,2012,11,11,DC,DC Non-migrants,237523,399121,21449487
445,2012,11,24,MD,MARYLAND,8842,14648,463724
446,2012,11,51,VA,VIRGINIA,5659,7424,430125
447,2012,11,36,NY,NEW YORK,1803,2260,138797
448,2012,11,6,CA,CALIFORNIA,1483,1837,89725
449,2012,11,12,FL,FLORIDA,1136,1448,34719
450,2012,11,42,PA,PENNSYLVANIA,910,1069,47163
451,2012,11,25,MA,MASSACHUSETTS,779,922,50652
452,2012,11,48,TX,TEXAS,716,942,48095
453,2012,11,37,NC,NORTH CAROLINA,712,1003,30814
454,2012,11,13,GA,GEORGIA,600,816,28244
455,2012,11,17,IL,ILLINOIS,599,730,36201
456,2012,11,57,FR,Foreign,566,988,56793
457,2012,11,34,NJ,NEW JERSEY,526,653,29257
458,2012,11,39,OH,OHIO,395,494,18159
459,2012,11,26,MI,MICHIGAN,378,450,12147
460,2012,11,9,CT,CONNECTICUT,305,352,16788
461,2012,11,53,WA,WASHINGTON,297,382,16862
462,2012,11,8,CO,COLORADO,251,346,14005
463,2012,11,45,SC,SOUTH CAROLINA,237,322,11663
464,2012,11,27,MN,MINNESOTA,205,242,9686
465,2012,11,47,TN,TENNESSEE,186,236,8598
466,2012,11,4,AZ,ARIZONA,179,241,8251
467,2012,11,29,MO,MISSOURI,174,219,10352
468,2012,11,55,WI,WISCONSIN,168,196,7342
469,2012,11,18,IN,INDIANA,164,210,7253
470,2012,11,22,LA,LOUISIANA,138,191,5924
471,2012,11,41,OR,OREGON,128,145,6283
472,2012,11,10,DE,DELAWARE,101,129,12870
473,2012,11,32,NV,NEVADA,97,141,4493
474,2012,11,21,KY,KENTUCKY,94,133,5164
475,2012,11,1,AL,ALABAMA,89,131,4499
476,2012,11,33,NH,NEW HAMPSHIRE,87,105,6070
477,2012,11,20,KS,KANSAS,78,105,2600
478,2012,11,54,WV,WEST VIRGINIA,74,104,4008
479,2012,11,44,RI,RHODE ISLAND,74,101,3592
480,2012,11,40,OK,OKLAHOMA,71,102,3615
481,2012,11,19,IA,IOWA,68,88,3385
482,2012,11,50,VT,VERMONT,65,75,2872
483,2012,11,23,ME,MAINE,63,74,3016
484,2012,11,35,NM,NEW MEXICO,60,79,3100
485,2012,11,2,AK,ALASKA,52,72,2835
486,2012,11,15,HI,HAWAII,52,84,3596
487,2012,11,49,UT,UTAH,51,77,2843
488,2012,11,28,MS,MISSISSIPPI,48,72,2307
489,2012,11,31,NE,NEBRASKA,47,67,2303
490,2012,11,5,AR,ARKANSAS,44,61,2207
491,2012,11,16,ID,IDAHO,36,45,1376
492,2012,11,56,WY,WYOMING,25,26,846
493,2012,11,30,MT,MONTANA,22,24,964
494,2012,11,46,SD,SOUTH DAKOTA,20,23,593
495,2012,11,38,ND,NORTH DAKOTA,8,9,298
496,2012,12,96,FL,FL Total Migration US and Foreign,318324,560040,20779839
