id,year,dest_fips,origin_fips,origin_state,origin_name,in_returns,in_exempt,in_agi
14987,2017,19,21,KY,Kentucky,281,545,17870
14988,2017,19,45,SC,South Carolina,256,533,13526
14989,2017,19,22,LA,Louisiana,242,493,12536
14990,2017,19,34,NJ,New Jersey,236,451,17225
14991,2017,19,25,MA,Massachusetts,233,434,12509
14992,2017,19,1,AL,Alabama,231,481,10887
14993,2017,19,35,NM,New Mexico,225,458,13060
14994,2017,19,28,MS,Mississippi,184,399,7182
14995,2017,19,30,MT,Montana,169,307,9608
14996,2017,19,56,WY,Wyoming,160,314,6915
14997,2017,19,16,ID,Idaho,154,341,6206
14998,2017,19,2,AK,Alaska,148,308,7975
14999,2017,19,9,CT,Connecticut,144,293,15510
15000,2017,19,15,HI,Hawaii,141,336,7878
15001,2017,19,57,FR,Foreign,136,293,6055
15002,2017,19,11,DC,District Of Columbia,70,94,5797
15003,2017,19,23,ME,Maine,63,128,2873
15004,2017,19,54,WV,West Virginia,59,131,3170
15005,2017,19,10,DE,Delaware,54,123,7947
15006,2017,19,33,NH,New Hampshire,53,96,3006
15007,2017,19,44,RI,Rhode Island,40,85,1876
15008,2017,19,50,VT,Vermont,32,63,1934
15009,2017,20,96,KS,KS Total Migration-US and Foreign,47834,97546,2799434
15010,2017,20,97,KS,KS Total Migration-US,47315,96263,2772969
15011,2017,20,98,KS,KS Total Migration-Foreign,519,1283,26465
15012,2017,20,97,KS,KS Total Migration-Same State,45755,88922,2117971
15013,2017,20,20,KS,KS Non-migrants,1004541,2209798,72440621
15014,2017,20,29,MO,Missouri,12517,22359,731171
15015,2017,20,48,TX,Texas,4727,10467,281914
15016,2017,20,40,OK,Oklahoma,2833,6005,140021
15017,2017,20,8,CO,Colorado,2694,5475,144814
15018,2017,20,6,CA,California,2672,5586,147201
15019,2017,20,12,FL,Florida,1778,3351,97076
15020,2017,20,31,NE,Nebraska,1524,2960,81618
15021,2017,20,17,IL,Illinois,1404,2877,106204
15022,2017,20,4,AZ,Arizona,1034,2160,54508
15023,2017,20,13,GA,Georgia,993,2461,61661
15024,2017,20,19,IA,Iowa,951,1945,63211
15025,2017,20,37,NC,North Carolina,906,2112,52186
15026,2017,20,51,VA,Virginia,887,2104,62875
15027,2017,20,53,WA,Washington,886,1998,57981
15028,2017,20,5,AR,Arkansas,809,1623,39750
15029,2017,20,36,NY,New York,795,1672,47972
15030,2017,20,47,TN,Tennessee,636,1381,33530
15031,2017,20,39,OH,Ohio,601,1242,43303
15032,2017,20,27,MN,Minnesota,573,1153,43203
15033,2017,20,18,IN,Indiana,557,1139,30426
15034,2017,20,57,FR,Foreign,519,1283,26465
15035,2017,20,42,PA,Pennsylvania,495,995,29948
15036,2017,20,26,MI,Michigan,493,965,31061
15037,2017,20,55,WI,Wisconsin,476,1013,31303
15038,2017,20,35,NM,New Mexico,449,966,23356
15039,2017,20,22,LA,Louisiana,427,949,22467
15040,2017,20,1,AL,Alabama,417,1024,23386
15041,2017,20,32,NV,Nevada,398,796,17623
15042,2017,20,24,MD,Maryland,383,880,29414
15043,2017,20,15,HI,Hawaii,351,991,19360
15044,2017,20,21,KY,Kentucky,335,839,18114
15045,2017,20,45,SC,South Carolina,327,718,17906
15046,2017,20,41,OR,Oregon,324,659,19491
15047,2017,20,34,NJ,New Jersey,307,604,21763
15048,2017,20,49,UT,Utah,285,676,17820
15049,2017,20,25,MA,Massachusetts,234,415,15108
15050,2017,20,28,MS,Mississippi,233,481,11410
15051,2017,20,2,AK,Alaska,231,539,13747
15052,2017,20,46,SD,South Dakota,225,431,10528
15053,2017,20,56,WY,Wyoming,179,334,8441
15054,2017,20,38,ND,North Dakota,159,323,9007
15055,2017,20,30,MT,Montana,143,307,7641
15056,2017,20,16,ID,Idaho,143,325,5948
15057,2017,20,9,CT,Connecticut,126,235,22734
15058,2017,20,11,DC,District Of Columbia,80,106,7975
15059,2017,20,23,ME,Maine,68,118,2491
15060,2017,20,54,WV,West Virginia,62,121,3224
15061,2017,20,10,DE,Delaware,60,132,3881
15062,2017,20,33,NH,New Hampshire,55,111,3074
15063,2017,20,44,RI,Rhode Island,47,85,2335
15064,2017,20,50,VT,Vermont,26,55,1790
15065,2017,21,96,KY,KY Total Migration-US and Foreign,56808,114897,3281108
15066,2017,21,97,KY,KY Total Migration-US,56382,113915,3261594
15067,2017,21,98,KY,KY Total Migration-Foreign,426,982,19514
15068,2017,21,97,KY,KY Total Migration-Same State,78399,157887,3616171
15069,2017,21,21,KY,KY Non-migrants,1446493,3135197,90090370
15070,2017,21,39,OH,Ohio,8217,14895,450476
15071,2017,21,18,IN,Indiana,6429,12172,302110
15072,2017,21,47,TN,Tennessee,5595,11369,243546
15073,2017,21,12,FL,Florida,4583,8572,244047
15074,2017,21,17,IL,Illinois,2839,5639,174011
15075,2017,21,48,TX,Texas,2802,6275,173436
15076,2017,21,6,CA,California,2217,4467,295098
15077,2017,21,13,GA,Georgia,1949,4393,107581
15078,2017,21,37,NC,North Carolina,1784,3918,103164
15079,2017,21,26,MI,Michigan,1700,3473,95973
15080,2017,21,51,VA,Virginia,1623,3471,100177
15081,2017,21,36,NY,New York,1388,2673,73261
15082,2017,21,42,PA,Pennsylvania,1166,2471,66983
15083,2017,21,54,WV,West Virginia,1061,2124,51465
15084,2017,21,29,MO,Missouri,1021,2272,57392
15085,2017,21,1,AL,Alabama,957,2099,54801
15086,2017,21,8,CO,Colorado,940,2002,62436
15087,2017,21,45,SC,South Carolina,862,1778,46280
15088,2017,21,4,AZ,Arizona,700,1496,38500
15089,2017,21,53,WA,Washington,699,1657,40172
15090,2017,21,24,MD,Maryland,638,1305,42046
15091,2017,21,55,WI,Wisconsin,561,1127,34296
15092,2017,21,22,LA,Louisiana,517,1163,29557
15093,2017,21,28,MS,Mississippi,477,1029,29728
15094,2017,21,34,NJ,New Jersey,471,956,36001
15095,2017,21,20,KS,Kansas,457,1101,26744
15096,2017,21,57,FR,Foreign,426,982,19514
15097,2017,21,40,OK,Oklahoma,416,946,21147
15098,2017,21,25,MA,Massachusetts,376,693,25077
15099,2017,21,5,AR,Arkansas,345,782,22659
15100,2017,21,27,MN,Minnesota,343,690,33391
15101,2017,21,15,HI,Hawaii,304,827,15274
15102,2017,21,32,NV,Nevada,296,577,15503
15103,2017,21,19,IA,Iowa,282,621,15136
15104,2017,21,41,OR,Oregon,270,510,14911
15105,2017,21,9,CT,Connecticut,232,429,18146
15106,2017,21,49,UT,Utah,228,576,14085
15107,2017,21,2,AK,Alaska,215,519,11175
15108,2017,21,35,NM,New Mexico,200,407,9908
15109,2017,21,31,NE,Nebraska,169,353,10613
15110,2017,21,16,ID,Idaho,136,321,6051
15111,2017,21,38,ND,North Dakota,130,273,7484
15112,2017,21,23,ME,Maine,121,263,5892
15113,2017,21,33,NH,New Hampshire,103,192,6197
15114,2017,21,56,WY,Wyoming,97,207,3942
15115,2017,21,30,MT,Montana,89,155,3268
15116,2017,21,11,DC,District Of Columbia,86,119,6481
15117,2017,21,10,DE,Delaware,82,159,4514
15118,2017,21,46,SD,South Dakota,80,139,3630
15119,2017,21,44,RI,Rhode Island,65,138,4851
15120,2017,21,50,VT,Vermont,64,122,2978
15121,2017,22,96,LA,LA Total Migration-US and Foreign,44109,88137,2426609
15122,2017,22,97,LA,LA Total Migration-US,43552,86881,2400622
15123,2017,22,98,LA,LA Total Migration-Foreign,557,1256,25987
15124,2017,22,97,LA,LA Total Migration-Same State,76981,158537,3603036
15125,2017,22,22,LA,LA Non-migrants,1487501,3230657,93131184
15126,2017,22,48,TX,Texas,11212,23272,655069
15127,2017,22,28,MS,Mississippi,3686,7495,165872
15128,2017,22,12,FL,Florida,3107,5746,138293
15129,2017,22,6,CA,California,2553,4682,138060
15130,2017,22,13,GA,Georgia,1915,3999,98143
15131,2017,22,36,NY,New York,1329,2245,76446
15132,2017,22,1,AL,Alabama,1303,2664,74572
15133,2017,22,37,NC,North Carolina,1241,2718,70178
15134,2017,22,47,TN,Tennessee,1233,2464,73383
15135,2017,22,5,AR,Arkansas,1208,2504,57660
15136,2017,22,51,VA,Virginia,1145,2446,81651
15137,2017,22,17,IL,Illinois,973,1751,50771
15138,2017,22,8,CO,Colorado,918,1764,50522
15139,2017,22,29,MO,Missouri,781,1573,40439
15140,2017,22,53,WA,Washington,690,1376,36806
15141,2017,22,40,OK,Oklahoma,660,1409,34112
15142,2017,22,39,OH,Ohio,653,1295,37826
15143,2017,22,42,PA,Pennsylvania,647,1163,37860
15144,2017,22,45,SC,South Carolina,617,1235,38701
15145,2017,22,26,MI,Michigan,569,1059,28250
15146,2017,22,57,FR,Foreign,557,1256,25987
15147,2017,22,24,MD,Maryland,552,1045,34771
15148,2017,22,4,AZ,Arizona,545,1068,26545
15149,2017,22,18,IN,Indiana,437,806,20557
15150,2017,22,34,NJ,New Jersey,435,778,30272
15151,2017,22,21,KY,Kentucky,420,870,29097
15152,2017,22,25,MA,Massachusetts,372,575,20467
15153,2017,22,20,KS,Kansas,360,815,19922
15154,2017,22,32,NV,Nevada,359,723,20148
15155,2017,22,41,OR,Oregon,292,480,13284
15156,2017,22,55,WI,Wisconsin,283,522,14480
15157,2017,22,35,NM,New Mexico,266,545,13537
15158,2017,22,15,HI,Hawaii,265,640,13812
15159,2017,22,27,MN,Minnesota,251,436,13726
15160,2017,22,2,AK,Alaska,249,629,18634
15161,2017,22,19,IA,Iowa,237,486,13012
15162,2017,22,49,UT,Utah,198,430,10315
15163,2017,22,9,CT,Connecticut,197,311,16378
15164,2017,22,31,NE,Nebraska,191,455,12230
15165,2017,22,11,DC,District Of Columbia,159,212,15995
15166,2017,22,38,ND,North Dakota,149,351,8833
15167,2017,22,54,WV,West Virginia,131,293,7302
15168,2017,22,56,WY,Wyoming,126,294,7992
15169,2017,22,30,MT,Montana,113,238,6086
15170,2017,22,16,ID,Idaho,95,195,4500
15171,2017,22,10,DE,Delaware,83,164,5654
15172,2017,22,23,ME,Maine,82,151,4322
15173,2017,22,46,SD,South Dakota,78,179,5061
15174,2017,22,33,NH,New Hampshire,75,141,3068
15175,2017,22,44,RI,Rhode Island,70,115,3461
15176,2017,22,50,VT,Vermont,42,74,2548
15177,2017,23,96,ME,ME Total Migration-US and Foreign,22792,39777,1589981
15178,2017,23,97,ME,ME Total Migration-US,22698,39545,1584586
15179,2017,23,98,ME,ME Total Migration-Foreign,94,232,5395
15180,2017,23,97,ME,ME Total Migration-Same State,22111,37223,1017365
15181,2017,23,23,ME,ME Non-migrants,502169,987348,32194943
15182,2017,23,25,MA,Massachusetts,3852,6219,336380
15183,2017,23,33,NH,New Hampshire,3041,4965,172314
15184,2017,23,12,FL,Florida,2138,3604,125654
15185,2017,23,36,NY,New York,1561,2513,135647
15186,2017,23,6,CA,California,1014,1798,72329
15187,2017,23,9,CT,Connecticut,991,1737,79380
15188,2017,23,42,PA,Pennsylvania,719,1274,48906
15189,2017,23,48,TX,Texas,696,1423,57457
15190,2017,23,51,VA,Virginia,677,1346,53184
15191,2017,23,50,VT,Vermont,601,969,34325
15192,2017,23,37,NC,North Carolina,591,1149,34915
15193,2017,23,8,CO,Colorado,518,871,31306
15194,2017,23,34,NJ,New Jersey,493,859,44210
15195,2017,23,13,GA,Georgia,380,747,23765
15196,2017,23,4,AZ,Arizona,367,679,22814
15197,2017,23,24,MD,Maryland,356,700,33386
15198,2017,23,44,RI,Rhode Island,342,563,23302
15199,2017,23,53,WA,Washington,333,594,19636
15200,2017,23,45,SC,South Carolina,322,572,10657
15201,2017,23,47,TN,Tennessee,289,564,16097
15202,2017,23,17,IL,Illinois,288,555,23403
15203,2017,23,39,OH,Ohio,286,505,18212
15204,2017,23,26,MI,Michigan,240,423,16800
15205,2017,23,41,OR,Oregon,224,351,11552
15206,2017,23,29,MO,Missouri,162,316,8760
15207,2017,23,49,UT,Utah,144,325,8761
15208,2017,23,18,IN,Indiana,138,257,8258
15209,2017,23,55,WI,Wisconsin,129,257,9592
15210,2017,23,27,MN,Minnesota,128,231,7397
15211,2017,23,11,DC,District Of Columbia,116,172,15023
15212,2017,23,2,AK,Alaska,112,246,6272
15213,2017,23,32,NV,Nevada,110,180,5820
15214,2017,23,22,LA,Louisiana,109,217,4351
15215,2017,23,35,NM,New Mexico,108,176,5061
15216,2017,23,21,KY,Kentucky,103,230,5300
15217,2017,23,30,MT,Montana,99,167,4037
15218,2017,23,15,HI,Hawaii,98,194,4085
15219,2017,23,1,AL,Alabama,98,192,5169
15220,2017,23,40,OK,Oklahoma,96,200,9069
15221,2017,23,57,FR,Foreign,94,232,5395
15222,2017,23,20,KS,Kansas,89,187,4791
15223,2017,23,19,IA,Iowa,71,123,2926
15224,2017,23,16,ID,Idaho,63,124,2818
15225,2017,23,10,DE,Delaware,61,111,4001
15226,2017,23,28,MS,Mississippi,58,125,2303
15227,2017,23,54,WV,West Virginia,55,118,2995
15228,2017,23,5,AR,Arkansas,53,104,2921
15229,2017,23,31,NE,Nebraska,51,98,2924
15230,2017,23,38,ND,North Dakota,49,94,2602
15231,2017,23,56,WY,Wyoming,47,71,1569
15232,2017,23,46,SD,South Dakota,32,50,2150
15233,2017,24,96,MD,MD Total Migration-US and Foreign,105928,195055,7118060
15234,2017,24,97,MD,MD Total Migration-US,104481,191591,7017995
15235,2017,24,98,MD,MD Total Migration-Foreign,1447,3464,100066
15236,2017,24,97,MD,MD Total Migration-Same State,114299,211965,6956596
15237,2017,24,24,MD,MD Non-migrants,2189981,4534428,193715498
15238,2017,24,51,VA,Virginia,18014,32984,1247078
15239,2017,24,11,DC,District Of Columbia,12664,22121,979745
15240,2017,24,42,PA,Pennsylvania,9249,15767,576845
15241,2017,24,36,NY,New York,7143,12554,457400
15242,2017,24,12,FL,Florida,6677,11954,432992
15243,2017,24,6,CA,California,5138,9757,398307
15244,2017,24,37,NC,North Carolina,4337,8396,226095
15245,2017,24,48,TX,Texas,4287,8753,273099
15246,2017,24,34,NJ,New Jersey,4227,7664,294599
15247,2017,24,10,DE,Delaware,3258,5754,169707
15248,2017,24,13,GA,Georgia,2989,5947,173139
15249,2017,24,54,WV,West Virginia,1967,3588,89633
15250,2017,24,25,MA,Massachusetts,1917,3172,159088
15251,2017,24,39,OH,Ohio,1844,3304,118912
15252,2017,24,17,IL,Illinois,1724,3117,163196
15253,2017,24,45,SC,South Carolina,1520,2757,74853
15254,2017,24,57,FR,Foreign,1447,3464,100066
15255,2017,24,8,CO,Colorado,1269,2416,84365
15256,2017,24,53,WA,Washington,1228,2620,95565
15257,2017,24,9,CT,Connecticut,1110,1952,113001
15258,2017,24,26,MI,Michigan,1109,2016,67023
15259,2017,24,4,AZ,Arizona,1092,2119,75380
15260,2017,24,47,TN,Tennessee,1070,2061,64350
15261,2017,24,15,HI,Hawaii,934,2355,63010
15262,2017,24,18,IN,Indiana,771,1366,46436
15263,2017,24,29,MO,Missouri,708,1317,49671
15264,2017,24,22,LA,Louisiana,621,1105,32166
15265,2017,24,1,AL,Alabama,595,1178,39442
15266,2017,24,21,KY,Kentucky,528,1011,34177
15267,2017,24,27,MN,Minnesota,519,953,36675
15268,2017,24,55,WI,Wisconsin,507,881,35696
15269,2017,24,32,NV,Nevada,493,975,35725
15270,2017,24,40,OK,Oklahoma,481,981,31998
15271,2017,24,41,OR,Oregon,395,673,25817
15272,2017,24,20,KS,Kansas,394,885,25118
15273,2017,24,35,NM,New Mexico,374,768,28060
15274,2017,24,28,MS,Mississippi,361,703,17854
15275,2017,24,49,UT,Utah,339,718,19208
15276,2017,24,44,RI,Rhode Island,333,604,19486
15277,2017,24,19,IA,Iowa,322,561,22766
15278,2017,24,5,AR,Arkansas,266,544,16614
15279,2017,24,33,NH,New Hampshire,260,431,20139
15280,2017,24,23,ME,Maine,260,458,14886
15281,2017,24,2,AK,Alaska,257,576,14512
15282,2017,24,31,NE,Nebraska,244,528,17562
15283,2017,24,50,VT,Vermont,158,268,9386
15284,2017,24,16,ID,Idaho,132,266,7152
15285,2017,24,38,ND,North Dakota,115,212,5335
15286,2017,24,56,WY,Wyoming,97,174,5504
15287,2017,24,30,MT,Montana,95,171,4890
15288,2017,24,46,SD,South Dakota,89,156,4338
15289,2017,25,96,MA,MA Total Migration-US and Foreign,88611,142093,7193129
15290,2017,25,97,MA,MA Total Migration-US,88182,141170,7175872
15291,2017,25,98,MA,MA Total Migration-Foreign,429,923,17257
15292,2017,25,97,MA,MA Total Migration-Same State,126639,203488,10446548
15293,2017,25,25,MA,MA Non-migrants,2593791,5176170,265720571
15294,2017,25,36,NY,New York,11310,16947,971669
15295,2017,25,12,FL,Florida,8200,13297,479160
15296,2017,25,33,NH,New Hampshire,7355,11262,488114
15297,2017,25,6,CA,California,7217,11448,715681
15298,2017,25,9,CT,Connecticut,6530,10095,608624
15299,2017,25,44,RI,Rhode Island,5961,9664,406096
15300,2017,25,34,NJ,New Jersey,3491,6148,389565
15301,2017,25,42,PA,Pennsylvania,3359,5389,295060
15302,2017,25,48,TX,Texas,3278,5783,267016
15303,2017,25,51,VA,Virginia,2583,4320,311318
15304,2017,25,17,IL,Illinois,2388,3822,262976
15305,2017,25,37,NC,North Carolina,2344,4058,166435
15306,2017,25,23,ME,Maine,2015,2891,115942
15307,2017,25,24,MD,Maryland,1882,3158,161476
15308,2017,25,13,GA,Georgia,1555,2687,103911
15309,2017,25,39,OH,Ohio,1544,2570,138392
15310,2017,25,8,CO,Colorado,1449,2237,117690
15311,2017,25,50,VT,Vermont,1365,1963,79201
15312,2017,25,53,WA,Washington,1273,2121,111446
15313,2017,25,11,DC,District Of Columbia,1163,1453,107746
15314,2017,25,4,AZ,Arizona,1133,1896,84216
15315,2017,25,26,MI,Michigan,1095,1707,90885
15316,2017,25,45,SC,South Carolina,828,1386,47607
15317,2017,25,47,TN,Tennessee,749,1242,48851
15318,2017,25,55,WI,Wisconsin,702,1130,61846
15319,2017,25,27,MN,Minnesota,696,1103,66525
15320,2017,25,18,IN,Indiana,696,1115,52971
15321,2017,25,41,OR,Oregon,656,1075,57785
15322,2017,25,29,MO,Missouri,628,1010,51290
15323,2017,25,57,FR,Foreign,429,923,17257
15324,2017,25,32,NV,Nevada,422,677,48936
15325,2017,25,22,LA,Louisiana,413,671,21460
15326,2017,25,49,UT,Utah,361,754,26390
15327,2017,25,1,AL,Alabama,358,627,23219
15328,2017,25,15,HI,Hawaii,318,605,18714
15329,2017,25,21,KY,Kentucky,312,544,17251
15330,2017,25,40,OK,Oklahoma,282,521,16873
15331,2017,25,20,KS,Kansas,271,479,16966
15332,2017,25,10,DE,Delaware,269,494,27476
15333,2017,25,19,IA,Iowa,256,388,14365
15334,2017,25,35,NM,New Mexico,241,401,17076
15335,2017,25,2,AK,Alaska,184,305,9164
15336,2017,25,5,AR,Arkansas,164,282,12487
15337,2017,25,28,MS,Mississippi,150,264,6986
15338,2017,25,54,WV,West Virginia,143,220,6941
15339,2017,25,31,NE,Nebraska,141,236,9343
15340,2017,25,16,ID,Idaho,126,221,5657
15341,2017,25,30,MT,Montana,115,176,6803
15342,2017,25,38,ND,North Dakota,87,143,4219
15343,2017,25,56,WY,Wyoming,64,87,3152
15344,2017,25,46,SD,South Dakota,60,98,2899
15345,2017,26,96,MI,MI Total Migration-US and Foreign,88454,168282,5768937
15346,2017,26,97,MI,MI Total Migration-US,88046,167528,5751976
15347,2017,26,98,MI,MI Total Migration-Foreign,408,754,16961
15348,2017,26,97,MI,MI Total Migration-Same State,200513,365568,10432132
15349,2017,26,26,MI,MI Non-migrants,3590289,7494522,249086460
15350,2017,26,12,FL,Florida,8655,15089,460150
15351,2017,26,17,IL,Illinois,7714,14399,644330
15352,2017,26,39,OH,Ohio,7536,13894,498707
15353,2017,26,18,IN,Indiana,6004,11899,394801
15354,2017,26,6,CA,California,5925,11018,475971
15355,2017,26,48,TX,Texas,5868,11830,366582
15356,2017,26,36,NY,New York,3075,5748,215624
15357,2017,26,55,WI,Wisconsin,2954,5458,225524
15358,2017,26,37,NC,North Carolina,2746,5500,162848
15359,2017,26,4,AZ,Arizona,2696,5093,121770
15360,2017,26,8,CO,Colorado,2597,4673,143096
15361,2017,26,47,TN,Tennessee,2563,5021,126889
15362,2017,26,13,GA,Georgia,2531,5216,143009
15363,2017,26,51,VA,Virginia,2335,4795,162085
15364,2017,26,42,PA,Pennsylvania,2024,3870,157547
15365,2017,26,53,WA,Washington,1681,3269,113542
15366,2017,26,21,KY,Kentucky,1539,3037,102154
15367,2017,26,29,MO,Missouri,1373,2763,85769
15368,2017,26,27,MN,Minnesota,1314,2431,99042
15369,2017,26,45,SC,South Carolina,1287,2459,70927
15370,2017,26,24,MD,Maryland,1171,2129,87406
15371,2017,26,25,MA,Massachusetts,1057,1825,83310
15372,2017,26,34,NJ,New Jersey,1016,1904,81316
15373,2017,26,1,AL,Alabama,934,1827,49961
15374,2017,26,32,NV,Nevada,925,1697,52113
15375,2017,26,19,IA,Iowa,853,1710,49589
15376,2017,26,41,OR,Oregon,749,1302,46305
15377,2017,26,22,LA,Louisiana,716,1433,35234
15378,2017,26,20,KS,Kansas,713,1433,47365
15379,2017,26,40,OK,Oklahoma,688,1457,35412
15380,2017,26,5,AR,Arkansas,543,1109,25996
15381,2017,26,9,CT,Connecticut,524,1058,53547
15382,2017,26,49,UT,Utah,510,1148,29005
15383,2017,26,38,ND,North Dakota,505,893,22439
15384,2017,26,28,MS,Mississippi,475,993,18650
15385,2017,26,2,AK,Alaska,473,992,28060
15386,2017,26,57,FR,Foreign,408,754,16961
15387,2017,26,35,NM,New Mexico,395,725,25220
15388,2017,26,15,HI,Hawaii,395,781,32285
15389,2017,26,31,NE,Nebraska,384,824,30322
15390,2017,26,11,DC,District Of Columbia,344,462,28580
15391,2017,26,56,WY,Wyoming,334,669,15939
15392,2017,26,54,WV,West Virginia,301,552,13150
15393,2017,26,30,MT,Montana,275,461,9763
15394,2017,26,16,ID,Idaho,272,610,12727
15395,2017,26,33,NH,New Hampshire,231,432,17244
15396,2017,26,23,ME,Maine,218,430,12539
15397,2017,26,46,SD,South Dakota,207,428,10049
15398,2017,26,10,DE,Delaware,158,311,12932
15399,2017,26,44,RI,Rhode Island,135,248,8173
15400,2017,26,50,VT,Vermont,128,223,6976
15401,2017,27,96,MN,MN Total Migration-US and Foreign,68025,125733,4490561
15402,2017,27,97,MN,MN Total Migration-US,67834,125355,4481504
15403,2017,27,98,MN,MN Total Migration-Foreign,191,378,9057
15404,2017,27,97,MN,MN Total Migration-Same State,154829,277780,8707171
15405,2017,27,27,MN,MN Non-migrants,2053616,4360256,171462443
15406,2017,27,55,WI,Wisconsin,9852,16446,559341
15407,2017,27,38,ND,North Dakota,6259,10970,326244
15408,2017,27,6,CA,California,4691,8817,380009
15409,2017,27,17,IL,Illinois,4054,7561,300899
15410,2017,27,19,IA,Iowa,3917,7094,221351
15411,2017,27,48,TX,Texas,3794,7740,347317
15412,2017,27,12,FL,Florida,2893,5155,195409
15413,2017,27,8,CO,Colorado,2543,4693,172091
15414,2017,27,46,SD,South Dakota,2362,4325,116848
15415,2017,27,4,AZ,Arizona,2169,3828,121988
15416,2017,27,36,NY,New York,1838,3180,155573
15417,2017,27,53,WA,Washington,1659,3263,112511
15418,2017,27,26,MI,Michigan,1500,2693,95242
15419,2017,27,29,MO,Missouri,1270,2399,74722
15420,2017,27,39,OH,Ohio,1215,2451,99403
15421,2017,27,37,NC,North Carolina,1149,2283,70219
15422,2017,27,31,NE,Nebraska,1139,2193,64973
15423,2017,27,13,GA,Georgia,1043,2204,77545
15424,2017,27,51,VA,Virginia,1034,1996,83103
15425,2017,27,42,PA,Pennsylvania,976,1832,72246
15426,2017,27,18,IN,Indiana,933,1809,59656
15427,2017,27,47,TN,Tennessee,872,1803,54150
15428,2017,27,41,OR,Oregon,848,1492,54058
15429,2017,27,20,KS,Kansas,756,1507,47991
15430,2017,27,25,MA,Massachusetts,726,1286,62172
15431,2017,27,32,NV,Nevada,655,1200,40056
15432,2017,27,24,MD,Maryland,624,1202,52693
15433,2017,27,34,NJ,New Jersey,607,1226,56609
15434,2017,27,30,MT,Montana,547,967,24856
15435,2017,27,49,UT,Utah,494,1103,28911
15436,2017,27,40,OK,Oklahoma,463,1000,26870
15437,2017,27,5,AR,Arkansas,407,836,30929
15438,2017,27,21,KY,Kentucky,406,850,27667
15439,2017,27,2,AK,Alaska,405,793,24465
15440,2017,27,45,SC,South Carolina,395,788,22967
15441,2017,27,22,LA,Louisiana,366,710,20180
15442,2017,27,9,CT,Connecticut,361,679,41138
15443,2017,27,35,NM,New Mexico,336,604,18354
15444,2017,27,15,HI,Hawaii,304,558,15118
15445,2017,27,56,WY,Wyoming,290,600,16365
15446,2017,27,16,ID,Idaho,276,589,14169
15447,2017,27,1,AL,Alabama,262,495,15539
15448,2017,27,11,DC,District Of Columbia,236,346,25402
15449,2017,27,28,MS,Mississippi,203,434,9452
15450,2017,27,57,FR,Foreign,191,378,9057
15451,2017,27,23,ME,Maine,185,404,8845
15452,2017,27,33,NH,New Hampshire,143,249,12915
15453,2017,27,44,RI,Rhode Island,110,208,8070
15454,2017,27,54,WV,West Virginia,99,173,4741
15455,2017,27,10,DE,Delaware,91,184,5841
15456,2017,27,50,VT,Vermont,77,137,4292
15457,2017,28,96,MS,MS Total Migration-US and Foreign,34597,72134,1742002
15458,2017,28,97,MS,MS Total Migration-US,34258,71369,1726635
15459,2017,28,98,MS,MS Total Migration-Foreign,339,765,15367
15460,2017,28,97,MS,MS Total Migration-Same State,47606,101705,2004193
15461,2017,28,28,MS,MS Non-migrants,939886,2089650,51339130
15462,2017,28,47,TN,Tennessee,5997,12393,277923
15463,2017,28,22,LA,Louisiana,4369,9224,216841
15464,2017,28,48,TX,Texas,3457,7340,190298
15465,2017,28,1,AL,Alabama,2925,6115,131741
15466,2017,28,12,FL,Florida,2197,4298,100736
15467,2017,28,13,GA,Georgia,1641,3472,88477
15468,2017,28,6,CA,California,1297,2659,68279
15469,2017,28,17,IL,Illinois,1057,2090,51541
15470,2017,28,5,AR,Arkansas,1050,2208,50537
15471,2017,28,51,VA,Virginia,859,1917,52601
15472,2017,28,37,NC,North Carolina,821,1765,44535
15473,2017,28,29,MO,Missouri,598,1247,29688
15474,2017,28,8,CO,Colorado,587,1107,25508
15475,2017,28,18,IN,Indiana,494,1070,24258
15476,2017,28,39,OH,Ohio,490,970,26997
15477,2017,28,36,NY,New York,484,905,25683
15478,2017,28,45,SC,South Carolina,451,955,24410
15479,2017,28,26,MI,Michigan,448,933,22294
15480,2017,28,21,KY,Kentucky,397,847,22369
15481,2017,28,40,OK,Oklahoma,386,813,19748
15482,2017,28,53,WA,Washington,358,797,19362
15483,2017,28,4,AZ,Arizona,354,763,17099
15484,2017,28,57,FR,Foreign,339,765,15367
15485,2017,28,55,WI,Wisconsin,338,732,14371
15486,2017,28,42,PA,Pennsylvania,318,649,18334
15487,2017,28,24,MD,Maryland,302,643,21513
15488,2017,28,20,KS,Kansas,239,533,10658
15489,2017,28,32,NV,Nevada,222,452,11119
15490,2017,28,19,IA,Iowa,184,387,9044
15491,2017,28,34,NJ,New Jersey,171,331,12691
15492,2017,28,27,MN,Minnesota,169,345,8477
15493,2017,28,35,NM,New Mexico,150,312,6910
15494,2017,28,15,HI,Hawaii,131,323,6823
15495,2017,28,41,OR,Oregon,128,263,6382
15496,2017,28,25,MA,Massachusetts,123,219,7084
15497,2017,28,2,AK,Alaska,114,235,9439
15498,2017,28,31,NE,Nebraska,110,278,5708
15499,2017,28,49,UT,Utah,104,295,5392
15500,2017,28,54,WV,West Virginia,97,221,5258
15501,2017,28,9,CT,Connecticut,86,169,6122
15502,2017,28,38,ND,North Dakota,82,169,4497
15503,2017,28,16,ID,Idaho,66,161,4229
15504,2017,28,30,MT,Montana,59,110,3024
