id,dest_year,origin_fips,dest_fips,returns,exempt,agi
7225,1999,65,17,2,4,28
7226,1999,65,19,93,222,2285
7227,1999,65,21,2,4,28
7228,1999,65,23,2,4,28
7229,1999,65,25,2,4,28
7230,1999,65,27,2,4,28
7231,1999,65,29,2,4,28
7232,1999,65,31,2,4,28
7233,1999,65,33,2,4,28
7234,1999,65,35,2,4,28
7235,1999,65,37,2,4,28
7236,1999,65,39,2,4,28
7237,1999,65,41,2,4,28
7238,1999,65,43,73,195,1561
7239,1999,65,45,2,4,28
7240,1999,65,47,2,4,28
7241,1999,65,49,2,4,28
7242,1999,65,51,54,154,1318
7243,1999,65,53,2,4,28
7244,1999,65,55,2,4,28
7245,1999,65,57,11,24,218
7246,1999,65,59,2,4,28
7247,1999,65,61,2,4,28
7248,1999,65,63,2,4,28
7249,1999,65,65,4470,14247,169396
7250,1999,65,67,2,4,28
7251,1999,65,69,2,4,28
7252,1999,65,71,2,4,28
7253,1999,65,73,2,4,28
7254,1999,65,75,2,4,28
7255,1999,65,77,2,4,28
7256,1999,65,79,2,4,28
7257,1999,65,81,2,4,28
7258,1999,65,83,2,4,28
7259,1999,65,85,2,4,28
7260,1999,65,87,2,4,28
7261,1999,67,1,43,77,1008
7262,1999,67,3,2,4,30
7263,1999,67,5,15,33,188
7264,1999,67,7,2,4,30
7265,1999,67,9,2,4,30
7266,1999,67,11,2,4,30
7267,1999,67,13,2,4,30
7268,1999,67,15,2,4,30
7269,1999,67,17,2,4,30
7270,1999,67,19,2,4,30
7271,1999,67,21,2,4,30
7272,1999,67,23,2,4,30
7273,1999,67,25,2,4,30
7274,1999,67,27,15,38,362
7275,1999,67,29,2,4,30
7276,1999,67,31,164,435,3664
7277,1999,67,33,2,4,30
7278,1999,67,35,2,4,30
7279,1999,67,37,2,4,30
7280,1999,67,39,2,4,30
7281,1999,67,41,2,4,30
7282,1999,67,43,2,4,30
7283,1999,67,45,2,4,30
7284,1999,67,47,2,4,30
7285,1999,67,49,2,4,30
7286,1999,67,51,2,4,30
7287,1999,67,53,13,34,303
7288,1999,67,55,2,4,30
7289,1999,67,57,2,4,30
7290,1999,67,59,2,4,30
7291,1999,67,61,2,4,30
7292,1999,67,63,2,4,30
7293,1999,67,65,2,4,30
7294,1999,67,67,4686,12700,140981
7295,1999,67,69,2,4,30
7296,1999,67,71,2,4,30
7297,1999,67,73,2,4,30
7298,1999,67,75,2,4,30
7299,1999,67,77,2,4,30
7300,1999,67,79,2,4,30
7301,1999,67,81,2,4,30
7302,1999,67,83,38,73,694
7303,1999,67,85,2,4,30
7304,1999,67,87,2,4,30
7305,1999,69,1,53,101,1743
7306,1999,69,3,2,3,33
7307,1999,69,5,2,3,33
7308,1999,69,7,2,3,33
7309,1999,69,9,2,3,33
7310,1999,69,11,2,3,33
7311,1999,69,13,2,3,33
7312,1999,69,15,2,3,33
7313,1999,69,17,2,3,33
7314,1999,69,19,2,3,33
7315,1999,69,21,2,3,33
7316,1999,69,23,2,3,33
7317,1999,69,25,2,3,33
7318,1999,69,27,12,30,277
7319,1999,69,29,2,3,33
7320,1999,69,31,2,3,33
7321,1999,69,33,2,3,33
7322,1999,69,35,36,61,834
7323,1999,69,37,2,3,33
7324,1999,69,39,2,3,33
7325,1999,69,41,2,3,33
7326,1999,69,43,2,3,33
7327,1999,69,45,2,3,33
7328,1999,69,47,2,3,33
7329,1999,69,49,42,74,970
7330,1999,69,51,2,3,33
7331,1999,69,53,2,3,33
7332,1999,69,55,47,85,1092
7333,1999,69,57,90,177,2194
7334,1999,69,59,2,3,33
7335,1999,69,61,28,66,807
7336,1999,69,63,2,3,33
7337,1999,69,65,2,3,33
7338,1999,69,67,2,3,33
7339,1999,69,69,12355,27167,495567
7340,1999,69,71,2,3,33
7341,1999,69,73,2,3,33
7342,1999,69,75,2,3,33
7343,1999,69,77,2,3,33
7344,1999,69,79,2,3,33
7345,1999,69,81,2,3,33
7346,1999,69,83,2,3,33
7347,1999,69,85,2,3,33
7348,1999,69,87,2,3,33
7349,1999,71,1,1,2,17
7350,1999,71,3,1,2,17
7351,1999,71,5,1,2,17
7352,1999,71,7,1,2,17
7353,1999,71,9,1,2,17
7354,1999,71,11,1,2,17
7355,1999,71,13,1,2,17
7356,1999,71,15,1,2,17
7357,1999,71,17,1,2,17
7358,1999,71,19,1,2,17
7359,1999,71,21,1,2,17
7360,1999,71,23,1,2,17
7361,1999,71,25,1,2,17
7362,1999,71,27,1,2,17
7363,1999,71,29,1,2,17
7364,1999,71,31,1,2,17
7365,1999,71,33,1,2,17
7366,1999,71,35,1,2,17
7367,1999,71,37,1,2,17
7368,1999,71,39,1,2,17
7369,1999,71,41,1,2,17
7370,1999,71,43,1,2,17
7371,1999,71,45,1,2,17
7372,1999,71,47,1,2,17
7373,1999,71,49,1,2,17
7374,1999,71,51,1,2,17
7375,1999,71,53,1,2,17
7376,1999,71,55,1,2,17
7377,1999,71,57,1,2,17
7378,1999,71,59,1,2,17
7379,1999,71,61,1,2,17
7380,1999,71,63,1,2,17
7381,1999,71,65,1,2,17
7382,1999,71,67,1,2,17
7383,1999,71,69,1,2,17
7384,1999,71,71,1102,3053,37706
7385,1999,71,73,1,2,17
7386,1999,71,75,1,2,17
7387,1999,71,77,1,2,17
7388,1999,71,79,1,2,17
7389,1999,71,81,1,2,17
7390,1999,71,83,1,2,17
7391,1999,71,85,1,2,17
7392,1999,71,87,1,2,17
7393,1999,73,1,37,68,1027
7394,1999,73,3,2,3,21
7395,1999,73,5,2,3,21
7396,1999,73,7,2,3,21
7397,1999,73,9,2,3,21
7398,1999,73,11,2,3,21
7399,1999,73,13,2,3,21
7400,1999,73,15,2,3,21
7401,1999,73,17,2,3,21
7402,1999,73,19,2,3,21
7403,1999,73,21,2,3,21
7404,1999,73,23,2,3,21
7405,1999,73,25,2,3,21
7406,1999,73,27,157,394,3852
7407,1999,73,29,2,3,21
7408,1999,73,31,2,3,21
7409,1999,73,33,2,3,21
7410,1999,73,35,2,3,21
7411,1999,73,37,2,3,21
7412,1999,73,39,15,37,325
7413,1999,73,41,2,3,21
7414,1999,73,43,2,3,21
7415,1999,73,45,2,3,21
7416,1999,73,47,2,3,21
7417,1999,73,49,2,3,21
7418,1999,73,51,2,3,21
7419,1999,73,53,2,3,21
7420,1999,73,55,2,3,21
7421,1999,73,57,2,3,21
7422,1999,73,59,2,3,21
7423,1999,73,61,2,3,21
7424,1999,73,63,2,3,21
7425,1999,73,65,2,3,21
7426,1999,73,67,2,3,21
7427,1999,73,69,2,3,21
7428,1999,73,71,2,3,21
7429,1999,73,73,2712,7159,72136
7430,1999,73,75,2,3,21
7431,1999,73,77,2,3,21
7432,1999,73,79,2,3,21
7433,1999,73,81,2,3,21
7434,1999,73,83,2,3,21
7435,1999,73,85,2,3,21
7436,1999,73,87,2,3,21
7437,1999,75,1,102,194,2615
7438,1999,75,3,2,4,36
7439,1999,75,5,2,4,36
7440,1999,75,7,2,4,36
7441,1999,75,9,2,4,36
7442,1999,75,11,2,4,36
7443,1999,75,13,2,4,36
7444,1999,75,15,2,4,36
7445,1999,75,17,2,4,36
7446,1999,75,19,2,4,36
7447,1999,75,21,2,4,36
7448,1999,75,23,2,4,36
7449,1999,75,25,2,4,36
7450,1999,75,27,78,170,1702
7451,1999,75,29,2,4,36
7452,1999,75,31,2,4,36
7453,1999,75,33,2,4,36
7454,1999,75,35,2,4,36
7455,1999,75,37,2,4,36
7456,1999,75,39,2,4,36
7457,1999,75,41,2,4,36
7458,1999,75,43,2,4,36
7459,1999,75,45,2,4,36
7460,1999,75,47,2,4,36
7461,1999,75,49,2,4,36
7462,1999,75,51,2,4,36
7463,1999,75,53,2,4,36
7464,1999,75,55,2,4,36
7465,1999,75,57,2,4,36
7466,1999,75,59,2,4,36
7467,1999,75,61,2,4,36
7468,1999,75,63,2,4,36
7469,1999,75,65,2,4,36
7470,1999,75,67,2,4,36
7471,1999,75,69,2,4,36
7472,1999,75,71,2,4,36
7473,1999,75,73,2,4,36
7474,1999,75,75,5626,14069,180303
7475,1999,75,77,2,4,36
7476,1999,75,79,2,4,36
7477,1999,75,81,2,4,36
7478,1999,75,83,2,4,36
7479,1999,75,85,2,4,36
7480,1999,75,87,37,77,878
7481,1999,77,1,11,18,177
7482,1999,77,3,2,3,37
7483,1999,77,5,60,137,1394
7484,1999,77,7,2,3,37
7485,1999,77,9,2,3,37
7486,1999,77,11,21,65,396
7487,1999,77,13,2,3,37
7488,1999,77,15,2,3,37
7489,1999,77,17,2,3,37
7490,1999,77,19,2,3,37
7491,1999,77,21,2,3,37
7492,1999,77,23,2,3,37
7493,1999,77,25,2,3,37
7494,1999,77,27,2,3,37
7495,1999,77,29,2,3,37
7496,1999,77,31,2,3,37
7497,1999,77,33,2,3,37
7498,1999,77,35,2,3,37
7499,1999,77,37,2,3,37
7500,1999,77,39,2,3,37
7501,1999,77,41,2,3,37
7502,1999,77,43,2,3,37
7503,1999,77,45,2,3,37
7504,1999,77,47,2,3,37
7505,1999,77,49,2,3,37
7506,1999,77,51,2,3,37
7507,1999,77,53,2,3,37
7508,1999,77,55,2,3,37
7509,1999,77,57,2,3,37
7510,1999,77,59,2,3,37
7511,1999,77,61,2,3,37
7512,1999,77,63,2,3,37
7513,1999,77,65,2,3,37
7514,1999,77,67,2,3,37
7515,1999,77,69,2,3,37
7516,1999,77,71,2,3,37
7517,1999,77,73,2,3,37
7518,1999,77,75,2,3,37
7519,1999,77,77,2025,5525,74211
7520,1999,77,79,2,3,37
7521,1999,77,81,2,3,37
7522,1999,77,83,2,3,37
7523,1999,77,85,2,3,37
7524,1999,77,87,2,3,37
7525,1999,79,1,1,2,14
7526,1999,79,3,1,2,14
7527,1999,79,5,1,2,14
7528,1999,79,7,1,2,14
7529,1999,79,9,16,32,338
7530,1999,79,11,1,2,14
7531,1999,79,13,1,2,14
7532,1999,79,15,1,2,14
7533,1999,79,17,1,2,14
7534,1999,79,19,1,2,14
7535,1999,79,21,1,2,14
7536,1999,79,23,1,2,14
7537,1999,79,25,1,2,14
7538,1999,79,27,1,2,14
7539,1999,79,29,1,2,14
7540,1999,79,31,1,2,14
7541,1999,79,33,1,2,14
7542,1999,79,35,1,2,14
7543,1999,79,37,1,2,14
7544,1999,79,39,1,2,14
7545,1999,79,41,1,2,14
7546,1999,79,43,1,2,14
7547,1999,79,45,1,2,14
7548,1999,79,47,1,2,14
7549,1999,79,49,1,2,14
7550,1999,79,51,1,2,14
7551,1999,79,53,1,2,14
7552,1999,79,55,135,286,3542
7553,1999,79,57,11,18,224
7554,1999,79,59,1,2,14
7555,1999,79,61,1,2,14
7556,1999,79,63,1,2,14
7557,1999,79,65,1,2,14
7558,1999,79,67,1,2,14
7559,1999,79,69,1,2,14
7560,1999,79,71,1,2,14
7561,1999,79,73,1,2,14
7562,1999,79,75,1,2,14
7563,1999,79,77,1,2,14
7564,1999,79,79,4314,9538,136155
7565,1999,79,81,1,2,14
7566,1999,79,83,1,2,14
7567,1999,79,85,1,2,14
7568,1999,79,87,1,2,14
7569,1999,81,1,12,16,164
7570,1999,81,3,1,2,40
7571,1999,81,5,11,22,215
7572,1999,81,7,1,2,40
7573,1999,81,9,1,2,40
7574,1999,81,11,1,2,40
7575,1999,81,13,1,2,40
7576,1999,81,15,1,2,40
7577,1999,81,17,1,2,40
7578,1999,81,19,1,2,40
7579,1999,81,21,1,2,40
7580,1999,81,23,1,2,40
7581,1999,81,25,1,2,40
7582,1999,81,27,1,2,40
7583,1999,81,29,1,2,40
7584,1999,81,31,1,2,40
7585,1999,81,33,1,2,40
7586,1999,81,35,1,2,40
7587,1999,81,37,1,2,40
7588,1999,81,39,1,2,40
7589,1999,81,41,1,2,40
7590,1999,81,43,1,2,40
7591,1999,81,45,1,2,40
7592,1999,81,47,1,2,40
7593,1999,81,49,1,2,40
7594,1999,81,51,1,2,40
7595,1999,81,53,1,2,40
7596,1999,81,55,1,2,40
7597,1999,81,57,1,2,40
7598,1999,81,59,1,2,40
7599,1999,81,61,1,2,40
7600,1999,81,63,1,2,40
7601,1999,81,65,1,2,40
7602,1999,81,67,1,2,40
7603,1999,81,69,1,2,40
7604,1999,81,71,1,2,40
7605,1999,81,73,1,2,40
7606,1999,81,75,1,2,40
7607,1999,81,77,1,2,40
7608,1999,81,79,1,2,40
7609,1999,81,81,1641,4231,58146
7610,1999,81,83,1,2,40
7611,1999,81,85,1,2,40
7612,1999,81,87,1,2,40
7613,1999,83,1,245,442,6472
7614,1999,83,3,3,6,55
7615,1999,83,5,45,97,1078
7616,1999,83,7,3,6,55
7617,1999,83,9,3,6,55
7618,1999,83,11,3,6,55
7619,1999,83,13,22,46,556
7620,1999,83,15,3,6,55
7621,1999,83,17,3,6,55
7622,1999,83,19,27,68,795
7623,1999,83,21,3,6,55
7624,1999,83,23,3,6,55
7625,1999,83,25,3,6,55
7626,1999,83,27,41,80,910
7627,1999,83,29,3,6,55
7628,1999,83,31,53,126,1241
7629,1999,83,33,3,6,55
7630,1999,83,35,3,6,55
7631,1999,83,37,3,6,55
7632,1999,83,39,12,25,174
7633,1999,83,41,3,6,55
7634,1999,83,43,3,6,55
7635,1999,83,45,3,6,55
7636,1999,83,47,75,162,2017
7637,1999,83,49,3,6,55
7638,1999,83,51,3,6,55
7639,1999,83,53,202,446,4680
7640,1999,83,55,14,30,443
7641,1999,83,57,17,27,295
7642,1999,83,59,3,6,55
7643,1999,83,61,3,6,55
7644,1999,83,63,21,47,412
7645,1999,83,65,3,6,55
7646,1999,83,67,26,62,571
7647,1999,83,69,10,20,180
7648,1999,83,71,3,6,55
7649,1999,83,73,3,6,55
7650,1999,83,75,3,6,55
7651,1999,83,77,3,6,55
7652,1999,83,79,3,6,55
7653,1999,83,81,3,6,55
7654,1999,83,83,19827,47459,707875
7655,1999,83,85,3,6,55
7656,1999,83,87,3,6,55
7657,1999,85,1,128,242,3493
7658,1999,85,3,11,29,571
7659,1999,85,5,2,4,38
7660,1999,85,7,2,4,38
7661,1999,85,9,2,4,38
7662,1999,85,11,2,4,38
7663,1999,85,13,2,4,38
7664,1999,85,15,2,4,38
7665,1999,85,17,2,4,38
7666,1999,85,19,2,4,38
7667,1999,85,21,2,4,38
7668,1999,85,23,2,4,38
7669,1999,85,25,2,4,38
7670,1999,85,27,28,58,792
7671,1999,85,29,2,4,38
7672,1999,85,31,2,4,38
7673,1999,85,33,2,4,38
7674,1999,85,35,2,4,38
7675,1999,85,37,2,4,38
7676,1999,85,39,2,4,38
7677,1999,85,41,2,4,38
7678,1999,85,43,2,4,38
7679,1999,85,45,12,27,198
7680,1999,85,47,2,4,38
7681,1999,85,49,2,4,38
7682,1999,85,51,2,4,38
7683,1999,85,53,2,4,38
7684,1999,85,55,2,4,38
7685,1999,85,57,2,4,38
7686,1999,85,59,2,4,38
7687,1999,85,61,2,4,38
7688,1999,85,63,2,4,38
7689,1999,85,65,2,4,38
7690,1999,85,67,2,4,38
7691,1999,85,69,2,4,38
7692,1999,85,71,2,4,38
7693,1999,85,73,2,4,38
7694,1999,85,75,2,4,38
7695,1999,85,77,2,4,38
7696,1999,85,79,2,4,38
7697,1999,85,81,2,4,38
7698,1999,85,83,2,4,38
7699,1999,85,85,2717,6075,108195
7700,1999,85,87,2,4,38
7701,1999,87,1,42,60,791
7702,1999,87,3,2,3,22
7703,1999,87,5,2,3,22
7704,1999,87,7,2,3,22
7705,1999,87,9,2,3,22
7706,1999,87,11,2,3,22
7707,1999,87,13,2,3,22
7708,1999,87,15,2,3,22
7709,1999,87,17,2,3,22
7710,1999,87,19,2,3,22
7711,1999,87,21,2,3,22
7712,1999,87,23,2,3,22
7713,1999,87,25,2,3,22
7714,1999,87,27,20,45,308
7715,1999,87,29,2,3,22
7716,1999,87,31,2,3,22
7717,1999,87,33,2,3,22
7718,1999,87,35,2,3,22
7719,1999,87,37,2,3,22
7720,1999,87,39,2,3,22
7721,1999,87,41,2,3,22
7722,1999,87,43,2,3,22
7723,1999,87,45,2,3,22
7724,1999,87,47,2,3,22
7725,1999,87,49,2,3,22
7726,1999,87,51,2,3,22
7727,1999,87,53,2,3,22
7728,1999,87,55,2,3,22
7729,1999,87,57,2,3,22
7730,1999,87,59,2,3,22
7731,1999,87,61,2,3,22
7732,1999,87,63,2,3,22
7733,1999,87,65,2,3,22
7734,1999,87,67,2,3,22
7735,1999,87,69,2,3,22
7736,1999,87,71,2,3,22
7737,1999,87,73,2,3,22
7738,1999,87,75,51,137,1206
7739,1999,87,77,2,3,22
7740,1999,87,79,2,3,22
7741,1999,87,81,2,3,22
7742,1999,87,83,2,3,22
7743,1999,87,85,2,3,22
7744,1999,87,87,2802,6901,83744
7745,2000,1,1,101031,228082,5687986
7746,2000,1,3,11,18,485
7747,2000,1,5,103,194,3257
7748,2000,1,7,4,8,137
7749,2000,1,9,4,8,137
7750,2000,1,11,19,47,706
7751,2000,1,13,39,62,2090
7752,2000,1,15,158,334,5521
7753,2000,1,17,15,28,519
7754,2000,1,19,77,175,2235
7755,2000,1,21,4,8,137
7756,2000,1,23,4,8,137
7757,2000,1,25,4,8,137
7758,2000,1,27,1673,3613,54609
7759,2000,1,29,4,8,137
7760,2000,1,31,25,48,585
7761,2000,1,33,4,8,137
7762,2000,1,35,4,8,137
7763,2000,1,37,11,20,355
7764,2000,1,39,120,238,2670
7765,2000,1,41,4,8,137
7766,2000,1,43,4,8,137
7767,2000,1,45,139,292,5082
7768,2000,1,47,18,24,362
7769,2000,1,49,26,55,576
7770,2000,1,51,10,27,283
7771,2000,1,53,19,34,547
7772,2000,1,55,58,100,1783
7773,2000,1,57,77,108,1596
7774,2000,1,59,4,8,137
7775,2000,1,61,4,8,137
7776,2000,1,63,4,8,137
7777,2000,1,65,13,39,356
7778,2000,1,67,13,26,414
7779,2000,1,69,20,41,663
7780,2000,1,71,4,8,137
7781,2000,1,73,59,144,2089
7782,2000,1,75,57,121,1907
7783,2000,1,77,4,8,137
7784,2000,1,79,4,8,137
7785,2000,1,81,4,8,137
7786,2000,1,83,130,225,3491
7787,2000,1,85,92,167,3966
7788,2000,1,87,21,44,655
7789,2000,3,1,18,27,335
7790,2000,3,3,1184,2712,38491
7791,2000,3,5,2,3,31
7792,2000,3,7,2,3,31
7793,2000,3,9,2,3,31
7794,2000,3,11,2,3,31
7795,2000,3,13,2,3,31
7796,2000,3,15,2,3,31
7797,2000,3,17,2,3,31
7798,2000,3,19,2,3,31
7799,2000,3,21,2,3,31
7800,2000,3,23,2,3,31
7801,2000,3,25,2,3,31
7802,2000,3,27,20,48,329
7803,2000,3,29,2,3,31
7804,2000,3,31,2,3,31
7805,2000,3,33,2,3,31
7806,2000,3,35,2,3,31
7807,2000,3,37,2,3,31
7808,2000,3,39,2,3,31
7809,2000,3,41,2,3,31
7810,2000,3,43,2,3,31
7811,2000,3,45,2,3,31
7812,2000,3,47,2,3,31
7813,2000,3,49,2,3,31
7814,2000,3,51,2,3,31
7815,2000,3,53,2,3,31
7816,2000,3,55,2,3,31
7817,2000,3,57,2,3,31
7818,2000,3,59,2,3,31
7819,2000,3,61,2,3,31
7820,2000,3,63,2,3,31
7821,2000,3,65,2,3,31
7822,2000,3,67,2,3,31
7823,2000,3,69,2,3,31
7824,2000,3,71,2,3,31
7825,2000,3,73,2,3,31
7826,2000,3,75,2,3,31
7827,2000,3,77,2,3,31
7828,2000,3,79,2,3,31
7829,2000,3,81,2,3,31
7830,2000,3,83,2,3,31
7831,2000,3,85,2,3,31
7832,2000,3,87,2,3,31
7833,2000,5,1,203,442,8465
7834,2000,5,3,3,6,73
7835,2000,5,5,23028,56405,935846
7836,2000,5,7,10,23,287
7837,2000,5,9,3,6,73
7838,2000,5,11,174,413,4753
7839,2000,5,13,11,19,294
7840,2000,5,15,3,6,73
7841,2000,5,17,3,6,73
7842,2000,5,19,142,340,4489
7843,2000,5,21,3,6,73
7844,2000,5,23,3,6,73
7845,2000,5,25,3,6,73
7846,2000,5,27,54,118,1715
7847,2000,5,29,28,48,1072
7848,2000,5,31,23,51,491
7849,2000,5,33,3,6,73
7850,2000,5,35,3,6,73
7851,2000,5,37,12,17,259
7852,2000,5,39,3,6,73
7853,2000,5,41,17,32,417
7854,2000,5,43,10,23,310
7855,2000,5,45,3,6,73
7856,2000,5,47,3,6,73
7857,2000,5,49,3,6,73
7858,2000,5,51,14,39,260
7859,2000,5,53,10,26,222
7860,2000,5,55,21,44,598
7861,2000,5,57,15,31,217
7862,2000,5,59,3,6,73
7863,2000,5,61,3,6,73
7864,2000,5,63,3,6,73
7865,2000,5,65,13,39,342
7866,2000,5,67,3,6,73
7867,2000,5,69,10,27,416
7868,2000,5,71,3,6,73
7869,2000,5,73,3,6,73
7870,2000,5,75,3,6,73
7871,2000,5,77,46,117,998
7872,2000,5,79,3,6,73
7873,2000,5,81,3,6,73
7874,2000,5,83,53,120,1495
7875,2000,5,85,3,6,73
7876,2000,5,87,3,6,73
7877,2000,7,1,1,3,20
7878,2000,7,3,1,3,20
7879,2000,7,5,19,40,524
7880,2000,7,7,1840,5196,64615
7881,2000,7,9,1,3,20
7882,2000,7,11,1,3,20
7883,2000,7,13,1,3,20
7884,2000,7,15,1,3,20
7885,2000,7,17,1,3,20
7886,2000,7,19,1,3,20
7887,2000,7,21,1,3,20
7888,2000,7,23,1,3,20
7889,2000,7,25,1,3,20
7890,2000,7,27,1,3,20
7891,2000,7,29,1,3,20
7892,2000,7,31,1,3,20
7893,2000,7,33,1,3,20
7894,2000,7,35,1,3,20
7895,2000,7,37,1,3,20
7896,2000,7,39,1,3,20
7897,2000,7,41,1,3,20
7898,2000,7,43,1,3,20
7899,2000,7,45,1,3,20
7900,2000,7,47,1,3,20
7901,2000,7,49,1,3,20
7902,2000,7,51,1,3,20
7903,2000,7,53,1,3,20
7904,2000,7,55,1,3,20
7905,2000,7,57,1,3,20
7906,2000,7,59,1,3,20
7907,2000,7,61,1,3,20
7908,2000,7,63,1,3,20
7909,2000,7,65,1,3,20
7910,2000,7,67,1,3,20
7911,2000,7,69,1,3,20
7912,2000,7,71,1,3,20
7913,2000,7,73,1,3,20
7914,2000,7,75,1,3,20
7915,2000,7,77,1,3,20
7916,2000,7,79,1,3,20
7917,2000,7,81,1,3,20
7918,2000,7,83,1,3,20
7919,2000,7,85,1,3,20
7920,2000,7,87,1,3,20
7921,2000,9,1,1,2,19
7922,2000,9,3,1,2,19
7923,2000,9,5,1,2,19
7924,2000,9,7,1,2,19
7925,2000,9,9,2873,6841,99179
7926,2000,9,11,1,2,19
7927,2000,9,13,1,2,19
7928,2000,9,15,1,2,19
7929,2000,9,17,1,2,19
7930,2000,9,19,1,2,19
7931,2000,9,21,1,2,19
7932,2000,9,23,1,2,19
7933,2000,9,25,1,2,19
7934,2000,9,27,1,2,19
7935,2000,9,29,1,2,19
7936,2000,9,31,1,2,19
7937,2000,9,33,1,2,19
7938,2000,9,35,1,2,19
7939,2000,9,37,1,2,19
7940,2000,9,39,1,2,19
7941,2000,9,41,1,2,19
7942,2000,9,43,1,2,19
7943,2000,9,45,1,2,19
7944,2000,9,47,1,2,19
7945,2000,9,49,1,2,19
7946,2000,9,51,1,2,19
7947,2000,9,53,1,2,19
7948,2000,9,55,70,151,1691
7949,2000,9,57,16,23,265
7950,2000,9,59,1,2,19
7951,2000,9,61,1,2,19
7952,2000,9,63,1,2,19
7953,2000,9,65,1,2,19
7954,2000,9,67,1,2,19
7955,2000,9,69,1,2,19
7956,2000,9,71,1,2,19
7957,2000,9,73,1,2,19
7958,2000,9,75,1,2,19
7959,2000,9,77,1,2,19
7960,2000,9,79,1,2,19
7961,2000,9,81,1,2,19
7962,2000,9,83,1,2,19
7963,2000,9,85,1,2,19
7964,2000,9,87,1,2,19
7965,2000,11,1,50,105,1217
7966,2000,11,3,2,5,47
7967,2000,11,5,217,425,4647
7968,2000,11,7,2,5,47
7969,2000,11,9,2,5,47
7970,2000,11,11,12536,35023,452072
7971,2000,11,13,2,5,47
7972,2000,11,15,2,5,47
7973,2000,11,17,2,5,47
7974,2000,11,19,272,620,7379
7975,2000,11,21,2,5,47
7976,2000,11,23,11,23,178
7977,2000,11,25,2,5,47
7978,2000,11,27,10,22,257
7979,2000,11,29,2,5,47
7980,2000,11,31,2,5,47
7981,2000,11,33,2,5,47
7982,2000,11,35,2,5,47
7983,2000,11,37,2,5,47
7984,2000,11,39,2,5,47
7985,2000,11,41,2,5,47
7986,2000,11,43,13,35,356
7987,2000,11,45,2,5,47
7988,2000,11,47,2,5,47
7989,2000,11,49,2,5,47
7990,2000,11,51,22,45,766
7991,2000,11,53,2,5,47
7992,2000,11,55,2,5,47
7993,2000,11,57,2,5,47
7994,2000,11,59,2,5,47
7995,2000,11,61,2,5,47
7996,2000,11,63,2,5,47
7997,2000,11,65,13,29,369
7998,2000,11,67,2,5,47
7999,2000,11,69,2,5,47
8000,2000,11,71,2,5,47
8001,2000,11,73,2,5,47
8002,2000,11,75,2,5,47
8003,2000,11,77,17,44,383
8004,2000,11,79,2,5,47
8005,2000,11,81,2,5,47
8006,2000,11,83,15,39,217
8007,2000,11,85,2,5,47
8008,2000,11,87,2,5,47
8009,2000,13,1,81,132,4103
8010,2000,13,3,2,4,50
8011,2000,13,5,2,4,50
8012,2000,13,7,2,4,50
8013,2000,13,9,2,4,50
8014,2000,13,11,2,4,50
8015,2000,13,13,6433,13030,479375
8016,2000,13,15,2,4,50
8017,2000,13,17,2,4,50
8018,2000,13,19,2,4,50
8019,2000,13,21,2,4,50
8020,2000,13,23,2,4,50
8021,2000,13,25,2,4,50
8022,2000,13,27,2,4,50
8023,2000,13,29,2,4,50
8024,2000,13,31,2,4,50
8025,2000,13,33,2,4,50
8026,2000,13,35,2,4,50
8027,2000,13,37,2,4,50
8028,2000,13,39,2,4,50
8029,2000,13,41,2,4,50
8030,2000,13,43,2,4,50
8031,2000,13,45,2,4,50
8032,2000,13,47,14,29,436
8033,2000,13,49,2,4,50
8034,2000,13,51,2,4,50
8035,2000,13,53,2,4,50
8036,2000,13,55,2,4,50
8037,2000,13,57,2,4,50
8038,2000,13,59,2,4,50
8039,2000,13,61,2,4,50
8040,2000,13,63,25,71,669
8041,2000,13,65,2,4,50
8042,2000,13,67,2,4,50
8043,2000,13,69,2,4,50
8044,2000,13,71,2,4,50
8045,2000,13,73,2,4,50
8046,2000,13,75,2,4,50
8047,2000,13,77,2,4,50
8048,2000,13,79,2,4,50
8049,2000,13,81,2,4,50
8050,2000,13,83,28,53,692
8051,2000,13,85,2,4,50
8052,2000,13,87,2,4,50
8053,2000,15,1,105,215,4670
8054,2000,15,3,1,1,1
8055,2000,15,5,1,1,1
8056,2000,15,7,1,1,1
8057,2000,15,9,1,1,1
8058,2000,15,11,1,1,1
8059,2000,15,13,1,1,1
8060,2000,15,15,1790,4239,74025
8061,2000,15,17,1,1,1
8062,2000,15,19,1,1,1
8063,2000,15,21,1,1,1
8064,2000,15,23,1,1,1
8065,2000,15,25,1,1,1
8066,2000,15,27,25,57,437
8067,2000,15,29,1,1,1
8068,2000,15,31,1,1,1
8069,2000,15,33,1,1,1
8070,2000,15,35,1,1,1
8071,2000,15,37,1,1,1
8072,2000,15,39,1,1,1
8073,2000,15,41,1,1,1
8074,2000,15,43,1,1,1
8075,2000,15,45,16,55,380
8076,2000,15,47,1,1,1
8077,2000,15,49,1,1,1
8078,2000,15,51,1,1,1
8079,2000,15,53,1,1,1
8080,2000,15,55,1,1,1
8081,2000,15,57,1,1,1
8082,2000,15,59,1,1,1
8083,2000,15,61,1,1,1
8084,2000,15,63,1,1,1
8085,2000,15,65,1,1,1
8086,2000,15,67,1,1,1
8087,2000,15,69,1,1,1
8088,2000,15,71,1,1,1
8089,2000,15,73,1,1,1
8090,2000,15,75,1,1,1
