id,year,countyfips,type,out_returns,out_exempt,out_agi,in_returns,in_exempt,in_agi
1598,2012,9,diff_state,117,238,4158,122,285,4535
1599,2012,11,same_state,735,1804,23703,584,1397,18793
1600,2012,11,diff_state,424,1054,16175,388,906,14379
1601,2012,13,same_state,232,459,9359,227,461,10183
1602,2012,13,diff_state,391,651,24959,396,683,20082
1603,2012,13,foreign,10,13,583,0,0,0
1604,2012,15,same_state,180,372,7442,161,306,7197
1605,2012,15,diff_state,95,202,4372,77,147,4157
1606,2012,17,same_state,353,637,9947,322,666,10663
1607,2012,17,diff_state,872,1666,33795,895,1845,50294
1608,2012,17,foreign,12,16,319,0,0,0
1609,2012,19,same_state,1122,2669,41767,1296,3125,40953
1610,2012,19,diff_state,1480,3367,74790,1196,2721,50544
1611,2012,19,foreign,31,82,1927,11,24,1628
1612,2012,21,same_state,121,249,4037,88,170,2271
1613,2012,21,diff_state,153,338,4884,200,432,8791
1614,2012,23,same_state,76,173,3408,39,92,1505
1615,2012,23,diff_state,41,93,1605,17,48,577
1616,2012,25,same_state,31,68,915,20,35,807
1617,2012,25,diff_state,13,26,388,12,35,399
1618,2012,27,same_state,2562,5754,87552,2809,6285,91826
1619,2012,27,diff_state,2014,4694,61673,2315,5334,83256
1620,2012,27,foreign,30,81,1298,29,54,928
1621,2012,29,same_state,78,166,4602,71,167,2348
1622,2012,29,diff_state,74,153,3223,85,213,3837
1623,2012,31,same_state,401,979,12351,389,1060,12371
1624,2012,31,diff_state,234,581,8491,192,489,6653
1625,2012,33,same_state,23,86,725,12,36,672
1626,2012,35,same_state,102,212,3598,109,212,4001
1627,2012,35,diff_state,105,189,4322,100,198,4513
1628,2012,37,same_state,80,162,2840,114,267,4532
1629,2012,37,diff_state,64,133,2596,56,120,1941
1630,2012,39,same_state,397,834,14359,264,554,8466
1631,2012,39,diff_state,802,1867,27383,719,1453,25066
1632,2012,39,foreign,131,285,4690,164,356,5869
1633,2012,41,same_state,44,131,1393,44,100,2788
1634,2012,41,diff_state,207,507,9543,205,497,7031
1635,2012,43,same_state,228,551,6554,155,446,4571
1636,2012,43,diff_state,166,403,6159,138,329,6929
1637,2012,45,same_state,333,747,13403,303,670,10734
1638,2012,45,diff_state,179,393,6627,217,414,8495
1639,2012,47,same_state,312,782,995,249,664,7726
1640,2012,47,diff_state,130,264,4400,139,331,4993
1641,2012,49,same_state,179,353,5958,359,800,12359
1642,2012,49,diff_state,151,285,4340,173,366,7104
1643,2012,51,same_state,495,1276,15857,534,1454,18349
1644,2012,51,diff_state,235,612,9821,229,590,9999
1645,2012,53,same_state,519,1266,14614,480,1234,4014
1646,2012,53,diff_state,222,555,8387,203,474,6803
1647,2012,55,same_state,702,1365,23340,801,1541,27377
1648,2012,55,diff_state,2793,5244,251075,2989,5971,146052
1649,2012,55,foreign,31,67,1123,27,62,1960
1650,2012,57,same_state,456,862,14334,428,768,11158
1651,2012,57,diff_state,845,1514,30738,763,1337,26087
1652,2012,57,foreign,14,23,366,10,24,419
1653,2012,59,same_state,95,202,2929,75,165,2673
1654,2012,59,diff_state,130,251,4360,144,277,7311
1655,2012,61,same_state,312,686,10603,95,207,3040
1656,2012,61,diff_state,58,114,1914,71,150,2514
1657,2012,63,same_state,129,335,3231,121,314,3445
1658,2012,63,diff_state,23,51,555,36,89,1029
1659,2012,65,same_state,602,1599,16513,362,919,10571
1660,2012,65,diff_state,1043,2602,25795,748,1733,24009
1661,2012,67,same_state,417,1113,12455,365,878,8550
1662,2012,67,diff_state,148,349,3727,145,343,4772
1663,2012,69,same_state,344,646,11959,341,645,10512
1664,2012,69,diff_state,759,1389,26785,736,1388,24536
1665,2012,71,same_state,30,58,1000,27,82,910
1666,2012,71,diff_state,75,191,2834,54,149,2160
1667,2012,73,same_state,269,679,8807,244,722,8225
1668,2012,73,diff_state,101,255,2568,108,258,4143
1669,2012,75,same_state,351,791,12364,291,751,10605
1670,2012,75,diff_state,364,847,10669,352,847,11883
1671,2012,77,same_state,149,389,6362,118,299,4782
1672,2012,77,diff_state,67,148,2070,43,125,1865
1673,2012,79,same_state,146,295,5162,161,308,5305
1674,2012,79,diff_state,172,366,5540,207,400,9180
1675,2012,81,same_state,89,218,2763,72,164,3082
1676,2012,81,diff_state,264,555,10619,307,525,16614
1677,2012,83,same_state,1090,2284,29033,1115,2463,31489
1678,2012,83,diff_state,963,2142,31777,948,2162,36205
1679,2012,85,same_state,245,485,9893,210,413,8668
1680,2012,85,diff_state,180,296,7035,203,356,13237
1681,2012,87,same_state,158,342,5102,120,278,3975
1682,2012,87,diff_state,125,263,3620,121,296,4143
1683,2013,1,same_state,3656,7592,131705,4210,8535,160504
1684,2013,1,diff_state,5846,11484,286669,7329,14976,445253
1685,2013,1,foreign,108,226,8493,94,221,6188
1686,2013,3,same_state,81,154,3119,75,143,3282
1687,2013,3,diff_state,42,98,1923,49,93,2625
1688,2013,5,same_state,962,2175,33457,876,1927,26388
1689,2013,5,diff_state,1166,2545,49067,915,2016,37224
1690,2013,5,foreign,11,23,391,10,23,466
1691,2013,7,same_state,41,91,1549,38,89,1481
1692,2013,7,diff_state,87,204,3820,104,257,5478
1693,2013,9,same_state,102,197,3414,98,181,3053
1694,2013,9,diff_state,101,196,4584,139,278,5991
1695,2013,11,same_state,712,1724,23071,574,1442,23167
1696,2013,11,diff_state,411,987,16821,350,856,14866
1697,2013,13,same_state,245,493,11547,206,408,8021
1698,2013,13,diff_state,378,662,25831,425,744,270861
1699,2013,15,same_state,179,362,8675,177,355,8047
1700,2013,15,diff_state,68,128,3109,120,219,5806
1701,2013,17,same_state,322,641,11531,325,671,10315
1702,2013,17,diff_state,789,1503,37625,1000,2019,59092
1703,2013,19,same_state,1141,2683,41186,1323,3102,48087
1704,2013,19,diff_state,1556,3540,81239,1369,3207,69438
1705,2013,19,foreign,102,197,4580,89,189,5784
1706,2013,21,same_state,96,192,2522,91,190,3761
1707,2013,21,diff_state,149,329,5991,206,428,16634
1708,2013,23,same_state,53,122,1058,37,85,1377
1709,2013,23,diff_state,16,46,1060,16,31,452
1710,2013,25,same_state,30,59,1389,20,44,518
1711,2013,25,diff_state,11,20,270,16,29,813
1712,2013,27,same_state,2710,6019,101204,3057,6821,103373
1713,2013,27,diff_state,1914,4424,67849,2731,6197,108385
1714,2013,27,foreign,32,71,860,23,43,737
1715,2013,29,same_state,94,196,3458,79,197,2988
1716,2013,29,diff_state,73,169,4305,63,157,2545
1717,2013,31,same_state,449,1141,16176,356,947,11331
1718,2013,31,diff_state,174,413,6580,223,605,8117
1719,2013,31,foreign,17,17,2813,0,0,0
1720,2013,33,same_state,18,44,719,0,0,0
1721,2013,33,diff_state,12,28,485,0,0,0
1722,2013,35,same_state,116,229,4253,113,223,3622
1723,2013,35,diff_state,90,167,4669,112,259,5147
1724,2013,37,same_state,103,233,7073,87,178,3047
1725,2013,37,diff_state,50,109,2725,46,92,2263
1726,2013,39,same_state,383,797,14065,257,545,7497
1727,2013,39,diff_state,774,1753,29145,701,1533,24888
1728,2013,39,foreign,103,223,4036,129,330,5265
1729,2013,41,same_state,53,136,1962,55,153,2087
1730,2013,41,diff_state,233,513,8031,216,524,10305
1731,2013,43,same_state,220,594,7199,206,533,8203
1732,2013,43,diff_state,155,361,5262,137,335,11766
1733,2013,45,same_state,347,751,13181,287,619,11763
1734,2013,45,diff_state,189,378,9250,219,495,10356
1735,2013,47,same_state,326,899,10923,260,702,7986
1736,2013,47,diff_state,149,345,4714,140,316,4722
1737,2013,49,same_state,216,443,6757,144,304,5518
1738,2013,49,diff_state,146,302,-8416,192,435,10428
1739,2013,51,same_state,531,1345,19735,541,1419,21244
1740,2013,51,diff_state,285,792,13416,238,623,11020
1741,2013,53,same_state,507,1259,16966,482,1254,14564
1742,2013,53,diff_state,196,443,6237,253,674,7066
1743,2013,55,same_state,692,1366,21367,837,1677,30188
1744,2013,55,diff_state,2732,5227,121058,3318,6620,183942
1745,2013,55,foreign,34,59,1469,20,35,801
1746,2013,57,same_state,509,914,14635,436,793,13371
1747,2013,57,diff_state,956,1659,30812,809,1472,36094
1748,2013,57,foreign,10,23,994,0,0,0
1749,2013,59,same_state,82,165,2144,81,166,3389
1750,2013,59,diff_state,141,285,6316,133,241,5820
1751,2013,61,same_state,96,198,3745,104,219,2611
1752,2013,61,diff_state,58,113,2407,60,133,2733
1753,2013,63,same_state,157,448,7763,137,371,4330
1754,2013,63,diff_state,35,79,1164,38,106,1461
1755,2013,65,same_state,633,1595,19849,356,940,11052
1756,2013,65,diff_state,1070,2635,27037,777,1829,24221
1757,2013,67,same_state,389,970,13229,395,963,13270
1758,2013,67,diff_state,157,375,5997,183,461,7096
1759,2013,69,same_state,324,629,10766,390,759,14077
1760,2013,69,diff_state,793,1452,33905,755,1419,29565
1761,2013,71,same_state,43,100,1396,26,58,742
1762,2013,71,diff_state,60,136,2211,57,141,2703
1763,2013,73,same_state,266,676,8449,242,632,8027
1764,2013,73,diff_state,81,191,2501,97,251,4262
1765,2013,75,same_state,314,725,11105,321,733,13339
1766,2013,75,diff_state,334,795,13997,427,995,16920
1767,2013,77,same_state,173,413,10667,121,284,4269
1768,2013,77,diff_state,63,168,2243,47,141,1609
1769,2013,79,same_state,161,332,6358,122,252,3953
1770,2013,79,diff_state,184,359,6171,186,351,8262
1771,2013,81,same_state,83,211,3909,89,223,4179
1772,2013,81,diff_state,235,494,10239,328,615,19604
1773,2013,83,same_state,1106,2348,37833,1107,2535,39694
1774,2013,83,diff_state,993,2134,38480,1032,2417,44026
1775,2013,85,same_state,215,408,7542,222,414,9768
1776,2013,85,diff_state,122,248,8074,202,367,17691
1777,2013,87,same_state,142,311,3399,111,285,4443
1778,2013,87,diff_state,134,300,5015,161,351,6819
1779,2014,1,same_state,3759,7575,140687,4067,8007,163848
1780,2014,1,diff_state,6013,11721,314431,7363,15170,424305
1781,2014,1,foreign,104,216,7162,100,210,8832
1782,2014,3,same_state,81,153,3374,65,133,1579
1783,2014,3,diff_state,40,68,1289,56,93,2797
1784,2014,5,same_state,900,1967,29626,789,1665,24479
1785,2014,5,diff_state,1052,2251,42969,887,1920,37347
1786,2014,7,same_state,44,101,2071,43,115,1499
1787,2014,7,diff_state,61,128,2420,63,138,3020
1788,2014,9,same_state,121,230,4205,109,226,4218
1789,2014,9,diff_state,88,168,2580,102,187,4315
1790,2014,11,same_state,641,1520,24921,562,1373,19248
1791,2014,11,diff_state,389,933,16315,351,879,15470
1792,2014,13,same_state,249,496,11766,199,428,7831
1793,2014,13,diff_state,317,517,30392,398,703,44501
1794,2014,15,same_state,171,344,7180,184,353,9091
1795,2014,15,diff_state,56,106,2638,79,127,4533
1796,2014,17,same_state,352,757,11517,334,654,13220
1797,2014,17,diff_state,735,1395,37562,972,1943,58131
1798,2014,19,same_state,1125,2701,41214,1249,2912,34606
1799,2014,19,diff_state,1468,3425,70594,1300,3073,61861
1800,2014,21,same_state,108,209,3807,102,246,3055
1801,2014,21,diff_state,129,282,5106,190,392,9538
1802,2014,23,same_state,47,119,3062,37,96,1130
1803,2014,23,diff_state,23,42,670,22,50,731
1804,2014,25,same_state,0,0,0,31,76,1456
1805,2014,27,same_state,2708,5809,101413,3034,6622,106591
1806,2014,27,diff_state,1940,4477,74315,2470,5687,106604
1807,2014,27,foreign,158,338,6693,21,52,645
1808,2014,29,same_state,81,157,3150,67,147,2824
1809,2014,29,diff_state,62,138,2903,60,153,3204
1810,2014,31,same_state,422,1063,13416,446,1222,17409
1811,2014,31,diff_state,180,474,5683,167,445,6704
1812,2014,33,same_state,0,0,0,26,82,726
1813,2014,35,same_state,99,208,3347,94,188,3900
1814,2014,35,diff_state,80,155,3017,77,156,3478
1815,2014,37,same_state,75,153,2484,77,146,2909
1816,2014,37,diff_state,48,101,2900,43,76,1593
1817,2014,39,same_state,439,881,17579,321,748,12179
1818,2014,39,diff_state,783,1876,30249,691,1517,29301
1819,2014,39,foreign,111,271,4424,152,383,6272
1820,2014,41,same_state,67,193,2133,42,122,1430
1821,2014,41,diff_state,177,397,7322,187,469,7736
1822,2014,43,same_state,224,561,7126,162,413,6247
1823,2014,43,diff_state,101,257,4289,114,275,6373
1824,2014,45,same_state,302,654,9457,319,674,10945
1825,2014,45,diff_state,147,329,5310,222,464,10064
1826,2014,47,same_state,305,766,7862,257,666,7815
1827,2014,47,diff_state,83,186,2627,87,205,3646
1828,2014,49,same_state,153,310,5057,180,372,6647
1829,2014,49,diff_state,128,241,5004,215,461,10254
1830,2014,51,same_state,506,1248,9225,477,1286,19026
1831,2014,51,diff_state,237,624,9771,219,590,11453
1832,2014,53,same_state,548,1388,16862,493,1196,14019
1833,2014,53,diff_state,175,437,7184,198,482,6401
1834,2014,55,same_state,652,1250,22994,783,1555,28323
1835,2014,55,diff_state,2629,4958,118953,3308,6524,180792
1836,2014,55,foreign,22,34,970,105,270,5732
1837,2014,57,same_state,466,823,15378,414,748,12396
1838,2014,57,diff_state,951,1648,36209,775,1471,35256
1839,2014,59,same_state,74,164,2816,72,140,2559
1840,2014,59,diff_state,79,137,2724,109,184,5592
1841,2014,61,same_state,85,168,3090,66,144,2051
1842,2014,61,diff_state,41,91,1794,47,120,1865
1843,2014,63,same_state,147,375,4996,135,365,4074
1844,2014,63,diff_state,32,63,1165,34,87,1088
1845,2014,65,same_state,539,1447,16483,423,1067,12781
1846,2014,65,diff_state,1086,2656,29228,802,1848,23593
1847,2014,67,same_state,466,1130,18131,384,942,11768
1848,2014,67,diff_state,163,345,5652,109,301,3900
1849,2014,69,same_state,348,643,14146,343,606,11551
1850,2014,69,diff_state,722,1295,28394,681,1247,25882
1851,2014,71,same_state,30,58,932,0,0,0
1852,2014,71,diff_state,54,130,2217,59,151,1837
1853,2014,73,same_state,244,648,8752,247,603,9859
1854,2014,73,diff_state,71,166,2329,93,207,5126
1855,2014,75,same_state,316,724,11523,303,656,10616
1856,2014,75,diff_state,337,750,12582,390,914,19028
1857,2014,77,same_state,137,329,4324,118,292,6314
1858,2014,77,diff_state,46,105,1392,38,92,1332
1859,2014,79,same_state,154,307,4865,124,253,3934
1860,2014,79,diff_state,182,347,8043,145,282,7096
1861,2014,81,same_state,87,204,4064,66,156,4173
1862,2014,81,diff_state,259,555,13457,272,503,14045
1863,2014,83,same_state,1059,2339,35578,1101,2445,35188
1864,2014,83,diff_state,896,1983,35634,983,2321,44648
1865,2014,85,same_state,216,383,11807,235,479,11097
1866,2014,85,diff_state,120,225,4998,175,308,12479
1867,2014,87,same_state,155,345,5435,133,297,4549
1868,2014,87,diff_state,96,208,3703,119,255,4605
1869,2015,1,same_state,2794,5488,114573,3098,5663,112162
1870,2015,1,diff_state,4449,8112,231616,5137,9608,315126
1871,2015,1,foreign,97,185,5227,106,259,6366
1872,2015,3,same_state,67,122,2172,39,107,1499
1873,2015,3,diff_state,29,56,1009,57,115,3621
1874,2015,5,same_state,642,1242,20472,626,1240,19299
1875,2015,5,diff_state,765,1543,33813,697,1445,33067
1876,2015,7,same_state,38,90,1664,22,49,766
1877,2015,7,diff_state,58,98,1616,45,98,2341
1878,2015,9,same_state,102,197,3471,66,141,2153
1879,2015,9,diff_state,74,148,2314,67,142,2499
1880,2015,11,same_state,570,1316,18659,433,1024,13750
1881,2015,11,diff_state,304,693,13319,229,521,11062
1882,2015,13,same_state,175,292,4555,166,287,6253
1883,2015,13,diff_state,277,439,20949,312,512,36296
1884,2015,15,same_state,109,198,4686,143,285,8988
1885,2015,15,diff_state,35,61,1852,57,121,2798
1886,2015,17,same_state,267,513,10428,239,490,8652
1887,2015,17,diff_state,576,1093,29125,661,1295,43557
1888,2015,19,same_state,846,1843,33946,1047,2288,35819
1889,2015,19,diff_state,982,2088,49071,1014,2177,49239
1890,2015,19,foreign,0,0,0,136,326,8809
1891,2015,21,same_state,79,149,2917,60,157,2305
1892,2015,21,diff_state,110,183,4183,179,427,8922
1893,2015,23,same_state,42,109,1571,25,52,705
1894,2015,23,diff_state,21,60,850,20,40,190
1895,2015,25,same_state,0,0,0,23,46,1404
1896,2015,27,same_state,2134,4312,74038,2422,5015,93506
1897,2015,27,diff_state,1474,3210,50858,1708,3734,68119
1898,2015,27,foreign,21,49,849,0,0,0
1899,2015,29,same_state,80,175,3628,57,144,2478
1900,2015,29,diff_state,50,114,2543,40,75,2061
1901,2015,31,same_state,368,897,12525,299,741,10711
1902,2015,31,diff_state,140,334,5722,112,288,4255
1903,2015,33,same_state,0,0,0,0,0,0
1904,2015,33,diff_state,0,0,0,0,0,0
1905,2015,35,same_state,81,151,3662,67,127,2643
1906,2015,35,diff_state,60,108,2042,71,150,3975
1907,2015,37,same_state,71,129,2630,52,111,2173
1908,2015,37,diff_state,46,103,3398,26,41,1100
1909,2015,39,same_state,298,586,10977,210,427,7585
1910,2015,39,diff_state,524,1115,20041,532,1049,18335
1911,2015,39,foreign,90,173,3010,173,397,7356
1912,2015,41,same_state,49,113,1748,40,85,1358
1913,2015,41,diff_state,141,310,4756,139,378,5691
1914,2015,43,same_state,196,415,6105,140,355,4739
1915,2015,43,diff_state,77,156,3649,84,155,3495
1916,2015,45,same_state,266,565,10439,222,475,7798
1917,2015,45,diff_state,107,214,3929,113,239,7216
1918,2015,47,same_state,251,610,-1006,232,600,8373
1919,2015,47,diff_state,56,141,1832,115,263,3507
1920,2015,49,same_state,138,264,5377,132,279,4640
1921,2015,49,diff_state,100,177,3492,121,249,-42
1922,2015,51,same_state,403,931,15422,358,907,14734
1923,2015,51,diff_state,148,360,7232,116,269,5277
1924,2015,53,same_state,430,1050,18267,370,911,3547
1925,2015,53,diff_state,146,353,4504,136,316,1726
1926,2015,55,same_state,499,970,17578,663,1244,25780
1927,2015,55,diff_state,2088,3690,86600,2352,4411,143850
1928,2015,55,foreign,134,253,6865,21,44,1062
1929,2015,57,same_state,304,512,9385,303,458,8718
1930,2015,57,diff_state,595,971,21816,535,932,31558
1931,2015,59,same_state,58,113,2095,59,136,2118
1932,2015,59,diff_state,65,124,2988,82,162,4154
1933,2015,61,same_state,84,198,2864,73,145,2537
1934,2015,61,diff_state,42,91,1604,45,96,1831
1935,2015,63,same_state,105,251,3420,91,244,2750
1936,2015,63,diff_state,27,58,807,24,58,1412
1937,2015,65,same_state,404,1041,13475,316,730,9627
1938,2015,65,diff_state,831,1856,23209,747,1575,18713
1939,2015,67,same_state,323,746,10639,301,724,9833
1940,2015,67,diff_state,127,287,30074,97,217,3327
1941,2015,69,same_state,272,482,8875,281,514,12032
1942,2015,69,diff_state,554,976,22194,504,916,19119
1943,2015,71,same_state,24,61,871,0,0,0
1944,2015,71,diff_state,37,83,930,56,148,2335
1945,2015,73,same_state,212,508,7629,184,475,5416
1946,2015,73,diff_state,64,161,2923,68,142,2681
1947,2015,75,same_state,276,568,8815,242,531,7952
1948,2015,75,diff_state,272,594,12889,254,567,9371
1949,2015,77,same_state,121,295,4706,122,310,3660
1950,2015,77,diff_state,38,90,1746,34,74,966
1951,2015,79,same_state,104,190,4365,100,197,4097
1952,2015,79,diff_state,109,221,4867,112,233,4892
1953,2015,81,same_state,65,139,3118,55,119,2165
1954,2015,81,diff_state,175,356,11081,270,475,13634
1955,2015,83,same_state,840,1735,28452,826,1768,31474
1956,2015,83,diff_state,772,1481,158767,733,1615,28982
1957,2015,85,same_state,161,278,6855,176,306,8896
1958,2015,85,diff_state,116,195,7071,113,194,7444
1959,2015,87,same_state,130,278,4694,103,225,2918
1960,2015,87,diff_state,68,137,2114,78,166,3782
1961,2016,1,same_state,3999,8126,170386,4346,8233,190841
1962,2016,1,diff_state,5975,11388,363559,8633,17621,648531
1963,2016,1,foreign,96,211,6134,88,209,5590
1964,2016,3,same_state,67,129,2489,79,148,4528
1965,2016,3,diff_state,34,58,1419,51,91,3734
1966,2016,5,same_state,897,2069,38664,787,1587,26097
1967,2016,5,diff_state,998,2104,44194,1019,2244,49113
1968,2016,7,same_state,55,125,3548,55,148,1848
1969,2016,7,diff_state,54,140,2754,72,167,4705
1970,2016,9,same_state,135,256,3774,109,232,3879
1971,2016,9,diff_state,95,171,3372,98,212,2719
1972,2016,11,same_state,647,1463,25156,581,1422,24956
1973,2016,11,diff_state,339,778,15085,353,911,16485
1974,2016,13,same_state,206,396,12111,198,395,8477
1975,2016,13,diff_state,361,597,23371,432,745,58322
1976,2016,15,same_state,145,265,6629,168,340,9037
1977,2016,15,diff_state,53,97,2236,75,144,6615
1978,2016,17,same_state,384,791,15448,375,756,15819
1979,2016,17,diff_state,634,1215,26198,1019,2073,72311
1980,2016,19,same_state,1188,2774,50376,1333,3092,50933
1981,2016,19,diff_state,1325,3090,74983,1531,3701,133322
1982,2016,21,same_state,105,210,4371,96,218,3199
1983,2016,21,diff_state,91,171,3732,262,564,12842
1984,2016,23,same_state,58,118,2328,45,124,1518
1985,2016,23,diff_state,0,0,0,26,61,1168
1986,2016,25,same_state,22,41,693,28,65,1296
1987,2016,27,same_state,3068,6521,124718,3274,6950,131092
1988,2016,27,diff_state,1819,4061,70268,2785,6192,125620
1989,2016,27,foreign,22,58,1064,0,0,0
1990,2016,29,same_state,72,169,3099,81,202,3307
1991,2016,29,diff_state,44,107,3178,62,159,3156
1992,2016,31,same_state,465,1153,20037,366,959,13500
1993,2016,31,diff_state,147,362,7528,180,468,7908
1994,2016,33,same_state,0,0,0,0,0,0
1995,2016,33,diff_state,0,0,0,0,0,0
1996,2016,35,same_state,113,189,5348,91,215,3779
1997,2016,35,diff_state,71,144,2910,97,187,4266
1998,2016,37,same_state,71,151,2624,81,173,4056
1999,2016,37,diff_state,47,91,2495,48,96,1911
2000,2016,39,same_state,365,723,12837,307,640,10203
2001,2016,39,diff_state,663,1574,29061,695,1488,27501
2002,2016,39,foreign,114,272,4758,149,316,6008
2003,2016,41,same_state,65,143,2257,61,163,2409
2004,2016,41,diff_state,160,344,6772,234,582,10501
2005,2016,43,same_state,245,637,9373,203,502,4860
2006,2016,43,diff_state,94,212,4354,119,279,8019
2007,2016,45,same_state,313,598,11852,327,733,14728
2008,2016,45,diff_state,140,276,5502,238,501,11044
2009,2016,47,same_state,323,769,20542,284,739,2599
2010,2016,47,diff_state,108,229,3756,134,295,5476
2011,2016,49,same_state,176,377,7749,156,319,5660
2012,2016,49,diff_state,118,236,5737,176,362,10288
2013,2016,51,same_state,492,1153,20215,536,1446,23094
2014,2016,51,diff_state,212,529,8873,258,692,14090
2015,2016,53,same_state,517,1244,11260,492,1195,17000
2016,2016,53,diff_state,171,404,6026,216,530,8398
2017,2016,55,same_state,684,1371,25971,932,1772,37081
2018,2016,55,diff_state,2692,4915,124318,3792,7558,233298
2019,2016,55,foreign,148,303,7215,140,306,7373
2020,2016,57,same_state,499,852,16064,431,742,12905
2021,2016,57,diff_state,930,1664,38805,851,1555,39010
2022,2016,59,same_state,74,143,2378,67,136,4887
2023,2016,59,diff_state,90,174,4944,126,244,8062
2024,2016,61,same_state,85,172,3109,93,194,3353
2025,2016,61,diff_state,48,89,2032,51,104,2843
2026,2016,63,same_state,123,331,4262,93,273,3051
2027,2016,63,diff_state,33,73,2328,30,83,1007
2028,2016,65,same_state,683,1806,22916,399,1109,14499
2029,2016,65,diff_state,1271,3160,32451,991,2162,26882
2030,2016,67,same_state,375,943,13371,379,942,14894
2031,2016,67,diff_state,136,298,5489,139,334,5326
2032,2016,69,same_state,384,705,15260,365,682,15506
2033,2016,69,diff_state,752,1321,34770,784,1473,31600
2034,2016,71,same_state,40,99,428,31,88,1060
2035,2016,71,diff_state,57,103,1717,75,149,2831
2036,2016,73,same_state,270,602,10568,235,618,8485
2037,2016,73,diff_state,67,153,2484,120,266,5159
2038,2016,75,same_state,328,667,14988,331,742,10925
2039,2016,75,diff_state,307,707,10286,380,840,16312
2040,2016,77,same_state,131,303,4226,108,279,3638
2041,2016,77,diff_state,38,93,2414,46,114,1898
2042,2016,79,same_state,164,307,5822,110,222,3669
2043,2016,79,diff_state,91,175,3289,161,309,7385
2044,2016,81,same_state,72,140,3218,66,158,4570
2045,2016,81,diff_state,217,442,11805,370,637,22040
2046,2016,83,same_state,1142,2471,42129,1125,2495,53677
2047,2016,83,diff_state,896,1891,37312,1131,2585,52570
2048,2016,85,same_state,215,406,13505,269,507,17303
2049,2016,85,diff_state,112,178,5664,230,445,17185
2050,2016,87,same_state,149,297,5714,120,261,3706
2051,2016,87,diff_state,90,173,2668,153,365,7478
2052,2017,1,same_state,5951,12103,273290,5734,11452,273282
2053,2017,1,diff_state,7993,15390,448980,13324,28152,1028664
2054,2017,1,foreign,148,320,8183,57,133,3230
2055,2017,3,same_state,88,155,2932,105,208,6200
2056,2017,3,diff_state,37,67,1842,94,197,5726
2057,2017,5,same_state,1279,2794,55079,1025,2080,36242
2058,2017,5,diff_state,1225,2644,58609,1451,3269,73773
2059,2017,7,same_state,75,181,2866,47,131,2388
2060,2017,7,diff_state,70,130,2864,109,269,5803
2061,2017,9,same_state,129,267,4777,144,320,5792
2062,2017,9,diff_state,82,192,3966,175,412,7755
2063,2017,11,same_state,809,1908,32800,846,2100,39018
2064,2017,11,diff_state,423,931,17763,501,1287,23401
2065,2017,13,same_state,306,577,14180,217,429,11341
2066,2017,13,diff_state,416,635,24732,639,1105,73928
2067,2017,15,same_state,278,588,19874,366,735,24575
2068,2017,15,diff_state,76,137,3818,238,514,21868
2069,2017,17,same_state,482,1063,23279,529,1104,24378
2070,2017,17,diff_state,813,1513,38936,1609,3378,123226
2071,2017,19,same_state,1688,4166,78520,1839,4413,75944
2072,2017,19,diff_state,1728,4126,109686,2288,5724,141144
2073,2017,21,same_state,151,315,6648,144,335,6121
2074,2017,21,diff_state,204,428,9402,339,752,19751
2075,2017,23,same_state,48,118,829,51,118,1737
2076,2017,23,diff_state,21,37,575,28,73,1019
2077,2017,25,same_state,37,80,1885,40,92,1719
2078,2017,27,same_state,4099,8865,184497,4735,10069,199380
2079,2017,27,diff_state,2430,5569,96330,4277,9799,228117
2080,2017,27,foreign,0,0,0,99,210,4626
2081,2017,29,same_state,99,221,4715,112,298,7331
2082,2017,29,diff_state,81,187,5098,94,244,4536
2083,2017,31,same_state,503,1238,21217,485,1225,17295
2084,2017,31,diff_state,198,492,8989,283,737,11577
2085,2017,33,same_state,23,59,1505,0,0,0
2086,2017,35,same_state,132,273,5820,152,306,6543
2087,2017,35,diff_state,82,174,3445,150,281,8442
2088,2017,37,same_state,89,182,3754,107,227,4829
2089,2017,37,diff_state,46,89,2113,77,157,3434
2090,2017,39,same_state,506,1032,22836,487,1066,17385
2091,2017,39,diff_state,959,2297,44365,1010,2306,43588
2092,2017,39,foreign,175,411,7683,132,315,5511
2093,2017,41,same_state,76,205,5088,80,222,3212
2094,2017,41,diff_state,211,504,7776,305,795,16921
2095,2017,43,same_state,312,742,10370,302,823,13760
2096,2017,43,diff_state,134,328,5530,155,380,10290
2097,2017,45,same_state,429,913,17646,464,1037,20066
2098,2017,45,diff_state,205,418,8802,386,848,23920
2099,2017,47,same_state,401,885,15019,353,826,13213
2100,2017,47,diff_state,105,214,3673,122,269,5185
2101,2017,49,same_state,234,449,6523,229,485,9044
2102,2017,49,diff_state,188,371,7288,345,710,17701
2103,2017,51,same_state,678,1736,31144,773,2116,35078
2104,2017,51,diff_state,303,800,13237,392,1175,27810
2105,2017,53,same_state,650,1546,23341,608,1389,23590
2106,2017,53,diff_state,197,477,7722,256,660,10979
2107,2017,55,same_state,991,1973,41046,1106,2271,48164
2108,2017,55,diff_state,3467,6574,173421,5796,11993,391995
2109,2017,57,same_state,651,1180,23510,526,943,17296
2110,2017,57,diff_state,1252,2132,50009,1081,2043,52975
2111,2017,59,same_state,103,231,3836,112,240,5060
2112,2017,59,diff_state,93,160,4578,192,403,11346
2113,2017,61,same_state,116,256,4346,128,290,4714
