id,year,countyfips,type,out_returns,out_exempt,out_agi,in_returns,in_exempt,in_agi
537,2001,35,diff_state,145,292,4291,109,238,3043
538,2001,37,same_state,77,160,2309,64,127,2218
539,2001,37,diff_state,82,156,2533,57,128,2122
540,2001,39,same_state,424,816,13958,251,524,6824
541,2001,39,diff_state,890,2190,28417,1002,2110,27094
542,2001,39,foreign,199,476,5741,260,633,7671
543,2001,41,same_state,54,146,1259,43,115,1215
544,2001,41,diff_state,215,462,5286,198,481,6201
545,2001,43,same_state,269,609,6610,180,456,5219
546,2001,43,diff_state,177,366,4259,191,416,5439
547,2001,45,same_state,286,562,8047,281,626,9328
548,2001,45,diff_state,149,326,3750,183,429,6619
549,2001,47,same_state,292,637,5151,214,495,7029
550,2001,47,diff_state,150,297,3825,144,325,3400
551,2001,49,same_state,206,375,5026,148,336,4099
552,2001,49,diff_state,199,377,5582,199,383,7278
553,2001,51,same_state,366,885,9000,325,812,9448
554,2001,51,diff_state,244,574,6283,180,465,5639
555,2001,53,same_state,462,1052,11225,384,894,7793
556,2001,53,diff_state,208,442,4702,161,393,4116
557,2001,55,same_state,609,1168,15757,719,1448,18578
558,2001,55,diff_state,2147,4039,91565,2411,4949,99498
559,2001,55,foreign,37,62,607,23,46,569
560,2001,57,same_state,479,837,10850,543,939,12215
561,2001,57,diff_state,988,1781,28178,764,1346,22054
562,2001,57,foreign,29,46,377,149,153,630
563,2001,59,same_state,94,189,2228,73,157,1811
564,2001,59,diff_state,129,276,4482,114,238,4048
565,2001,61,same_state,80,159,2112,60,128,1525
566,2001,61,diff_state,83,163,2063,30,70,718
567,2001,63,same_state,101,256,2577,116,286,3052
568,2001,63,diff_state,52,109,1304,53,127,1361
569,2001,65,same_state,299,759,7435,262,614,5503
570,2001,65,diff_state,357,741,8300,286,612,7082
571,2001,65,foreign,0,0,0,28,28,86
572,2001,67,same_state,379,922,8495,235,542,5618
573,2001,67,diff_state,163,384,3436,98,236,2277
574,2001,69,same_state,351,694,9625,404,749,10851
575,2001,69,diff_state,850,1624,24734,615,1156,16615
576,2001,69,foreign,0,0,0,11,17,69
577,2001,71,same_state,29,66,804,10,22,196
578,2001,71,diff_state,68,125,1704,82,188,2706
579,2001,73,same_state,261,621,6203,252,624,6760
580,2001,73,diff_state,103,216,2534,115,261,3112
581,2001,75,same_state,281,583,6968,250,535,10028
582,2001,75,diff_state,339,719,7945,358,813,10272
583,2001,77,same_state,118,267,2728,83,215,2277
584,2001,77,diff_state,77,164,1444,50,128,1600
585,2001,79,same_state,186,355,5505,122,254,2649
586,2001,79,diff_state,226,481,6795,186,392,5871
587,2001,81,same_state,61,136,1814,59,118,2355
588,2001,81,diff_state,138,267,4387,237,459,9599
589,2001,83,same_state,951,1959,25010,864,1836,22830
590,2001,83,diff_state,895,1888,23612,751,1646,25240
591,2001,83,foreign,12,20,230,12,22,703
592,2001,85,same_state,220,384,7298,176,353,8148
593,2001,85,diff_state,131,233,8722,162,314,9449
594,2001,87,same_state,153,323,3601,101,227,2964
595,2001,87,diff_state,141,297,3420,143,326,3891
596,2002,1,same_state,3409,6937,111520,3738,6887,113739
597,2002,1,diff_state,4495,8651,191491,5512,11082,265014
598,2002,1,foreign,88,161,3286,103,202,3121
599,2002,3,same_state,66,126,1619,67,138,2044
600,2002,3,diff_state,52,99,1920,56,124,-6513
601,2002,5,same_state,1015,2244,28989,952,1892,23171
602,2002,5,diff_state,1186,2469,38326,940,1995,29903
603,2002,5,foreign,12,18,591,58,68,448
604,2002,7,same_state,66,149,2196,44,97,900
605,2002,7,diff_state,107,241,2952,75,154,2484
606,2002,9,same_state,110,214,3023,92,182,2671
607,2002,9,diff_state,130,260,3258,121,248,3029
608,2002,11,same_state,700,1535,18470,547,1269,13129
609,2002,11,diff_state,440,977,13712,377,903,10959
610,2002,13,same_state,212,380,6686,211,397,6905
611,2002,13,diff_state,393,593,20440,466,782,36676
612,2002,13,foreign,20,24,192,56,57,589
613,2002,15,same_state,159,330,4986,168,343,6448
614,2002,15,diff_state,70,157,2983,93,214,3901
615,2002,17,same_state,292,557,7051,285,631,9331
616,2002,17,diff_state,666,1205,18636,908,1839,34241
617,2002,19,same_state,929,2068,26560,1058,2402,30868
618,2002,19,diff_state,1199,2546,48028,1089,2530,43587
619,2002,19,foreign,20,38,440,0,0,0
620,2002,21,same_state,89,171,1847,60,121,1455
621,2002,21,diff_state,154,286,3541,186,395,5461
622,2002,23,same_state,46,74,1238,43,94,1221
623,2002,23,diff_state,23,57,642,32,64,814
624,2002,25,same_state,0,0,0,29,61,734
625,2002,25,diff_state,0,0,0,12,21,879
626,2002,27,same_state,1886,3830,55338,2735,6008,86978
627,2002,27,diff_state,1458,3145,40415,1827,4227,55894
628,2002,27,foreign,25,40,569,23,35,445
629,2002,29,same_state,100,205,2654,60,139,1732
630,2002,29,diff_state,106,252,4634,85,181,3645
631,2002,31,same_state,438,1056,10567,357,911,7594
632,2002,31,diff_state,296,643,7225,231,570,7053
633,2002,33,same_state,0,0,0,11,29,212
634,2002,33,diff_state,0,0,0,13,35,293
635,2002,35,same_state,164,331,4642,101,197,2712
636,2002,35,diff_state,132,265,3915,140,296,5839
637,2002,37,same_state,92,199,3420,64,116,1643
638,2002,37,diff_state,66,136,2076,73,139,2750
639,2002,39,same_state,383,805,10612,270,554,7804
640,2002,39,diff_state,815,1976,26273,964,1934,25952
641,2002,39,foreign,180,431,5160,187,466,5431
642,2002,41,same_state,61,155,1626,59,160,1714
643,2002,41,diff_state,184,401,4369,194,488,6211
644,2002,43,same_state,236,549,6117,196,484,5018
645,2002,43,diff_state,201,422,4600,191,413,5164
646,2002,45,same_state,321,626,8693,329,722,10549
647,2002,45,diff_state,160,416,5114,169,379,5296
648,2002,47,same_state,286,660,7305,236,556,1574
649,2002,47,diff_state,141,285,3212,135,321,4076
650,2002,49,same_state,187,353,4703,139,286,3685
651,2002,49,diff_state,184,348,5011,202,398,6539
652,2002,51,same_state,397,919,10301,354,961,10993
653,2002,51,diff_state,192,442,4897,204,535,6613
654,2002,53,same_state,480,1035,8298,419,992,11349
655,2002,53,diff_state,193,434,4970,193,435,5330
656,2002,55,same_state,655,1319,18309,768,1492,20225
657,2002,55,diff_state,2206,4218,67663,2594,5321,107574
658,2002,55,foreign,25,34,532,23,31,514
659,2002,57,same_state,552,995,14294,522,860,11242
660,2002,57,diff_state,950,1613,25132,809,1444,25502
661,2002,57,foreign,28,47,494,115,128,963
662,2002,59,same_state,79,159,2073,71,141,2037
663,2002,59,diff_state,115,223,3609,148,326,5832
664,2002,61,same_state,71,136,1787,83,192,2448
665,2002,61,diff_state,33,57,698,46,93,1406
666,2002,63,same_state,123,276,2473,110,286,2863
667,2002,63,diff_state,53,114,1351,51,108,1232
668,2002,65,same_state,405,959,10004,269,642,6548
669,2002,65,diff_state,381,772,8404,400,978,11962
670,2002,65,foreign,0,0,0,22,23,65
671,2002,67,same_state,341,828,7962,254,652,5694
672,2002,67,diff_state,138,306,3372,96,236,2565
673,2002,69,same_state,343,652,9383,381,721,10291
674,2002,69,diff_state,735,1414,22641,669,1305,18869
675,2002,69,foreign,13,18,295,17,24,126
676,2002,71,same_state,35,71,762,19,44,434
677,2002,71,diff_state,58,133,2160,62,113,1759
678,2002,73,same_state,295,705,8282,187,466,4757
679,2002,73,diff_state,93,178,1785,102,270,3423
680,2002,75,same_state,293,630,8658,254,583,5411
681,2002,75,diff_state,323,680,8535,369,866,11580
682,2002,77,same_state,144,338,3918,99,223,2490
683,2002,77,diff_state,62,140,1382,53,127,1178
684,2002,79,same_state,179,372,4742,140,266,3487
685,2002,79,diff_state,255,558,7977,183,388,5066
686,2002,81,same_state,77,166,2575,60,134,1923
687,2002,81,diff_state,155,265,3573,259,474,11935
688,2002,83,same_state,954,1968,25275,942,1981,23995
689,2002,83,diff_state,822,1688,23662,844,1848,64818
690,2002,83,foreign,10,12,140,0,0,0
691,2002,85,same_state,201,405,6925,164,312,6612
692,2002,85,diff_state,148,274,5421,145,277,6356
693,2002,87,same_state,140,287,2425,114,267,3136
694,2002,87,diff_state,122,283,2723,113,247,3150
695,2003,1,same_state,3713,7541,117823,3387,6238,103001
696,2003,1,diff_state,4443,8379,173366,5382,11168,248960
697,2003,1,foreign,91,164,2353,108,199,2582
698,2003,3,same_state,76,143,1680,67,145,1845
699,2003,3,diff_state,39,82,1330,63,123,2685
700,2003,5,same_state,935,2104,26204,892,1778,19538
701,2003,5,diff_state,1134,2494,35508,863,1866,27688
702,2003,5,foreign,21,32,351,72,87,498
703,2003,7,same_state,62,129,1731,39,99,1237
704,2003,7,diff_state,79,156,1850,89,194,2433
705,2003,9,same_state,94,202,2344,66,173,1323
706,2003,9,diff_state,128,249,2869,146,278,3765
707,2003,11,same_state,685,1494,18544,587,1421,15770
708,2003,11,diff_state,380,842,10416,374,934,11308
709,2003,13,same_state,232,461,10241,218,405,6926
710,2003,13,diff_state,403,641,14314,489,763,26846
711,2003,13,foreign,18,22,306,78,90,634
712,2003,15,same_state,169,335,6017,177,359,7068
713,2003,15,diff_state,65,133,2030,116,221,4698
714,2003,17,same_state,294,598,8095,276,602,7336
715,2003,17,diff_state,596,1130,17132,953,1880,38005
716,2003,17,foreign,14,22,480,0,0,0
717,2003,19,same_state,1008,2275,28248,1088,2521,31851
718,2003,19,diff_state,1047,2294,40433,1151,2772,45112
719,2003,19,foreign,22,38,794,15,36,368
720,2003,21,same_state,84,147,1618,55,114,1487
721,2003,21,diff_state,140,314,3727,213,479,7529
722,2003,23,same_state,0,0,0,39,91,1167
723,2003,23,diff_state,0,0,0,27,51,626
724,2003,25,same_state,0,0,0,20,38,436
725,2003,25,diff_state,0,0,0,10,22,281
726,2003,27,same_state,1920,4027,57066,2976,6457,91481
727,2003,27,diff_state,1421,3120,38440,1751,3990,53061
728,2003,27,foreign,26,44,623,12,26,289
729,2003,29,same_state,113,232,3083,61,123,1704
730,2003,29,diff_state,84,188,3043,87,204,2931
731,2003,31,same_state,444,1017,11559,321,788,7214
732,2003,31,diff_state,253,571,6756,237,565,5975
733,2003,33,same_state,26,66,690,17,40,273
734,2003,33,diff_state,20,71,609,17,37,585
735,2003,35,same_state,152,296,4275,103,225,2831
736,2003,35,diff_state,106,232,3498,126,291,3385
737,2003,37,same_state,74,152,1940,62,124,1785
738,2003,37,diff_state,55,114,1684,60,93,1924
739,2003,39,same_state,373,782,9600,260,543,8667
740,2003,39,diff_state,999,2399,32241,897,1789,26545
741,2003,39,foreign,238,480,6593,168,442,5325
742,2003,41,same_state,71,171,1938,42,99,1067
743,2003,41,diff_state,198,446,4155,179,443,5430
744,2003,43,same_state,239,526,4978,226,528,6619
745,2003,43,diff_state,173,334,3908,191,415,5320
746,2003,45,same_state,300,610,7964,306,671,9503
747,2003,45,diff_state,121,258,3320,161,332,5837
748,2003,47,same_state,326,737,8071,226,497,5884
749,2003,47,diff_state,112,197,2837,173,419,4859
750,2003,49,same_state,201,370,4742,141,274,4281
751,2003,49,diff_state,169,296,3876,182,363,6118
752,2003,51,same_state,390,931,10102,378,964,10781
753,2003,51,diff_state,172,371,4781,192,488,7352
754,2003,53,same_state,474,1098,12300,413,984,10229
755,2003,53,diff_state,179,355,4203,204,463,5532
756,2003,55,same_state,558,1112,14140,758,1516,21392
757,2003,55,diff_state,2084,3926,65430,2727,5497,106660
758,2003,55,foreign,23,43,648,25,53,801
759,2003,57,same_state,463,858,11763,525,845,10926
760,2003,57,diff_state,888,1622,23926,760,1275,22982
761,2003,57,foreign,22,31,185,161,179,707
762,2003,59,same_state,79,159,2081,81,170,2048
763,2003,59,diff_state,110,215,2585,120,221,3652
764,2003,61,same_state,78,167,2162,64,129,1474
765,2003,61,diff_state,55,100,1609,66,142,1796
766,2003,63,same_state,119,263,3123,117,292,2738
767,2003,63,diff_state,46,91,1101,44,107,1040
768,2003,65,same_state,348,799,9894,271,697,6715
769,2003,65,diff_state,346,706,7059,475,1094,11207
770,2003,65,foreign,0,0,0,36,37,131
771,2003,67,same_state,312,729,7562,242,616,5817
772,2003,67,diff_state,144,345,3678,103,224,2333
773,2003,69,same_state,320,611,8568,402,782,11101
774,2003,69,diff_state,701,1283,19652,686,1388,22607
775,2003,69,foreign,0,0,0,10,14,74
776,2003,71,same_state,32,68,779,19,41,497
777,2003,71,diff_state,60,126,1502,56,154,2312
778,2003,73,same_state,237,545,6251,225,551,5590
779,2003,73,diff_state,89,203,2283,107,236,2515
780,2003,75,same_state,259,578,7393,261,560,7443
781,2003,75,diff_state,317,705,7711,366,831,9962
782,2003,77,same_state,142,302,3395,90,222,2379
783,2003,77,diff_state,61,152,1718,45,117,1119
784,2003,79,same_state,180,356,4323,108,240,2494
785,2003,79,diff_state,170,381,4962,212,455,6361
786,2003,81,same_state,96,237,3841,58,136,2067
787,2003,81,diff_state,173,308,4947,257,458,9586
788,2003,83,same_state,891,1779,23279,1013,2150,26768
789,2003,83,diff_state,731,1514,21741,937,2023,27023
790,2003,83,foreign,12,14,194,0,0,0
791,2003,85,same_state,155,300,4428,182,350,6429
792,2003,85,diff_state,132,227,4827,169,318,7604
793,2003,87,same_state,148,311,3418,101,209,2179
794,2003,87,diff_state,95,200,2719,141,299,3841
795,2004,1,same_state,3431,7261,107973,3653,6949,106177
796,2004,1,diff_state,4346,8374,177387,5630,11356,245473
797,2004,1,foreign,79,161,2322,136,217,3379
798,2004,3,same_state,78,158,1577,54,116,1422
799,2004,3,diff_state,38,66,1072,64,135,2204
800,2004,5,same_state,957,2078,27465,884,1802,20704
801,2004,5,diff_state,1042,2263,31614,908,1962,31611
802,2004,5,foreign,20,24,488,72,83,495
803,2004,7,same_state,48,103,1265,41,90,909
804,2004,7,diff_state,85,172,2316,74,148,2618
805,2004,9,same_state,152,335,4104,80,161,2100
806,2004,9,diff_state,104,240,2714,161,331,4338
807,2004,11,same_state,731,1668,17974,603,1483,17068
808,2004,11,diff_state,398,891,11202,362,864,11530
809,2004,13,same_state,250,499,5896,200,400,7287
810,2004,13,diff_state,426,643,20780,446,790,27570
811,2004,13,foreign,28,40,502,49,49,572
812,2004,15,same_state,173,344,6063,159,358,5595
813,2004,15,diff_state,59,116,1886,87,169,4601
814,2004,17,same_state,380,789,10237,272,550,9445
815,2004,17,diff_state,635,1265,19508,979,1986,41795
816,2004,17,foreign,15,20,208,11,18,352
817,2004,19,same_state,987,2232,29547,1150,2731,33668
818,2004,19,diff_state,1053,2247,44557,1220,2893,49513
819,2004,19,foreign,14,26,345,20,35,984
820,2004,21,same_state,88,168,2323,73,149,2029
821,2004,21,diff_state,141,280,3204,201,427,6393
822,2004,23,same_state,61,127,1513,45,103,1439
823,2004,23,diff_state,32,59,1083,21,51,385
824,2004,25,same_state,22,47,629,0,0,0
825,2004,25,diff_state,15,33,504,0,0,0
826,2004,27,same_state,2104,4471,65468,2847,6258,84616
827,2004,27,diff_state,1430,3201,40571,1862,4382,59170
828,2004,27,foreign,22,40,842,29,53,676
829,2004,29,same_state,103,214,3192,70,156,2100
830,2004,29,diff_state,80,154,2680,76,185,2708
831,2004,31,same_state,423,994,10304,311,794,8076
832,2004,31,diff_state,294,632,7130,192,460,5072
833,2004,33,same_state,18,40,207,0,0,0
834,2004,33,diff_state,13,30,413,0,0,0
835,2004,35,same_state,136,295,3613,109,224,3024
836,2004,35,diff_state,97,220,2744,123,255,4470
837,2004,37,same_state,88,167,2522,63,124,1420
838,2004,37,diff_state,53,95,2295,75,137,2473
839,2004,39,same_state,405,819,11975,223,488,7400
840,2004,39,diff_state,782,1909,28146,1034,1962,29390
841,2004,39,foreign,211,444,6536,208,516,7189
842,2004,41,same_state,68,158,1468,50,141,1489
843,2004,41,diff_state,159,345,4634,205,514,6518
844,2004,43,same_state,272,631,6737,213,512,5547
845,2004,43,diff_state,162,350,3554,202,469,5186
846,2004,45,same_state,308,664,9242,286,615,8315
847,2004,45,diff_state,153,319,4667,197,470,7692
848,2004,47,same_state,285,621,6897,224,504,6548
849,2004,47,diff_state,128,256,3351,116,269,3498
850,2004,49,same_state,171,329,3903,156,310,4293
851,2004,49,diff_state,173,336,4785,218,464,7437
852,2004,51,same_state,430,1050,11433,402,1081,12320
853,2004,51,diff_state,152,341,3432,201,567,6717
854,2004,53,same_state,454,995,12671,433,1011,10528
855,2004,53,diff_state,191,402,4641,208,466,5570
856,2004,55,same_state,593,1184,17823,900,1804,26478
857,2004,55,diff_state,1986,3764,68214,3113,6440,129293
858,2004,55,foreign,34,64,1266,32,56,710
859,2004,57,same_state,517,938,12544,521,932,11606
860,2004,57,diff_state,896,1567,23632,798,1444,22498
861,2004,57,foreign,33,43,563,85,103,575
862,2004,59,same_state,90,169,2094,79,159,2176
863,2004,59,diff_state,123,243,4729,158,311,6099
864,2004,61,same_state,83,185,2049,69,152,1852
865,2004,61,diff_state,52,101,1461,60,120,1829
866,2004,63,same_state,118,279,3139,107,259,2691
867,2004,63,diff_state,43,81,1069,36,81,900
868,2004,65,same_state,372,984,8465,403,967,9122
869,2004,65,diff_state,400,900,8510,549,1232,11960
870,2004,65,foreign,0,0,0,33,38,114
871,2004,67,same_state,328,748,7978,212,547,5058
872,2004,67,diff_state,123,269,2747,95,249,2168
873,2004,69,same_state,349,640,9556,396,807,10823
874,2004,69,diff_state,731,1446,22111,647,1236,19940
875,2004,69,foreign,0,0,0,22,26,345
876,2004,71,same_state,36,69,648,31,67,772
877,2004,71,diff_state,57,127,1854,57,145,1643
878,2004,73,same_state,283,684,7351,221,521,5840
879,2004,73,diff_state,104,247,2148,103,222,3952
880,2004,75,same_state,302,622,7569,229,541,6670
881,2004,75,diff_state,328,789,8323,345,816,14505
882,2004,77,same_state,108,226,2741,98,230,2540
883,2004,77,diff_state,46,109,1494,50,131,1586
884,2004,79,same_state,195,376,5683,126,251,3008
885,2004,79,diff_state,163,324,4172,193,394,5116
886,2004,81,same_state,93,208,3497,65,133,1791
887,2004,81,diff_state,174,326,6622,264,426,9550
888,2004,83,same_state,961,1990,23271,969,2003,25037
889,2004,83,diff_state,790,1607,21604,829,1813,25993
890,2004,83,foreign,0,0,0,11,22,259
891,2004,85,same_state,163,295,4642,188,367,6692
892,2004,85,diff_state,121,215,4067,171,329,9803
893,2004,87,same_state,146,313,4140,108,230,2659
894,2004,87,diff_state,112,218,2558,137,300,3761
895,2005,1,same_state,3494,7270,115971,4124,7812,130137
896,2005,1,diff_state,4255,8316,186115,6936,14677,348026
897,2005,1,foreign,87,182,5328,142,233,4854
898,2005,3,same_state,76,168,2233,89,195,3198
899,2005,3,diff_state,40,72,941,74,133,3379
900,2005,5,same_state,1013,2331,28399,930,1907,23004
901,2005,5,diff_state,1086,2383,40744,987,2142,37968
902,2005,5,foreign,20,42,491,54,76,875
903,2005,7,same_state,69,137,1675,32,66,811
904,2005,7,diff_state,79,174,2506,78,188,2761
905,2005,9,same_state,115,229,3246,96,204,2752
906,2005,9,diff_state,95,180,2601,134,295,4507
907,2005,11,same_state,705,1615,20606,596,1535,18930
908,2005,11,diff_state,353,763,9226,345,879,11385
909,2005,11,foreign,10,15,312,0,0,0
910,2005,13,same_state,296,607,13371,194,376,7354
911,2005,13,diff_state,395,597,20955,441,711,26931
912,2005,13,foreign,35,36,240,13,15,237
913,2005,15,same_state,191,404,6712,182,425,8625
914,2005,15,diff_state,93,175,2974,94,211,4465
915,2005,17,same_state,371,716,10665,306,610,8571
916,2005,17,diff_state,640,1180,19218,1008,2047,44885
917,2005,17,foreign,10,19,306,0,0,0
918,2005,19,same_state,1133,2604,36834,1189,2828,38246
919,2005,19,diff_state,1135,2511,46118,1263,2970,52777
920,2005,19,foreign,18,38,802,0,0,0
921,2005,21,same_state,105,203,2637,90,198,2828
922,2005,21,diff_state,148,334,5522,194,437,5660
923,2005,23,same_state,65,131,1761,35,79,1182
924,2005,23,diff_state,28,53,741,24,67,730
925,2005,25,same_state,26,61,619,0,0,0
926,2005,25,diff_state,12,24,313,0,0,0
927,2005,27,same_state,2375,5016,78455,2884,6391,91840
928,2005,27,diff_state,1429,3179,46840,2310,5496,75730
929,2005,27,foreign,35,60,1056,19,32,412
930,2005,29,same_state,107,229,2860,62,170,1696
931,2005,29,diff_state,82,182,2525,49,112,1461
932,2005,31,same_state,385,822,8946,305,716,7628
933,2005,31,diff_state,213,512,6217,162,387,4606
934,2005,33,same_state,17,39,393,0,0,0
935,2005,33,diff_state,13,27,500,0,0,0
936,2005,35,same_state,114,228,3306,97,183,2990
937,2005,35,diff_state,118,245,3722,147,298,5799
938,2005,37,same_state,71,141,2235,67,128,3063
939,2005,37,diff_state,64,129,2592,70,135,2892
940,2005,39,same_state,474,958,14025,235,493,6827
941,2005,39,diff_state,867,2031,29494,921,1861,25951
942,2005,39,foreign,197,432,6464,197,483,6467
943,2005,41,same_state,72,174,1333,51,142,1351
944,2005,41,diff_state,204,481,5143,196,552,9944
945,2005,43,same_state,243,576,5411,178,389,4731
946,2005,43,diff_state,133,306,3598,122,254,4452
947,2005,45,same_state,322,682,10188,315,660,8690
948,2005,45,diff_state,137,272,3882,228,517,8606
949,2005,47,same_state,307,679,8624,240,549,6623
950,2005,47,diff_state,126,239,3722,129,292,3557
951,2005,49,same_state,198,357,5038,148,310,4328
952,2005,49,diff_state,150,287,4674,196,388,6998
953,2005,51,same_state,452,1075,13261,450,1218,14728
954,2005,51,diff_state,172,387,4440,253,640,9995
955,2005,53,same_state,457,970,12695,384,909,8314
956,2005,53,diff_state,167,343,3899,190,475,5055
957,2005,55,same_state,608,1287,17029,811,1579,24195
958,2005,55,diff_state,2105,3990,72140,3473,7298,181229
959,2005,55,foreign,27,34,705,30,49,670
960,2005,57,same_state,556,977,14502,469,759,9772
961,2005,57,diff_state,1010,1696,27823,770,1398,26201
962,2005,57,foreign,28,56,606,97,103,473
963,2005,59,same_state,86,149,2036,70,134,2005
964,2005,59,diff_state,121,222,3644,148,287,5815
965,2005,61,same_state,96,181,2516,70,161,1950
966,2005,61,diff_state,41,70,1169,58,114,1797
967,2005,63,same_state,114,246,2673,129,336,3983
968,2005,63,diff_state,28,54,643,48,103,1464
969,2005,65,same_state,454,1137,10442,447,1025,10232
970,2005,65,diff_state,573,1347,11589,749,1527,15968
971,2005,65,foreign,0,0,0,74,86,261
972,2005,67,same_state,397,913,9476,286,641,7157
973,2005,67,diff_state,162,365,4469,137,339,3868
974,2005,69,same_state,342,629,10389,375,692,10135
975,2005,69,diff_state,741,1360,24242,691,1378,25549
976,2005,69,foreign,0,0,0,27,32,142
977,2005,71,same_state,38,65,696,21,42,493
978,2005,71,diff_state,54,109,1458,65,161,2179
979,2005,73,same_state,283,692,8274,224,542,7301
980,2005,73,diff_state,102,227,2244,116,265,3576
981,2005,75,same_state,307,652,7792,262,613,8408
982,2005,75,diff_state,302,629,7921,395,979,13409
983,2005,77,same_state,138,315,4742,120,287,2866
984,2005,77,diff_state,62,156,1514,50,124,1500
985,2005,79,same_state,149,280,4006,131,281,4233
986,2005,79,diff_state,145,273,3337,237,476,7106
987,2005,81,same_state,79,166,2379,69,174,2120
988,2005,81,diff_state,179,326,6342,245,421,6836
989,2005,83,same_state,934,1973,24484,957,2044,26805
990,2005,83,diff_state,753,1651,24370,971,2106,33451
991,2005,83,foreign,15,22,307,30,52,645
992,2005,85,same_state,220,427,8183,269,552,10386
993,2005,85,diff_state,136,233,5399,232,456,12604
994,2005,87,same_state,133,289,3658,148,320,2510
995,2005,87,diff_state,126,258,2637,112,239,4521
996,2006,1,same_state,3764,7961,149296,4357,8362,153146
997,2006,1,diff_state,4736,9308,218765,7646,16455,403373
998,2006,1,foreign,97,166,3762,139,270,6232
999,2006,3,same_state,75,158,2233,73,137,2552
1000,2006,3,diff_state,52,106,1846,57,105,3175
1001,2006,5,same_state,976,2149,30732,989,2037,26510
1002,2006,5,diff_state,1065,2348,37687,1009,2284,42451
1003,2006,5,foreign,16,35,485,56,75,511
1004,2006,7,same_state,53,112,1485,32,88,950
1005,2006,7,diff_state,112,216,3668,95,227,3425
1006,2006,9,same_state,123,229,3602,119,290,3692
1007,2006,9,diff_state,118,237,3219,137,306,4909
1008,2006,11,same_state,754,1672,21129,543,1358,16737
1009,2006,11,diff_state,381,898,11755,389,962,16100
1010,2006,13,same_state,284,535,11542,228,451,14047
1011,2006,13,diff_state,411,647,22699,461,770,27008
1012,2006,13,foreign,21,27,535,16,18,603
1013,2006,15,same_state,203,426,6685,194,413,8038
1014,2006,15,diff_state,50,101,2358,117,254,5467
1015,2006,17,same_state,374,700,11205,279,526,9399
1016,2006,17,diff_state,690,1276,23568,947,1893,52020
1017,2006,17,foreign,0,0,0,12,19,236
1018,2006,19,same_state,1125,2604,39017,1292,2969,39503
1019,2006,19,diff_state,1144,2475,51465,1403,3454,78240
1020,2006,19,foreign,13,33,1078,10,24,251
1021,2006,21,same_state,103,230,2774,109,233,3165
1022,2006,21,diff_state,148,313,4112,213,477,9022
1023,2006,23,same_state,45,88,1562,37,82,1009
1024,2006,23,diff_state,25,46,831,23,50,1069
1025,2006,25,same_state,0,0,0,0,0,0
1026,2006,25,diff_state,0,0,0,0,0,0
1027,2006,27,same_state,2670,5848,100670,2971,6723,108957
1028,2006,27,diff_state,1569,3676,51503,2980,7383,122575
1029,2006,27,foreign,17,24,388,34,68,902
1030,2006,29,same_state,102,235,3037,77,183,2755
1031,2006,29,diff_state,96,225,5874,79,184,4339
1032,2006,31,same_state,421,1006,11145,282,729,9217
1033,2006,31,diff_state,201,438,5757,188,495,5988
1034,2006,33,same_state,0,0,0,0,0,0
1035,2006,33,diff_state,0,0,0,0,0,0
1036,2006,35,same_state,121,221,3465,129,230,3868
1037,2006,35,diff_state,101,194,3319,114,239,4213
1038,2006,37,same_state,90,180,2937,84,183,3302
1039,2006,37,diff_state,60,92,2315,80,152,3942
1040,2006,39,same_state,400,778,12099,268,560,7502
1041,2006,39,diff_state,886,2068,30305,793,1767,26648
1042,2006,39,foreign,222,492,6831,216,519,7348
1043,2006,41,same_state,82,227,2340,59,155,1849
1044,2006,41,diff_state,216,487,6785,178,474,6886
1045,2006,43,same_state,217,503,4917,202,490,6617
1046,2006,43,diff_state,132,294,3455,138,308,5013
1047,2006,45,same_state,340,687,12403,274,619,10532
1048,2006,45,diff_state,133,302,3556,242,539,10537
1049,2006,47,same_state,318,701,8180,238,550,6127
1050,2006,47,diff_state,140,321,4263,144,315,4235
1051,2006,49,same_state,223,426,6619,165,347,5111
1052,2006,49,diff_state,157,304,4749,238,463,11654
1053,2006,51,same_state,472,1113,13421,454,1182,15800
1054,2006,51,diff_state,185,421,5761,273,723,11470
1055,2006,53,same_state,490,1111,13653,413,1045,11982
1056,2006,53,diff_state,177,384,4927,234,559,7604
1057,2006,55,same_state,699,1340,20688,829,1552,26856
1058,2006,55,diff_state,2392,4498,87350,3203,6505,145908
1059,2006,55,foreign,17,34,741,28,62,846
1060,2006,57,same_state,518,898,14317,508,837,14695
1061,2006,57,diff_state,978,1665,27428,844,1537,28717
1062,2006,57,foreign,17,33,468,69,86,796
1063,2006,59,same_state,92,182,2874,86,174,2564
1064,2006,59,diff_state,119,212,3669,149,285,7330
1065,2006,61,same_state,64,140,2150,66,135,2041
1066,2006,61,diff_state,44,84,1049,55,121,1614
1067,2006,63,same_state,125,274,4017,114,258,3205
1068,2006,63,diff_state,34,85,954,40,78,1034
1069,2006,65,same_state,561,1380,14500,443,1024,10226
1070,2006,65,diff_state,784,1824,16634,817,1781,19447
1071,2006,65,foreign,12,22,283,71,79,169
1072,2006,67,same_state,386,901,10345,272,708,6906
1073,2006,67,diff_state,175,386,4969,159,388,4713
1074,2006,69,same_state,353,695,14579,407,755,13696
1075,2006,69,diff_state,744,1367,24754,721,1360,24363
1076,2006,69,foreign,0,0,0,19,22,182
1077,2006,71,same_state,40,84,1016,27,68,799
