id,dest_year,dest_countyfips,origin_statefips,origin_countyfips,origin_state,origin_county,returns,exempt,agi
1,1996,0,96,0,ID,Total Mig - US & For,35042,77734,963504
2,1996,0,97,0,ID,Total Mig - US,34440,76554,951826
3,1996,0,97,1,ID,Total Mig - US Same St,13325,29821,317347
4,1996,0,97,3,ID,Total Mig - US Diff St,21115,46733,634478
5,1996,0,98,0,ID,Total Mig - Foreign,602,1180,11679
6,1996,1,96,0,ID,Ada County Tot Mig-US & For,8375,17222,267480
7,1996,1,97,0,ID,Ada County Tot Mig-US,8301,17076,264741
8,1996,1,97,1,ID,Ada County Tot Mig-Same St,2690,5126,67226
9,1996,1,97,3,ID,Ada County Tot Mig-Diff St,5611,11950,197514
10,1996,1,98,0,ID,Ada County Tot Mig-Foreign,74,146,2739
11,1996,1,16,1,ID,Ada County Non-Migrants,87739,201062,4058471
12,1996,1,16,27,ID,Canyon County,834,1610,21998
13,1996,1,16,39,ID,Elmore County,227,456,5861
14,1996,1,49,35,UT,Salt Lake County,208,512,7177
15,1996,1,53,33,WA,King County,202,372,7243
16,1996,1,16,83,ID,Twin Falls County,188,338,4376
17,1996,1,16,5,ID,Bannock County,170,355,4521
18,1996,1,6,37,CA,Los Angeles County,163,340,6095
19,1996,1,4,13,AZ,Maricopa County,158,363,6047
20,1996,1,16,19,ID,Bonneville County,147,300,4025
21,1996,1,16,45,ID,Gem County,115,208,2427
22,1996,1,16,57,ID,Latah County,109,176,1912
23,1996,1,6,59,CA,Orange County,93,204,3254
24,1996,1,41,51,OR,Multnomah County,93,190,2752
25,1996,1,53,63,WA,Spokane County,87,162,2451
26,1996,1,16,15,ID,Boise County,84,164,1867
27,1996,1,16,85,ID,Valley County,81,143,2801
28,1996,1,6,73,CA,San Diego County,80,176,2805
29,1996,1,6,85,CA,Santa Clara County,70,146,4063
30,1996,1,32,3,NV,Clark County,70,144,2314
31,1996,1,16,75,ID,Payette County,69,123,1971
32,1996,1,53,61,WA,Snohomish County,69,138,2001
33,1996,1,6,71,CA,San Bernardino Count,63,159,2677
34,1996,1,16,13,ID,Blaine County,63,107,1707
35,1996,1,16,55,ID,Kootenai County,62,110,1403
36,1996,1,41,45,OR,Malheur County,60,99,1171
37,1996,1,53,53,WA,Pierce County,60,140,2216
38,1996,1,41,67,OR,Washington County,55,128,2199
39,1996,1,49,49,UT,Utah County,55,156,1496
40,1996,1,6,1,CA,Alameda County,54,124,2262
41,1996,1,41,47,OR,Marion County,54,116,1596
42,1996,1,2,20,AK,Anchorage Borough,50,119,2227
43,1996,1,6,67,CA,Sacramento County,49,115,1800
44,1996,1,35,1,NM,Bernalillo County,49,108,2100
45,1996,1,53,11,WA,Clark County,49,107,1868
46,1996,1,16,31,ID,Cassia County,48,101,882
47,1996,1,16,69,ID,Nez Perce County,48,82,1329
48,1996,1,41,5,OR,Clackamas County,48,98,2206
49,1996,1,6,13,CA,Contra Costa County,47,86,1848
50,1996,1,32,7,NV,Elko County,47,80,1010
51,1996,1,16,73,ID,Owyhee County,46,89,1056
52,1996,1,57,5,FR,Foreign - APO/FPO ZIPs,46,94,1258
53,1996,1,16,11,ID,Bingham County,44,90,1080
54,1996,1,53,5,WA,Benton County,44,99,1442
55,1996,1,16,67,ID,Minidoka County,43,84,1122
56,1996,1,30,63,MT,Missoula County,41,73,1090
57,1996,1,32,31,NV,Washoe County,41,98,1106
58,1996,1,6,81,CA,San Mateo County,40,67,1323
59,1996,1,30,111,MT,Yellowstone County,39,81,1589
60,1996,1,41,39,OR,Lane County,39,78,5770
61,1996,1,41,61,OR,Union County,38,64,835
62,1996,1,8,5,CO,Arapahoe County,37,80,1369
63,1996,1,16,53,ID,Jerome County,37,71,776
64,1996,1,6,65,CA,Riverside County,36,88,1096
65,1996,1,8,41,CO,El Paso County,35,88,1020
66,1996,1,16,49,ID,Idaho County,35,64,758
67,1996,1,16,47,ID,Gooding County,34,62,634
68,1996,1,49,11,UT,Davis County,34,100,1092
69,1996,1,53,35,WA,Kitsap County,34,89,1256
70,1996,1,41,59,OR,Umatilla County,32,59,776
71,1996,1,49,5,UT,Cache County,32,80,850
72,1996,1,6,19,CA,Fresno County,31,55,971
73,1996,1,41,17,OR,Deschutes County,31,62,808
74,1996,1,4,19,AZ,Pima County,30,59,837
75,1996,1,6,111,CA,Ventura County,30,74,1098
76,1996,1,41,1,OR,Baker County,29,52,740
77,1996,1,6,107,CA,Tulare County,28,83,1030
78,1996,1,30,31,MT,Gallatin County,28,58,901
79,1996,1,30,29,MT,Flathead County,27,45,494
80,1996,1,16,17,ID,Bonner County,26,47,673
81,1996,1,49,57,UT,Weber County,26,70,757
82,1996,1,17,31,IL,Cook County,25,35,802
83,1996,1,48,29,TX,Bexar County,25,54,839
84,1996,1,6,97,CA,Sonoma County,24,53,755
85,1996,1,16,65,ID,Madison County,24,51,429
86,1996,1,16,87,ID,Washington County,24,52,558
87,1996,1,27,53,MN,Hennepin County,24,41,851
88,1996,1,48,439,TX,Tarrant County,24,55,1410
89,1996,1,53,67,WA,Thurston County,24,55,581
90,1996,1,53,77,WA,Yakima County,24,63,657
91,1996,1,6,29,CA,Kern County,23,69,1059
92,1996,1,6,99,CA,Stanislaus County,23,56,796
93,1996,1,15,3,HI,Honolulu County,23,45,960
94,1996,1,41,29,OR,Jackson County,23,50,736
95,1996,1,6,89,CA,Shasta County,22,56,524
96,1996,1,8,59,CO,Jefferson County,22,46,1098
97,1996,1,48,113,TX,Dallas County,22,48,1027
98,1996,1,48,201,TX,Harris County,22,48,880
99,1996,1,6,77,CA,San Joaquin County,21,49,513
100,1996,1,16,3,ID,Adams County,21,40,544
101,1996,1,8,69,CO,Larimer County,20,37,746
102,1996,1,48,453,TX,Travis County,20,49,904
103,1996,1,30,49,MT,Lewis And Clark Coun,19,33,552
104,1996,1,6,83,CA,Santa Barbara County,18,39,831
105,1996,1,30,93,MT,Silver Bow County,18,36,463
106,1996,1,30,13,MT,Cascade County,17,23,374
107,1996,1,51,59,VA,Fairfax County,17,32,1078
108,1996,1,6,61,CA,Placer County,16,31,333
109,1996,1,6,95,CA,Solano County,16,38,660
110,1996,1,53,73,WA,Whatcom County,0,0,0
111,1996,1,6,7,CA,Butte County,15,30,339
112,1996,1,8,13,CO,Boulder County,15,33,581
113,1996,1,8,31,CO,Denver County,15,16,480
114,1996,1,29,189,MO,St Louis County,15,30,727
115,1996,1,6,17,CA,El Dorado County,14,25,343
116,1996,1,6,23,CA,Humboldt County,14,26,309
117,1996,1,6,47,CA,Merced County,14,28,299
118,1996,1,6,87,CA,Santa Cruz County,14,26,719
119,1996,1,16,43,ID,Fremont County,14,29,267
120,1996,1,16,51,ID,Jefferson County,14,42,615
121,1996,1,16,59,ID,Lemhi County,14,25,211
122,1996,1,41,43,OR,Linn County,14,30,436
123,1996,1,56,39,WY,Teton County,14,22,502
124,1996,1,2,90,AK,Fairbanks North Star,13,27,422
125,1996,1,4,5,AZ,Coconino County,13,28,272
126,1996,1,6,41,CA,Marin County,13,19,477
127,1996,1,6,75,CA,San Francisco County,13,20,452
128,1996,1,8,1,CO,Adams County,13,28,457
129,1996,1,12,103,FL,Pinellas County,13,18,361
130,1996,1,16,79,ID,Shoshone County,13,21,200
131,1996,1,41,3,OR,Benton County,13,24,354
132,1996,1,42,3,PA,Allegheny County,13,24,632
133,1996,1,53,71,WA,Walla Walla County,13,28,479
134,1996,1,53,75,WA,Whitman County,13,23,392
135,1996,1,55,25,WI,Dane County,13,26,436
136,1996,1,4,27,AZ,Yuma County,12,25,270
137,1996,1,6,53,CA,Monterey County,12,25,298
138,1996,1,30,81,MT,Ravalli County,12,23,233
139,1996,1,31,55,NE,Douglas County,12,24,448
140,1996,1,12,95,FL,Orange County,11,24,293
141,1996,1,16,35,ID,Clearwater County,11,20,308
142,1996,1,17,43,IL,Du Page County,11,26,427
143,1996,1,37,51,NC,Cumberland County,11,17,227
144,1996,1,46,99,SD,Minnehaha County,11,28,372
145,1996,1,48,141,TX,El Paso County,11,28,354
146,1996,1,56,21,WY,Laramie County,11,28,382
147,1996,1,2,122,AK,Kenai Peninsula Boro,10,17,359
148,1996,1,6,79,CA,San Luis Obispo Coun,10,16,234
149,1996,1,32,13,NV,Humboldt County,10,23,246
150,1996,1,40,143,OK,Tulsa County,10,16,659
151,1996,1,41,71,OR,Yamhill County,10,27,277
152,1996,1,49,3,UT,Box Elder County,10,26,285
153,1996,1,53,3,WA,Asotin County,10,25,407
154,1996,1,53,57,WA,Skagit County,10,24,394
155,1996,1,56,37,WY,Sweetwater County,10,21,368
156,1996,1,58,0,SS,Other Flows - Same State,45,66,914
157,1996,1,59,0,DS,Other Flows - Diff State,1757,3722,60955
158,1996,1,59,1,DS,Other Flows - Northeast,229,470,10724
159,1996,1,59,3,DS,Other Flows - Midwest,467,944,15572
160,1996,1,59,5,DS,Other Flows - South,528,1124,19514
161,1996,1,59,7,DS,Other Flows - West,533,1184,15143
162,1996,1,57,9,FR,Foreign - Other flows,28,52,1480
163,1996,3,96,0,ID,Adams County Tot Mig-US & For,133,290,5813
164,1996,3,97,0,ID,Adams County Tot Mig-US,133,290,5813
165,1996,3,97,1,ID,Adams County Tot Mig-Same St,68,154,1835
166,1996,3,97,3,ID,Adams County Tot Mig-Diff St,65,136,3978
167,1996,3,16,3,ID,Adams County Non-Migrants,1118,2735,28448
168,1996,3,16,1,ID,Ada County,21,49,573
169,1996,3,16,87,ID,Washington County,11,20,224
170,1996,3,16,85,ID,Valley County,10,26,361
171,1996,3,58,0,SS,Other Flows - Same State,26,59,677
172,1996,3,59,0,DS,Other Flows - Diff State,65,136,3978
173,1996,5,96,0,ID,Bannock County Tot Mig-US & For,1805,3743,45376
174,1996,5,97,0,ID,Bannock County Tot Mig-US,1767,3690,45035
175,1996,5,97,1,ID,Bannock County Tot Mig-Same St,768,1573,17468
176,1996,5,97,3,ID,Bannock County Tot Mig-Diff St,999,2117,27567
177,1996,5,98,0,ID,Bannock County Tot Mig-Foreign,38,53,340
178,1996,5,16,5,ID,Bannock County Non-Migrants,21665,55101,763250
179,1996,5,16,11,ID,Bingham County,179,384,3566
180,1996,5,16,19,ID,Bonneville County,107,211,2201
181,1996,5,16,1,ID,Ada County,102,211,2334
182,1996,5,49,35,UT,Salt Lake County,69,165,1810
183,1996,5,16,83,ID,Twin Falls County,56,110,1280
184,1996,5,16,77,ID,Power County,39,79,689
185,1996,5,16,29,ID,Caribou County,35,78,2563
186,1996,5,49,5,UT,Cache County,30,60,555
187,1996,5,49,49,UT,Utah County,29,71,542
188,1996,5,16,43,ID,Fremont County,26,49,420
189,1996,5,16,65,ID,Madison County,26,50,368
190,1996,5,16,31,ID,Cassia County,24,50,428
191,1996,5,4,13,AZ,Maricopa County,22,44,777
192,1996,5,16,27,ID,Canyon County,20,42,471
193,1996,5,49,11,UT,Davis County,17,56,664
194,1996,5,53,33,WA,King County,15,30,235
195,1996,5,16,67,ID,Minidoka County,14,28,257
196,1996,5,49,57,UT,Weber County,14,35,236
197,1996,5,57,5,FR,Foreign - APO/FPO ZIPs,14,26,310
198,1996,5,6,37,CA,Los Angeles County,13,19,238
199,1996,5,16,51,ID,Jefferson County,13,23,174
200,1996,5,16,55,ID,Kootenai County,13,18,260
201,1996,5,6,73,CA,San Diego County,12,28,288
202,1996,5,16,7,ID,Bear Lake County,12,27,358
203,1996,5,16,69,ID,Nez Perce County,12,18,293
204,1996,5,32,3,NV,Clark County,11,16,215
205,1996,5,4,19,AZ,Pima County,10,19,415
206,1996,5,6,71,CA,San Bernardino Count,10,23,417
207,1996,5,16,57,ID,Latah County,10,29,146
208,1996,5,41,39,OR,Lane County,10,20,279
209,1996,5,49,3,UT,Box Elder County,10,25,292
210,1996,5,58,0,SS,Other Flows - Same State,80,166,1660
211,1996,5,59,0,DS,Other Flows - Diff State,727,1506,20603
212,1996,5,59,1,DS,Other Flows - Northeast,46,71,1196
213,1996,5,59,3,DS,Other Flows - Midwest,122,247,3567
214,1996,5,59,5,DS,Other Flows - South,135,303,3878
215,1996,5,59,7,DS,Other Flows - West,424,885,11962
216,1996,5,57,9,FR,Foreign - Other flows,24,27,30
217,1996,7,96,0,ID,Bear Lake Count Tot Mig-US & For,106,252,2152
218,1996,7,97,0,ID,Bear Lake Count Tot Mig-US,106,252,2152
219,1996,7,97,1,ID,Bear Lake Count Tot Mig-Same St,27,65,505
220,1996,7,97,3,ID,Bear Lake Count Tot Mig-Diff St,79,187,1647
221,1996,7,16,7,ID,Bear Lake Count Non-Migrants,1786,5325,52331
222,1996,7,58,0,SS,Other Flows - Same State,27,65,505
223,1996,7,59,0,DS,Other Flows - Diff State,79,187,1647
224,1996,9,96,0,ID,Benewah County Tot Mig-US & For,268,569,6441
225,1996,9,97,0,ID,Benewah County Tot Mig-US,268,569,6441
226,1996,9,97,1,ID,Benewah County Tot Mig-Same St,99,221,2253
227,1996,9,97,3,ID,Benewah County Tot Mig-Diff St,169,348,4189
228,1996,9,16,9,ID,Benewah County Non-Migrants,2815,7021,86662
229,1996,9,16,55,ID,Kootenai County,46,99,959
230,1996,9,53,63,WA,Spokane County,20,45,507
231,1996,9,16,57,ID,Latah County,12,27,266
232,1996,9,58,0,SS,Other Flows - Same State,41,95,1028
233,1996,9,59,0,DS,Other Flows - Diff State,149,303,3682
234,1996,11,96,0,ID,Bingham County Tot Mig-US & For,785,2112,19337
235,1996,11,97,0,ID,Bingham County Tot Mig-US,785,2112,19337
236,1996,11,97,1,ID,Bingham County Tot Mig-Same St,422,1137,10499
237,1996,11,97,3,ID,Bingham County Tot Mig-Diff St,363,975,8837
238,1996,11,16,11,ID,Bingham County Non-Migrants,11867,35053,388006
239,1996,11,16,19,ID,Bonneville County,180,433,4988
240,1996,11,16,5,ID,Bannock County,110,307,2491
241,1996,11,49,35,UT,Salt Lake County,23,63,465
242,1996,11,16,77,ID,Power County,17,53,307
243,1996,11,16,51,ID,Jefferson County,16,43,531
244,1996,11,49,49,UT,Utah County,15,38,273
245,1996,11,32,3,NV,Clark County,14,37,331
246,1996,11,49,5,UT,Cache County,13,38,222
247,1996,11,16,1,ID,Ada County,12,46,269
248,1996,11,16,65,ID,Madison County,12,46,260
249,1996,11,16,23,ID,Butte County,11,32,255
250,1996,11,49,57,UT,Weber County,11,40,271
251,1996,11,53,33,WA,King County,10,25,286
252,1996,11,58,0,SS,Other Flows - Same State,64,177,1398
253,1996,11,59,0,DS,Other Flows - Diff State,277,734,6989
254,1996,13,96,0,ID,Blaine County Tot Mig-US & For,824,1349,27099
255,1996,13,97,0,ID,Blaine County Tot Mig-US,824,1349,27099
256,1996,13,97,1,ID,Blaine County Tot Mig-Same St,205,374,4762
257,1996,13,97,3,ID,Blaine County Tot Mig-Diff St,619,975,22336
258,1996,13,16,13,ID,Blaine County Non-Migrants,5952,12304,287940
259,1996,13,16,1,ID,Ada County,67,114,2153
260,1996,13,53,33,WA,King County,61,76,614
261,1996,13,6,37,CA,Los Angeles County,43,78,3729
262,1996,13,6,59,CA,Orange County,23,30,552
263,1996,13,16,83,ID,Twin Falls County,23,34,495
264,1996,13,49,35,UT,Salt Lake County,20,27,363
265,1996,13,6,73,CA,San Diego County,15,24,718
266,1996,13,16,67,ID,Minidoka County,12,19,136
267,1996,13,53,63,WA,Spokane County,12,16,191
268,1996,13,53,61,WA,Snohomish County,11,16,565
269,1996,13,6,75,CA,San Francisco County,10,13,691
270,1996,13,16,5,ID,Bannock County,10,18,182
271,1996,13,16,19,ID,Bonneville County,10,19,174
272,1996,13,16,27,ID,Canyon County,10,18,140
273,1996,13,16,53,ID,Jerome County,10,22,181
274,1996,13,58,0,SS,Other Flows - Same State,63,130,1302
275,1996,13,59,0,DS,Other Flows - Diff State,424,695,14914
276,1996,13,59,1,DS,Other Flows - Northeast,64,83,1703
277,1996,13,59,3,DS,Other Flows - Midwest,43,61,1242
278,1996,13,59,5,DS,Other Flows - South,52,77,2831
279,1996,13,59,7,DS,Other Flows - West,265,474,9138
280,1996,15,96,0,ID,Boise County Tot Mig-US & For,207,477,5647
281,1996,15,97,0,ID,Boise County Tot Mig-US,207,477,5647
282,1996,15,97,1,ID,Boise County Tot Mig-Same St,138,322,3489
283,1996,15,97,3,ID,Boise County Tot Mig-Diff St,69,155,2158
284,1996,15,16,15,ID,Boise County Non-Migrants,1113,2649,34774
285,1996,15,16,1,ID,Ada County,90,205,3120
286,1996,15,16,27,ID,Canyon County,15,35,378
287,1996,15,58,0,SS,Other Flows - Same State,33,82,9
288,1996,15,59,0,DS,Other Flows - Diff State,69,155,2158
289,1996,17,96,0,ID,Bonner County Tot Mig-US & For,1010,2160,32779
290,1996,17,97,0,ID,Bonner County Tot Mig-US,1010,2160,32779
291,1996,17,97,1,ID,Bonner County Tot Mig-Same St,226,513,5327
292,1996,17,97,3,ID,Bonner County Tot Mig-Diff St,784,1647,27452
293,1996,17,16,17,ID,Bonner County Non-Migrants,9934,23566,300986
294,1996,17,16,55,ID,Kootenai County,120,281,2910
295,1996,17,53,63,WA,Spokane County,81,158,2623
296,1996,17,53,33,WA,King County,43,73,1160
297,1996,17,53,51,WA,Pend Oreille County,29,63,659
298,1996,17,6,37,CA,Los Angeles County,28,55,1028
299,1996,17,16,21,ID,Boundary County,22,41,348
300,1996,17,53,61,WA,Snohomish County,21,55,822
301,1996,17,6,73,CA,San Diego County,20,55,750
302,1996,17,6,59,CA,Orange County,19,38,644
303,1996,17,6,65,CA,Riverside County,14,34,524
304,1996,17,16,57,ID,Latah County,14,22,189
305,1996,17,6,67,CA,Sacramento County,12,29,165
306,1996,17,16,69,ID,Nez Perce County,12,28,307
307,1996,17,53,53,WA,Pierce County,12,28,141
308,1996,17,4,13,AZ,Maricopa County,11,28,460
309,1996,17,16,1,ID,Ada County,11,25,315
310,1996,17,6,71,CA,San Bernardino Count,10,24,354
311,1996,17,58,0,SS,Other Flows - Same State,47,116,1258
312,1996,17,59,0,DS,Other Flows - Diff State,484,1007,18123
313,1996,17,59,1,DS,Other Flows - Northeast,16,26,607
314,1996,17,59,3,DS,Other Flows - Midwest,50,94,1121
315,1996,17,59,5,DS,Other Flows - South,61,128,3164
316,1996,17,59,7,DS,Other Flows - West,357,759,13232
317,1996,19,96,0,ID,Bonneville Coun Tot Mig-US & For,1723,4213,46730
318,1996,19,97,0,ID,Bonneville Coun Tot Mig-US,1710,4186,46417
319,1996,19,97,1,ID,Bonneville Coun Tot Mig-Same St,764,1856,16217
320,1996,19,97,3,ID,Bonneville Coun Tot Mig-Diff St,946,2330,30200
321,1996,19,98,0,ID,Bonneville Coun Tot Mig-Foreign,13,27,313
322,1996,19,16,19,ID,Bonneville Coun Non-Migrants,22944,62848,958469
323,1996,19,16,11,ID,Bingham County,196,461,4173
324,1996,19,16,51,ID,Jefferson County,175,436,3139
325,1996,19,16,5,ID,Bannock County,105,235,2574
326,1996,19,49,35,UT,Salt Lake County,62,149,1527
327,1996,19,16,1,ID,Ada County,58,139,1250
328,1996,19,16,65,ID,Madison County,57,159,1169
329,1996,19,49,49,UT,Utah County,39,87,826
330,1996,19,49,5,UT,Cache County,34,83,648
331,1996,19,16,43,ID,Fremont County,29,73,666
332,1996,19,49,11,UT,Davis County,19,65,737
333,1996,19,51,700,VA,Newport News,19,59,1056
334,1996,19,4,13,AZ,Maricopa County,18,46,345
335,1996,19,6,37,CA,Los Angeles County,17,36,550
336,1996,19,16,57,ID,Latah County,16,42,301
337,1996,19,16,81,ID,Teton County,16,31,377
338,1996,19,16,83,ID,Twin Falls County,16,39,410
339,1996,19,53,35,WA,Kitsap County,16,49,308
340,1996,19,49,57,UT,Weber County,14,34,297
341,1996,19,16,23,ID,Butte County,13,27,267
342,1996,19,30,31,MT,Gallatin County,13,26,233
343,1996,19,53,33,WA,King County,13,39,514
344,1996,19,16,27,ID,Canyon County,12,25,219
345,1996,19,16,59,ID,Lemhi County,12,31,137
346,1996,19,30,13,MT,Cascade County,12,24,184
347,1996,19,56,23,WY,Lincoln County,12,27,369
348,1996,19,32,3,NV,Clark County,11,20,156
349,1996,19,16,67,ID,Minidoka County,10,33,277
350,1996,19,56,39,WY,Teton County,10,24,415
351,1996,19,58,0,SS,Other Flows - Same State,49,125,1258
352,1996,19,59,0,DS,Other Flows - Diff State,637,1562,22033
353,1996,19,59,1,DS,Other Flows - Northeast,31,59,1036
354,1996,19,59,3,DS,Other Flows - Midwest,88,205,2926
355,1996,19,59,5,DS,Other Flows - South,178,481,8037
356,1996,19,59,7,DS,Other Flows - West,340,817,10033
357,1996,19,57,9,FR,Foreign - Other flows,13,27,313
358,1996,21,96,0,ID,Boundary County Tot Mig-US & For,238,570,6109
359,1996,21,97,0,ID,Boundary County Tot Mig-US,238,570,6109
360,1996,21,97,1,ID,Boundary County Tot Mig-Same St,69,157,1502
361,1996,21,97,3,ID,Boundary County Tot Mig-Diff St,169,413,4607
362,1996,21,16,21,ID,Boundary County Non-Migrants,2746,7075,71950
363,1996,21,16,17,ID,Bonner County,25,59,647
364,1996,21,16,55,ID,Kootenai County,18,35,155
365,1996,21,58,0,SS,Other Flows - Same State,26,63,700
366,1996,21,59,0,DS,Other Flows - Diff State,169,413,4607
367,1996,23,96,0,ID,Butte County Tot Mig-US & For,77,210,2389
368,1996,23,97,0,ID,Butte County Tot Mig-US,77,210,2389
369,1996,23,97,1,ID,Butte County Tot Mig-Same St,40,118,1004
370,1996,23,97,3,ID,Butte County Tot Mig-Diff St,37,92,1384
371,1996,23,16,23,ID,Butte County Non-Migrants,822,2288,23504
372,1996,23,58,0,SS,Other Flows - Same State,40,118,1004
373,1996,23,59,0,DS,Other Flows - Diff State,37,92,1384
374,1996,25,96,0,ID,Camas County Tot Mig-US & For,40,94,912
375,1996,25,97,0,ID,Camas County Tot Mig-US,40,94,912
376,1996,25,97,1,ID,Camas County Tot Mig-Same St,24,65,599
377,1996,25,97,3,ID,Camas County Tot Mig-Diff St,16,29,313
378,1996,25,16,25,ID,Camas County Non-Migrants,288,680,7701
379,1996,25,58,0,SS,Other Flows - Same State,24,65,599
380,1996,25,59,0,DS,Other Flows - Diff State,16,29,313
381,1996,27,96,0,ID,Canyon County Tot Mig-US & For,3031,7057,79065
382,1996,27,97,0,ID,Canyon County Tot Mig-US,3010,7006,78691
383,1996,27,97,1,ID,Canyon County Tot Mig-Same St,1564,3572,43065
384,1996,27,97,3,ID,Canyon County Tot Mig-Diff St,1446,3434,35627
385,1996,27,98,0,ID,Canyon County Tot Mig-Foreign,21,51,374
386,1996,27,16,27,ID,Canyon County Non-Migrants,32021,81111,1014464
387,1996,27,16,1,ID,Ada County,986,2186,29656
388,1996,27,16,73,ID,Owyhee County,151,374,3013
389,1996,27,41,45,OR,Malheur County,67,185,1762
390,1996,27,6,37,CA,Los Angeles County,62,162,1351
391,1996,27,16,45,ID,Gem County,45,115,931
392,1996,27,16,75,ID,Payette County,44,113,1042
393,1996,27,16,83,ID,Twin Falls County,39,87,1020
394,1996,27,16,39,ID,Elmore County,34,67,768
395,1996,27,53,33,WA,King County,34,58,1218
396,1996,27,4,13,AZ,Maricopa County,32,88,657
397,1996,27,16,19,ID,Bonneville County,32,80,867
398,1996,27,49,35,UT,Salt Lake County,30,74,606
399,1996,27,16,5,ID,Bannock County,29,68,964
400,1996,27,16,85,ID,Valley County,28,73,550
401,1996,27,6,59,CA,Orange County,24,65,403
402,1996,27,6,65,CA,Riverside County,22,50,441
403,1996,27,32,3,NV,Clark County,21,48,396
404,1996,27,41,61,OR,Union County,20,50,536
405,1996,27,6,73,CA,San Diego County,19,47,551
406,1996,27,32,31,NV,Washoe County,19,24,266
407,1996,27,49,49,UT,Utah County,18,38,331
408,1996,27,53,53,WA,Pierce County,18,42,494
409,1996,27,6,71,CA,San Bernardino Count,17,41,519
410,1996,27,48,215,TX,Hidalgo County,17,42,176
411,1996,27,53,63,WA,Spokane County,17,34,457
412,1996,27,41,39,OR,Lane County,16,37,484
413,1996,27,49,11,UT,Davis County,16,43,291
414,1996,27,53,11,WA,Clark County,16,48,471
415,1996,27,53,61,WA,Snohomish County,16,37,377
416,1996,27,6,77,CA,San Joaquin County,15,37,406
417,1996,27,16,57,ID,Latah County,15,27,536
418,1996,27,16,87,ID,Washington County,15,32,236
419,1996,27,41,5,OR,Clackamas County,15,38,575
420,1996,27,41,51,OR,Multnomah County,15,34,346
421,1996,27,16,31,ID,Cassia County,14,30,324
422,1996,27,6,85,CA,Santa Clara County,13,23,296
423,1996,27,16,15,ID,Boise County,13,26,239
424,1996,27,32,13,NV,Humboldt County,13,30,591
425,1996,27,41,59,OR,Umatilla County,13,34,296
426,1996,27,53,77,WA,Yakima County,13,27,237
427,1996,27,6,99,CA,Stanislaus County,12,29,261
428,1996,27,16,53,ID,Jerome County,12,31,272
429,1996,27,16,69,ID,Nez Perce County,12,35,247
430,1996,27,53,71,WA,Walla Walla County,12,23,281
431,1996,27,6,1,CA,Alameda County,11,27,247
432,1996,27,6,67,CA,Sacramento County,11,30,302
433,1996,27,16,55,ID,Kootenai County,11,19,197
434,1996,27,53,5,WA,Benton County,11,23,279
435,1996,27,8,41,CO,El Paso County,10,29,270
436,1996,27,41,1,OR,Baker County,10,13,131
437,1996,27,41,67,OR,Washington County,10,22,283
438,1996,27,53,25,WA,Grant County,10,22,242
439,1996,27,58,0,SS,Other Flows - Same State,84,209,2203
440,1996,27,59,0,DS,Other Flows - Diff State,751,1780,18793
441,1996,27,59,1,DS,Other Flows - Northeast,41,90,1024
442,1996,27,59,3,DS,Other Flows - Midwest,112,260,3174
443,1996,27,59,5,DS,Other Flows - South,142,346,3178
444,1996,27,59,7,DS,Other Flows - West,456,1084,11417
445,1996,27,57,9,FR,Foreign - Other flows,21,51,374
446,1996,29,96,0,ID,Caribou County Tot Mig-US & For,142,361,3970
447,1996,29,97,0,ID,Caribou County Tot Mig-US,142,361,3970
448,1996,29,97,1,ID,Caribou County Tot Mig-Same St,47,115,1144
449,1996,29,97,3,ID,Caribou County Tot Mig-Diff St,95,246,2826
450,1996,29,16,29,ID,Caribou County Non-Migrants,2100,6146,73892
451,1996,29,16,5,ID,Bannock County,16,39,363
452,1996,29,49,5,UT,Cache County,13,30,263
453,1996,29,58,0,SS,Other Flows - Same State,31,76,782
454,1996,29,59,0,DS,Other Flows - Diff State,82,216,2562
455,1996,31,96,0,ID,Cassia County Tot Mig-US & For,588,1515,13378
456,1996,31,97,0,ID,Cassia County Tot Mig-US,588,1515,13378
457,1996,31,97,1,ID,Cassia County Tot Mig-Same St,359,945,7919
458,1996,31,97,3,ID,Cassia County Tot Mig-Diff St,229,570,5459
459,1996,31,16,31,ID,Cassia County Non-Migrants,6802,19847,208345
460,1996,31,16,67,ID,Minidoka County,220,584,4887
461,1996,31,16,1,ID,Ada County,26,60,599
462,1996,31,16,83,ID,Twin Falls County,24,57,498
463,1996,31,16,5,ID,Bannock County,16,44,247
464,1996,31,16,53,ID,Jerome County,14,42,393
465,1996,31,49,35,UT,Salt Lake County,14,32,255
466,1996,31,49,5,UT,Cache County,13,24,190
467,1996,31,6,37,CA,Los Angeles County,11,35,238
468,1996,31,16,11,ID,Bingham County,10,25,253
469,1996,31,58,0,SS,Other Flows - Same State,49,133,1043
470,1996,31,59,0,DS,Other Flows - Diff State,191,479,4775
471,1996,33,96,0,ID,Clark County Tot Mig-US & For,25,90,607
472,1996,33,97,0,ID,Clark County Tot Mig-US,25,90,607
473,1996,33,97,1,ID,Clark County Tot Mig-Same St,15,54,353
474,1996,33,97,3,ID,Clark County Tot Mig-Diff St,10,36,255
475,1996,33,16,33,ID,Clark County Non-Migrants,247,665,6124
476,1996,33,58,0,SS,Other Flows - Same State,15,54,353
477,1996,33,59,0,DS,Other Flows - Diff State,10,36,255
