id,dest_year,dest_countyfips,origin_statefips,origin_countyfips,origin_state,origin_county,returns,exempt,agi
21178,2017,55,96,0,ID,Kootenai County Total Migration-US and Foreign,6902,14264,440158
21179,2017,55,97,0,ID,Kootenai County Total Migration-US,6902,14264,440158
21180,2017,55,97,1,ID,Kootenai County Total Migration-Same State,1106,2271,48164
21181,2017,55,97,3,ID,Kootenai County Total Migration-Different State,5796,11993,391995
21182,2017,55,98,0,ID,Kootenai County Total Migration-Foreign,0,0,0
21183,2017,55,16,55,ID,Kootenai County Non-migrants,55403,118348,3441528
21184,2017,55,53,63,WA,Spokane County,1005,1821,54526
21185,2017,55,16,17,ID,Bonner County,316,693,13501
21186,2017,55,53,33,WA,King County,199,382,18079
21187,2017,55,6,37,CA,Los Angeles County,151,342,13366
21188,2017,55,6,59,CA,Orange County,149,287,12615
21189,2017,55,16,1,ID,Ada County,149,283,6718
21190,2017,55,6,73,CA,San Diego County,148,267,10104
21191,2017,55,6,65,CA,Riverside County,140,332,15002
21192,2017,55,16,57,ID,Latah County,132,222,4930
21193,2017,55,53,61,WA,Snohomish County,129,292,10104
21194,2017,55,4,13,AZ,Maricopa County,126,247,8530
21195,2017,55,16,79,ID,Shoshone County,123,249,6136
21196,2017,55,6,71,CA,San Bernardino County,100,241,7346
21197,2017,55,53,53,WA,Pierce County,95,190,5682
21198,2017,55,16,9,ID,Benewah County,81,167,2869
21199,2017,55,16,69,ID,Nez Perce County,64,122,3113
21200,2017,55,32,3,NV,Clark County,61,134,4265
21201,2017,55,53,11,WA,Clark County,61,140,3120
21202,2017,55,41,51,OR,Multnomah County,52,88,2633
21203,2017,55,16,21,ID,Boundary County,51,106,1809
21204,2017,55,6,67,CA,Sacramento County,50,108,3571
21205,2017,55,41,67,OR,Washington County,48,99,2751
21206,2017,55,6,85,CA,Santa Clara County,45,87,8545
21207,2017,55,6,111,CA,Ventura County,45,112,3826
21208,2017,55,30,63,MT,Missoula County,45,91,2833
21209,2017,55,16,27,ID,Canyon County,44,107,2074
21210,2017,55,6,29,CA,Kern County,42,95,3181
21211,2017,55,53,5,WA,Benton County,41,99,2561
21212,2017,55,4,19,AZ,Pima County,39,93,2048
21213,2017,55,41,5,OR,Clackamas County,36,74,2700
21214,2017,55,6,13,CA,Contra Costa County,34,59,1994
21215,2017,55,30,29,MT,Flathead County,33,63,1633
21216,2017,55,53,65,WA,Stevens County,33,67,1682
21217,2017,55,6,79,CA,San Luis Obispo County,32,83,2487
21218,2017,55,2,20,AK,Anchorage Municipality,31,61,2630
21219,2017,55,6,19,CA,Fresno County,31,70,3022
21220,2017,55,30,31,MT,Gallatin County,31,66,1549
21221,2017,55,6,1,CA,Alameda County,30,60,2497
21222,2017,55,15,3,HI,Honolulu County,30,69,1824
21223,2017,55,32,31,NV,Washoe County,29,59,2519
21224,2017,55,49,35,UT,Salt Lake County,29,76,2304
21225,2017,55,53,35,WA,Kitsap County,29,79,2468
21226,2017,55,8,41,CO,El Paso County,28,71,2652
21227,2017,55,38,105,ND,Williams County,28,45,1520
21228,2017,55,8,5,CO,Arapahoe County,27,52,1829
21229,2017,55,6,61,CA,Placer County,26,58,1481
21230,2017,55,6,89,CA,Shasta County,26,59,1730
21231,2017,55,6,97,CA,Sonoma County,26,57,1960
21232,2017,55,6,107,CA,Tulare County,26,53,1714
21233,2017,55,38,101,ND,Ward County,26,57,1330
21234,2017,55,53,67,WA,Thurston County,25,55,1685
21235,2017,55,8,59,CO,Jefferson County,24,50,1577
21236,2017,55,6,17,CA,El Dorado County,22,50,1713
21237,2017,55,6,77,CA,San Joaquin County,22,53,1309
21238,2017,55,16,5,ID,Bannock County,22,41,1030
21239,2017,55,53,25,WA,Grant County,22,46,1343
21240,2017,55,6,83,CA,Santa Barbara County,21,38,1394
21241,2017,55,6,95,CA,Solano County,21,53,2244
21242,2017,55,53,75,WA,Whitman County,21,40,924
21243,2017,55,30,111,MT,Yellowstone County,20,45,2024
21244,2017,55,41,39,OR,Lane County,20,37,804
21245,2017,55,58,0,SS,Other flows - Same State,124,281,5985
21246,2017,55,59,0,DS,Other flows - Different State,2186,4647,136472
21247,2017,55,59,1,DS,Other flows - Northeast,110,218,6630
21248,2017,55,59,3,DS,Other flows - Midwest,339,694,22626
21249,2017,55,59,5,DS,Other flows - South,558,1278,30840
21250,2017,55,59,7,DS,Other flows - West,1179,2457,76376
21251,2017,55,57,9,FR,Foreign - Other flows,0,0,0
21252,2017,57,96,0,ID,Latah County Total Migration-US and Foreign,1607,2986,70270
21253,2017,57,97,0,ID,Latah County Total Migration-US,1607,2986,70270
21254,2017,57,97,1,ID,Latah County Total Migration-Same State,526,943,17296
21255,2017,57,97,3,ID,Latah County Total Migration-Different State,1081,2043,52975
21256,2017,57,98,0,ID,Latah County Total Migration-Foreign,0,0,0
21257,2017,57,16,57,ID,Latah County Non-migrants,11494,24251,729548
21258,2017,57,53,75,WA,Whitman County,171,294,8919
21259,2017,57,16,69,ID,Nez Perce County,128,259,5261
21260,2017,57,16,55,ID,Kootenai County,94,160,2202
21261,2017,57,16,1,ID,Ada County,83,135,3010
21262,2017,57,53,63,WA,Spokane County,44,90,1656
21263,2017,57,53,3,WA,Asotin County,42,73,1808
21264,2017,57,53,33,WA,King County,32,55,1583
21265,2017,57,16,27,ID,Canyon County,26,41,611
21266,2017,57,16,49,ID,Idaho County,22,31,991
21267,2017,57,16,19,ID,Bonneville County,21,30,547
21268,2017,57,16,17,ID,Bonner County,20,35,419
21269,2017,57,58,0,SS,Other flows - Same State,132,252,4255
21270,2017,57,59,0,DS,Other flows - Different State,792,1531,39009
21271,2017,57,59,1,DS,Other flows - Northeast,40,54,1999
21272,2017,57,59,3,DS,Other flows - Midwest,110,199,5118
21273,2017,57,59,5,DS,Other flows - South,149,313,8150
21274,2017,57,59,7,DS,Other flows - West,493,965,23741
21275,2017,57,57,9,FR,Foreign - Other flows,0,0,0
21276,2017,59,96,0,ID,Lemhi County Total Migration-US and Foreign,304,643,16406
21277,2017,59,97,0,ID,Lemhi County Total Migration-US,304,643,16406
21278,2017,59,97,1,ID,Lemhi County Total Migration-Same State,112,240,5060
21279,2017,59,97,3,ID,Lemhi County Total Migration-Different State,192,403,11346
21280,2017,59,16,59,ID,Lemhi County Non-migrants,2759,5609,127694
21281,2017,59,58,0,SS,Other flows - Same State,112,240,5060
21282,2017,59,59,0,DS,Other flows - Different State,192,403,11346
21283,2017,59,59,1,DS,Other flows - Northeast,0,0,0
21284,2017,59,59,3,DS,Other flows - Midwest,0,0,0
21285,2017,59,59,5,DS,Other flows - South,27,67,1668
21286,2017,59,59,7,DS,Other flows - West,165,336,9678
21287,2017,61,96,0,ID,Lewis County Total Migration-US and Foreign,210,464,9437
21288,2017,61,97,0,ID,Lewis County Total Migration-US,210,464,9437
21289,2017,61,97,1,ID,Lewis County Total Migration-Same State,128,290,4714
21290,2017,61,97,3,ID,Lewis County Total Migration-Different State,82,174,4723
21291,2017,61,98,0,ID,Lewis County Total Migration-Foreign,0,0,0
21292,2017,61,16,61,ID,Lewis County Non-migrants,1301,2847,58974
21293,2017,61,16,49,ID,Idaho County,54,113,1835
21294,2017,61,16,69,ID,Nez Perce County,37,82,1256
21295,2017,61,58,0,SS,Other flows - Same State,37,95,1623
21296,2017,61,59,0,DS,Other flows - Different State,82,174,4723
21297,2017,61,59,1,DS,Other flows - Northeast,0,0,0
21298,2017,61,59,3,DS,Other flows - Midwest,0,0,0
21299,2017,61,59,5,DS,Other flows - South,0,0,0
21300,2017,61,59,7,DS,Other flows - West,82,174,4723
21301,2017,61,57,9,FR,Foreign - Other flows,0,0,0
21302,2017,63,96,0,ID,Lincoln County Total Migration-US and Foreign,158,367,5550
21303,2017,63,97,0,ID,Lincoln County Total Migration-US,158,367,5550
21304,2017,63,97,1,ID,Lincoln County Total Migration-Same State,118,280,3905
21305,2017,63,97,3,ID,Lincoln County Total Migration-Different State,40,87,1645
21306,2017,63,16,63,ID,Lincoln County Non-migrants,1453,3727,68936
21307,2017,63,16,83,ID,Twin Falls County,32,61,891
21308,2017,63,16,13,ID,Blaine County,23,54,795
21309,2017,63,58,0,SS,Other flows - Same State,63,165,2219
21310,2017,63,59,0,DS,Other flows - Different State,40,87,1645
21311,2017,63,59,1,DS,Other flows - Northeast,0,0,0
21312,2017,63,59,3,DS,Other flows - Midwest,0,0,0
21313,2017,63,59,5,DS,Other flows - South,0,0,0
21314,2017,63,59,7,DS,Other flows - West,40,87,1645
21315,2017,65,96,0,ID,Madison County Total Migration-US and Foreign,1632,4004,59000
21316,2017,65,97,0,ID,Madison County Total Migration-US,1632,4004,59000
21317,2017,65,97,1,ID,Madison County Total Migration-Same State,494,1290,19384
21318,2017,65,97,3,ID,Madison County Total Migration-Different State,1138,2714,39616
21319,2017,65,16,65,ID,Madison County Non-migrants,7827,22488,427726
21320,2017,65,16,19,ID,Bonneville County,128,336,4794
21321,2017,65,49,49,UT,Utah County,117,307,3660
21322,2017,65,16,51,ID,Jefferson County,104,303,4285
21323,2017,65,16,43,ID,Fremont County,94,254,3426
21324,2017,65,49,35,UT,Salt Lake County,80,160,2199
21325,2017,65,4,13,AZ,Maricopa County,55,129,1934
21326,2017,65,49,5,UT,Cache County,28,49,672
21327,2017,65,16,11,ID,Bingham County,27,65,845
21328,2017,65,16,1,ID,Ada County,26,45,777
21329,2017,65,16,5,ID,Bannock County,26,70,1292
21330,2017,65,32,3,NV,Clark County,26,44,574
21331,2017,65,53,33,WA,King County,23,58,921
21332,2017,65,49,11,UT,Davis County,21,59,1052
21333,2017,65,53,11,WA,Clark County,20,51,508
21334,2017,65,58,0,SS,Other flows - Same State,89,217,3964
21335,2017,65,59,0,DS,Other flows - Different State,768,1857,28094
21336,2017,65,59,1,DS,Other flows - Northeast,34,94,1812
21337,2017,65,59,3,DS,Other flows - Midwest,97,209,3440
21338,2017,65,59,5,DS,Other flows - South,159,392,6200
21339,2017,65,59,7,DS,Other flows - West,478,1162,16642
21340,2017,67,96,0,ID,Minidoka County Total Migration-US and Foreign,643,1534,26850
21341,2017,67,97,0,ID,Minidoka County Total Migration-US,643,1534,26850
21342,2017,67,97,1,ID,Minidoka County Total Migration-Same State,431,1050,17210
21343,2017,67,97,3,ID,Minidoka County Total Migration-Different State,212,484,9640
21344,2017,67,98,0,ID,Minidoka County Total Migration-Foreign,0,0,0
21345,2017,67,16,67,ID,Minidoka County Non-migrants,6603,16790,326161
21346,2017,67,16,31,ID,Cassia County,244,614,10220
21347,2017,67,16,83,ID,Twin Falls County,53,121,1821
21348,2017,67,58,0,SS,Other flows - Same State,134,315,5169
21349,2017,67,59,0,DS,Other flows - Different State,212,484,9640
21350,2017,67,59,1,DS,Other flows - Northeast,0,0,0
21351,2017,67,59,3,DS,Other flows - Midwest,25,46,826
21352,2017,67,59,5,DS,Other flows - South,36,79,1698
21353,2017,67,59,7,DS,Other flows - West,151,359,7116
21354,2017,67,57,9,FR,Foreign - Other flows,0,0,0
21355,2017,69,96,0,ID,Nez Perce County Total Migration-US and Foreign,1460,2707,67355
21356,2017,69,97,0,ID,Nez Perce County Total Migration-US,1460,2707,67355
21357,2017,69,97,1,ID,Nez Perce County Total Migration-Same State,492,909,22188
21358,2017,69,97,3,ID,Nez Perce County Total Migration-Different State,968,1798,45167
21359,2017,69,98,0,ID,Nez Perce County Total Migration-Foreign,0,0,0
21360,2017,69,16,69,ID,Nez Perce County Non-migrants,14041,29107,828273
21361,2017,69,53,3,WA,Asotin County,337,609,12855
21362,2017,69,16,57,ID,Latah County,136,220,5492
21363,2017,69,16,1,ID,Ada County,62,111,3472
21364,2017,69,16,35,ID,Clearwater County,57,110,2182
21365,2017,69,16,49,ID,Idaho County,56,93,2131
21366,2017,69,53,63,WA,Spokane County,47,80,2078
21367,2017,69,16,55,ID,Kootenai County,43,77,1872
21368,2017,69,16,61,ID,Lewis County,42,84,1647
21369,2017,69,53,75,WA,Whitman County,32,48,1460
21370,2017,69,16,27,ID,Canyon County,22,46,976
21371,2017,69,53,33,WA,King County,21,27,1277
21372,2017,69,58,0,SS,Other flows - Same State,74,168,4415
21373,2017,69,59,0,DS,Other flows - Different State,531,1034,27496
21374,2017,69,59,1,DS,Other flows - Northeast,0,0,0
21375,2017,69,59,3,DS,Other flows - Midwest,48,94,2787
21376,2017,69,59,5,DS,Other flows - South,83,162,4428
21377,2017,69,59,7,DS,Other flows - West,400,778,20281
21378,2017,69,57,9,FR,Foreign - Other flows,0,0,0
21379,2017,71,96,0,ID,Oneida County Total Migration-US and Foreign,122,313,8327
21380,2017,71,97,0,ID,Oneida County Total Migration-US,122,313,8327
21381,2017,71,97,1,ID,Oneida County Total Migration-Same State,28,88,1181
21382,2017,71,97,3,ID,Oneida County Total Migration-Different State,94,225,7146
21383,2017,71,16,71,ID,Oneida County Non-migrants,1351,3398,61112
21384,2017,71,58,0,SS,Other flows - Same State,28,88,1181
21385,2017,71,59,0,DS,Other flows - Different State,94,225,7146
21386,2017,71,59,1,DS,Other flows - Northeast,0,0,0
21387,2017,71,59,3,DS,Other flows - Midwest,0,0,0
21388,2017,71,59,5,DS,Other flows - South,0,0,0
21389,2017,71,59,7,DS,Other flows - West,94,225,7146
21390,2017,73,96,0,ID,Owyhee County Total Migration-US and Foreign,491,1185,21525
21391,2017,73,97,0,ID,Owyhee County Total Migration-US,491,1185,21525
21392,2017,73,97,1,ID,Owyhee County Total Migration-Same State,363,897,13382
21393,2017,73,97,3,ID,Owyhee County Total Migration-Different State,128,288,8143
21394,2017,73,16,73,ID,Owyhee County Non-migrants,3279,8270,132966
21395,2017,73,16,27,ID,Canyon County,236,628,9295
21396,2017,73,16,1,ID,Ada County,62,135,2174
21397,2017,73,58,0,SS,Other flows - Same State,65,134,1914
21398,2017,73,59,0,DS,Other flows - Different State,128,288,8143
21399,2017,73,59,1,DS,Other flows - Northeast,0,0,0
21400,2017,73,59,3,DS,Other flows - Midwest,0,0,0
21401,2017,73,59,5,DS,Other flows - South,0,0,0
21402,2017,73,59,7,DS,Other flows - West,128,288,8143
21403,2017,75,96,0,ID,Payette County Total Migration-US and Foreign,969,2269,41662
21404,2017,75,97,0,ID,Payette County Total Migration-US,969,2269,41662
21405,2017,75,97,1,ID,Payette County Total Migration-Same State,452,1074,18198
21406,2017,75,97,3,ID,Payette County Total Migration-Different State,517,1195,23465
21407,2017,75,98,0,ID,Payette County Total Migration-Foreign,0,0,0
21408,2017,75,16,75,ID,Payette County Non-migrants,7265,17465,438196
21409,2017,75,16,27,ID,Canyon County,182,493,7974
21410,2017,75,41,45,OR,Malheur County,143,320,5705
21411,2017,75,16,1,ID,Ada County,118,251,4444
21412,2017,75,16,87,ID,Washington County,48,103,1789
21413,2017,75,16,45,ID,Gem County,26,54,1060
21414,2017,75,58,0,SS,Other flows - Same State,78,173,2931
21415,2017,75,59,0,DS,Other flows - Different State,374,875,17760
21416,2017,75,59,1,DS,Other flows - Northeast,0,0,0
21417,2017,75,59,3,DS,Other flows - Midwest,33,65,1301
21418,2017,75,59,5,DS,Other flows - South,42,109,1872
21419,2017,75,59,7,DS,Other flows - West,299,701,14586
21420,2017,75,57,9,FR,Foreign - Other flows,0,0,0
21421,2017,77,96,0,ID,Power County Total Migration-US and Foreign,191,516,7194
21422,2017,77,97,0,ID,Power County Total Migration-US,191,516,7194
21423,2017,77,97,1,ID,Power County Total Migration-Same State,140,380,4980
21424,2017,77,97,3,ID,Power County Total Migration-Different State,51,136,2214
21425,2017,77,98,0,ID,Power County Total Migration-Foreign,0,0,0
21426,2017,77,16,77,ID,Power County Non-migrants,2393,6333,103279
21427,2017,77,16,5,ID,Bannock County,68,164,2530
21428,2017,77,16,11,ID,Bingham County,21,76,593
21429,2017,77,58,0,SS,Other flows - Same State,51,140,1857
21430,2017,77,59,0,DS,Other flows - Different State,51,136,2214
21431,2017,77,59,1,DS,Other flows - Northeast,0,0,0
21432,2017,77,59,3,DS,Other flows - Midwest,0,0,0
21433,2017,77,59,5,DS,Other flows - South,0,0,0
21434,2017,77,59,7,DS,Other flows - West,51,136,2214
21435,2017,77,57,9,FR,Foreign - Other flows,0,0,0
21436,2017,79,96,0,ID,Shoshone County Total Migration-US and Foreign,476,953,20482
21437,2017,79,97,0,ID,Shoshone County Total Migration-US,476,953,20482
21438,2017,79,97,1,ID,Shoshone County Total Migration-Same State,200,400,8841
21439,2017,79,97,3,ID,Shoshone County Total Migration-Different State,276,553,11641
21440,2017,79,16,79,ID,Shoshone County Non-migrants,4059,8317,194400
21441,2017,79,16,55,ID,Kootenai County,135,269,5759
21442,2017,79,53,63,WA,Spokane County,37,57,1112
21443,2017,79,58,0,SS,Other flows - Same State,65,131,3082
21444,2017,79,59,0,DS,Other flows - Different State,239,496,10529
21445,2017,79,59,1,DS,Other flows - Northeast,0,0,0
21446,2017,79,59,3,DS,Other flows - Midwest,29,55,1161
21447,2017,79,59,5,DS,Other flows - South,29,70,1329
21448,2017,79,59,7,DS,Other flows - West,181,371,8039
21449,2017,81,96,0,ID,Teton County Total Migration-US and Foreign,584,1020,43839
21450,2017,81,97,0,ID,Teton County Total Migration-US,584,1020,43839
21451,2017,81,97,1,ID,Teton County Total Migration-Same State,79,148,4989
21452,2017,81,97,3,ID,Teton County Total Migration-Different State,505,872,38850
21453,2017,81,16,81,ID,Teton County Non-migrants,3474,8291,205625
21454,2017,81,56,39,WY,Teton County,130,245,7661
21455,2017,81,16,19,ID,Bonneville County,22,48,1476
21456,2017,81,58,0,SS,Other flows - Same State,57,100,3512
21457,2017,81,59,0,DS,Other flows - Different State,375,627,31189
21458,2017,81,59,1,DS,Other flows - Northeast,32,48,2080
21459,2017,81,59,3,DS,Other flows - Midwest,48,76,3065
21460,2017,81,59,5,DS,Other flows - South,68,123,7987
21461,2017,81,59,7,DS,Other flows - West,227,380,18058
21462,2017,83,96,0,ID,Twin Falls County Total Migration-US and Foreign,3015,6709,142020
21463,2017,83,97,0,ID,Twin Falls County Total Migration-US,3015,6709,142020
21464,2017,83,97,1,ID,Twin Falls County Total Migration-Same State,1415,3076,57718
21465,2017,83,97,3,ID,Twin Falls County Total Migration-Different State,1600,3633,84302
21466,2017,83,98,0,ID,Twin Falls County Total Migration-Foreign,0,0,0
21467,2017,83,16,83,ID,Twin Falls County Non-migrants,27296,64378,1464467
21468,2017,83,16,53,ID,Jerome County,364,842,12691
21469,2017,83,16,1,ID,Ada County,215,394,24113
21470,2017,83,16,47,ID,Gooding County,158,311,34604
21471,2017,83,16,31,ID,Cassia County,95,206,4200
21472,2017,83,16,27,ID,Canyon County,79,178,2969
21473,2017,83,16,67,ID,Minidoka County,72,155,2784
21474,2017,83,32,7,NV,Elko County,71,139,3141
21475,2017,83,16,5,ID,Bannock County,69,150,2964
21476,2017,83,16,13,ID,Blaine County,55,123,2098
21477,2017,83,16,19,ID,Bonneville County,50,132,2467
21478,2017,83,6,37,CA,Los Angeles County,47,89,1490
21479,2017,83,32,3,NV,Clark County,45,100,2250
21480,2017,83,16,63,ID,Lincoln County,44,112,1602
21481,2017,83,49,35,UT,Salt Lake County,44,94,2144
21482,2017,83,4,13,AZ,Maricopa County,40,90,1645
21483,2017,83,16,39,ID,Elmore County,33,74,1005
21484,2017,83,6,73,CA,San Diego County,31,74,1630
21485,2017,83,16,65,ID,Madison County,30,88,969
21486,2017,83,6,71,CA,San Bernardino County,27,65,1125
21487,2017,83,32,31,NV,Washoe County,23,44,1175
21488,2017,83,49,11,UT,Davis County,23,49,1247
21489,2017,83,49,49,UT,Utah County,23,71,1139
21490,2017,83,53,33,WA,King County,23,37,1163
21491,2017,83,16,11,ID,Bingham County,22,43,591
21492,2017,83,49,5,UT,Cache County,22,53,1118
21493,2017,83,6,67,CA,Sacramento County,21,44,794
21494,2017,83,58,0,SS,Other flows - Same State,129,281,5030
21495,2017,83,59,0,DS,Other flows - Different State,1160,2684,64242
21496,2017,83,59,1,DS,Other flows - Northeast,29,78,1497
21497,2017,83,59,3,DS,Other flows - Midwest,194,462,12657
21498,2017,83,59,5,DS,Other flows - South,200,449,9675
21499,2017,83,59,7,DS,Other flows - West,737,1695,40413
21500,2017,83,57,9,FR,Foreign - Other flows,0,0,0
21501,2017,85,96,0,ID,Valley County Total Migration-US and Foreign,716,1407,49785
21502,2017,85,97,0,ID,Valley County Total Migration-US,716,1407,49785
21503,2017,85,97,1,ID,Valley County Total Migration-Same State,389,774,25848
21504,2017,85,97,3,ID,Valley County Total Migration-Different State,327,633,23937
21505,2017,85,98,0,ID,Valley County Total Migration-Foreign,0,0,0
21506,2017,85,16,85,ID,Valley County Non-migrants,3779,7696,244667
21507,2017,85,16,1,ID,Ada County,231,443,17192
21508,2017,85,16,27,ID,Canyon County,47,109,3185
21509,2017,85,16,3,ID,Adams County,25,36,728
21510,2017,85,58,0,SS,Other flows - Same State,86,186,4744
21511,2017,85,59,0,DS,Other flows - Different State,327,633,23937
21512,2017,85,59,1,DS,Other flows - Northeast,0,0,0
21513,2017,85,59,3,DS,Other flows - Midwest,31,51,3662
21514,2017,85,59,5,DS,Other flows - South,34,61,2099
21515,2017,85,59,7,DS,Other flows - West,262,521,18176
21516,2017,85,57,9,FR,Foreign - Other flows,0,0,0
21517,2017,87,96,0,ID,Washington County Total Migration-US and Foreign,361,787,16972
21518,2017,87,97,0,ID,Washington County Total Migration-US,361,787,16972
21519,2017,87,97,1,ID,Washington County Total Migration-Same State,173,387,8398
21520,2017,87,97,3,ID,Washington County Total Migration-Different State,188,400,8575
21521,2017,87,98,0,ID,Washington County Total Migration-Foreign,0,0,0
21522,2017,87,16,87,ID,Washington County Non-migrants,3135,7266,136725
21523,2017,87,16,75,ID,Payette County,47,113,1613
21524,2017,87,16,1,ID,Ada County,42,83,4237
21525,2017,87,16,27,ID,Canyon County,38,98,1081
21526,2017,87,41,45,OR,Malheur County,27,60,1477
21527,2017,87,58,0,SS,Other flows - Same State,46,93,1467
21528,2017,87,59,0,DS,Other flows - Different State,161,340,7098
21529,2017,87,59,1,DS,Other flows - Northeast,0,0,0
21530,2017,87,59,3,DS,Other flows - Midwest,0,0,0
21531,2017,87,59,5,DS,Other flows - South,0,0,0
21532,2017,87,59,7,DS,Other flows - West,161,340,7098
21533,2017,87,57,9,FR,Foreign - Other flows,0,0,0
21534,2018,0,96,0,ID,Total Migration-US and Foreign,55536,116096,3278608
21535,2018,0,97,0,ID,Total Migration-US,55226,115422,3262732
21536,2018,0,97,1,ID,Total Migration-Same State,21961,46387,988090
21537,2018,0,97,3,ID,Total Migration-Different State,33265,69035,2274642
21538,2018,0,98,0,ID,Total Migration-Foreign,310,674,15875
21539,2018,1,96,0,ID,Ada County Total Migration-US and Foreign,15509,30851,1088360
21540,2018,1,97,0,ID,Ada County Total Migration-US,15440,30698,1084643
21541,2018,1,97,1,ID,Ada County Total Migration-Same State,4592,8891,222406
21542,2018,1,97,3,ID,Ada County Total Migration-Different State,10848,21807,862237
21543,2018,1,98,0,ID,Ada County Total Migration-Foreign,69,153,3717
21544,2018,1,16,1,ID,Ada County Non-migrants,165117,359219,13939220
21545,2018,1,16,27,ID,Canyon County,2359,4784,114944
21546,2018,1,6,37,CA,Los Angeles County,407,796,34350
21547,2018,1,53,33,WA,King County,390,689,43897
21548,2018,1,6,59,CA,Orange County,371,790,33890
21549,2018,1,6,73,CA,San Diego County,322,686,28375
21550,2018,1,16,83,ID,Twin Falls County,281,504,13772
21551,2018,1,4,13,AZ,Maricopa County,280,588,21315
21552,2018,1,16,39,ID,Elmore County,243,433,14025
21553,2018,1,6,65,CA,Riverside County,228,526,18794
21554,2018,1,6,85,CA,Santa Clara County,210,447,28116
21555,2018,1,49,35,UT,Salt Lake County,191,383,12984
21556,2018,1,6,67,CA,Sacramento County,162,337,11860
21557,2018,1,41,51,OR,Multnomah County,159,273,11054
21558,2018,1,16,19,ID,Bonneville County,158,321,8595
21559,2018,1,16,45,ID,Gem County,156,289,7172
21560,2018,1,6,1,CA,Alameda County,150,344,20199
21561,2018,1,6,71,CA,San Bernardino County,148,327,12831
21562,2018,1,16,5,ID,Bannock County,142,267,5606
21563,2018,1,32,3,NV,Clark County,140,288,9715
21564,2018,1,41,67,OR,Washington County,131,274,10087
21565,2018,1,16,15,ID,Boise County,128,226,7862
21566,2018,1,53,11,WA,Clark County,125,255,9021
21567,2018,1,49,49,UT,Utah County,123,321,7361
21568,2018,1,6,13,CA,Contra Costa County,119,282,18524
21569,2018,1,16,55,ID,Kootenai County,119,207,4764
21570,2018,1,16,85,ID,Valley County,118,213,6340
21571,2018,1,53,61,WA,Snohomish County,110,223,7883
21572,2018,1,16,57,ID,Latah County,107,176,3029
21573,2018,1,53,53,WA,Pierce County,107,210,7197
21574,2018,1,16,75,ID,Payette County,105,209,4651
21575,2018,1,6,61,CA,Placer County,103,244,8971
21576,2018,1,6,97,CA,Sonoma County,94,191,9030
21577,2018,1,32,31,NV,Washoe County,93,163,5686
21578,2018,1,53,63,WA,Spokane County,93,176,6020
21579,2018,1,6,111,CA,Ventura County,87,184,7623
21580,2018,1,16,13,ID,Blaine County,85,140,5425
21581,2018,1,41,17,OR,Deschutes County,83,160,5877
21582,2018,1,16,65,ID,Madison County,77,190,3045
21583,2018,1,41,5,OR,Clackamas County,77,140,4835
21584,2018,1,8,31,CO,Denver County,69,96,4711
21585,2018,1,57,5,FR,Foreign - APO/FPO ZIPs,69,153,3717
21586,2018,1,41,45,OR,Malheur County,66,111,1943
21587,2018,1,41,39,OR,Lane County,65,122,2620
21588,2018,1,6,77,CA,San Joaquin County,64,145,5179
21589,2018,1,4,19,AZ,Pima County,62,112,3751
21590,2018,1,8,41,CO,El Paso County,62,137,3494
21591,2018,1,2,20,AK,Anchorage Municipality,61,112,4683
21592,2018,1,6,19,CA,Fresno County,59,129,4344
21593,2018,1,17,31,IL,Cook County,58,87,4091
21594,2018,1,8,59,CO,Jefferson County,56,104,5401
21595,2018,1,48,201,TX,Harris County,56,111,7357
21596,2018,1,49,11,UT,Davis County,56,134,3713
21597,2018,1,53,5,WA,Benton County,54,119,4305
21598,2018,1,6,89,CA,Shasta County,53,113,3967
21599,2018,1,6,29,CA,Kern County,51,103,3482
21600,2018,1,6,99,CA,Stanislaus County,51,116,3524
21601,2018,1,16,69,ID,Nez Perce County,51,77,1941
21602,2018,1,49,5,UT,Cache County,50,98,1609
21603,2018,1,6,79,CA,San Luis Obispo County,46,82,3151
21604,2018,1,8,5,CO,Arapahoe County,45,93,2927
21605,2018,1,32,7,NV,Elko County,45,86,3009
21606,2018,1,15,3,HI,Honolulu County,44,94,3078
21607,2018,1,16,73,ID,Owyhee County,44,76,1666
21608,2018,1,30,63,MT,Missoula County,44,76,2195
21609,2018,1,6,81,CA,San Mateo County,43,87,6509
21610,2018,1,48,453,TX,Travis County,43,80,2979
21611,2018,1,16,53,ID,Jerome County,42,80,1453
21612,2018,1,16,87,ID,Washington County,42,69,2078
21613,2018,1,30,31,MT,Gallatin County,42,61,1278
21614,2018,1,53,35,WA,Kitsap County,41,74,2931
21615,2018,1,41,47,OR,Marion County,40,90,3061
21616,2018,1,6,7,CA,Butte County,39,75,3038
21617,2018,1,6,95,CA,Solano County,39,80,3994
21618,2018,1,48,29,TX,Bexar County,39,80,2058
21619,2018,1,48,113,TX,Dallas County,39,72,3922
21620,2018,1,53,67,WA,Thurston County,39,74,2317
21621,2018,1,35,1,NM,Bernalillo County,37,66,2720
21622,2018,1,6,17,CA,El Dorado County,36,83,3343
21623,2018,1,8,1,CO,Adams County,36,69,2625
21624,2018,1,6,75,CA,San Francisco County,34,41,4554
21625,2018,1,16,31,ID,Cassia County,34,60,1413
21626,2018,1,41,29,OR,Jackson County,34,57,4464
21627,2018,1,16,47,ID,Gooding County,33,58,1609
