"","long","lat","group","order","region","subregion","county"
"1180",-112.15648651123,44.0604553222656,26,1205,"idaho","jefferson","Jefferson County"
"1181",-112.150756835938,43.9687843322754,26,1206,"idaho","jefferson","Jefferson County"
"1182",-111.978866577148,43.9687843322754,26,1207,"idaho","jefferson","Jefferson County"
"1183",-111.978866577148,43.9286766052246,26,1208,"idaho","jefferson","Jefferson County"
"1184",-111.97314453125,43.8026237487793,26,1209,"idaho","jefferson","Jefferson County"
"1185",-111.990325927734,43.7968940734863,26,1210,"idaho","jefferson","Jefferson County"
"1186",-111.990325927734,43.7453269958496,26,1211,"idaho","jefferson","Jefferson County"
"1187",-111.944488525391,43.7625160217285,26,1212,"idaho","jefferson","Jefferson County"
"1188",-111.91584777832,43.7567863464355,26,1213,"idaho","jefferson","Jefferson County"
"1189",-111.721038818359,43.6536560058594,26,1214,"idaho","jefferson","Jefferson County"
"1190",-111.635101318359,43.6536560058594,26,1215,"idaho","jefferson","Jefferson County"
"1191",-111.635101318359,43.6307373046875,26,1216,"idaho","jefferson","Jefferson County"
"1192",-114.597282409668,42.8515129089355,27,1218,"idaho","jerome","Jerome County"
"1193",-114.368103027344,42.8515129089355,27,1219,"idaho","jerome","Jerome County"
"1194",-114.368103027344,42.817138671875,27,1220,"idaho","jerome","Jerome County"
"1195",-114.345184326172,42.817138671875,27,1221,"idaho","jerome","Jerome County"
"1196",-114.339454650879,42.8056755065918,27,1222,"idaho","jerome","Jerome County"
"1197",-114.052978515625,42.8056755065918,27,1223,"idaho","jerome","Jerome County"
"1198",-114.052978515625,42.759838104248,27,1224,"idaho","jerome","Jerome County"
"1199",-113.932655334473,42.759838104248,27,1225,"idaho","jerome","Jerome County"
"1200",-113.932655334473,42.5535736083984,27,1226,"idaho","jerome","Jerome County"
"1201",-114.02433013916,42.5306549072266,27,1227,"idaho","jerome","Jerome County"
"1202",-114.047248840332,42.5421180725098,27,1228,"idaho","jerome","Jerome County"
"1203",-114.087356567383,42.5306549072266,27,1229,"idaho","jerome","Jerome County"
"1204",-114.144653320312,42.502010345459,27,1230,"idaho","jerome","Jerome County"
"1205",-114.190490722656,42.5478477478027,27,1231,"idaho","jerome","Jerome County"
"1206",-114.345184326172,42.5707626342773,27,1232,"idaho","jerome","Jerome County"
"1207",-114.402488708496,42.6051406860352,27,1233,"idaho","jerome","Jerome County"
"1208",-114.47696685791,42.5994110107422,27,1234,"idaho","jerome","Jerome County"
"1209",-114.568641662598,42.6337890625,27,1235,"idaho","jerome","Jerome County"
"1210",-114.63166809082,42.6452484130859,27,1236,"idaho","jerome","Jerome County"
"1211",-114.63166809082,42.6853561401367,27,1237,"idaho","jerome","Jerome County"
"1212",-114.63166809082,42.8457832336426,27,1238,"idaho","jerome","Jerome County"
"1213",-114.597282409668,42.8515129089355,27,1239,"idaho","jerome","Jerome County"
"1214",-116.304710388184,47.8763542175293,28,1241,"idaho","kootenai","Kootenai County"
"1215",-116.304710388184,47.4007987976074,28,1242,"idaho","kootenai","Kootenai County"
"1216",-116.367721557617,47.4007987976074,28,1243,"idaho","kootenai","Kootenai County"
"1217",-116.379180908203,47.3893394470215,28,1244,"idaho","kootenai","Kootenai County"
"1218",-116.48804473877,47.3950691223145,28,1245,"idaho","kootenai","Kootenai County"
"1219",-116.499504089355,47.4007987976074,28,1246,"idaho","kootenai","Kootenai County"
"1220",-116.562530517578,47.4007987976074,28,1247,"idaho","kootenai","Kootenai County"
"1221",-116.573997497559,47.3836097717285,28,1248,"idaho","kootenai","Kootenai County"
"1222",-116.614097595215,47.3836097717285,28,1249,"idaho","kootenai","Kootenai County"
"1223",-116.619827270508,47.3606910705566,28,1250,"idaho","kootenai","Kootenai County"
"1224",-116.705772399902,47.3606910705566,28,1251,"idaho","kootenai","Kootenai County"
"1225",-116.717239379883,47.3721504211426,28,1252,"idaho","kootenai","Kootenai County"
"1226",-116.745880126953,47.3721504211426,28,1253,"idaho","kootenai","Kootenai County"
"1227",-116.757347106934,47.3606910705566,28,1254,"idaho","kootenai","Kootenai County"
"1228",-116.785987854004,47.3606910705566,28,1255,"idaho","kootenai","Kootenai County"
"1229",-116.79744720459,47.3492317199707,28,1256,"idaho","kootenai","Kootenai County"
"1230",-117.032356262207,47.3606910705566,28,1257,"idaho","kootenai","Kootenai County"
"1231",-117.032356262207,47.9680252075195,28,1258,"idaho","kootenai","Kootenai County"
"1232",-116.614097595215,47.9565696716309,28,1259,"idaho","kootenai","Kootenai County"
"1233",-116.608375549316,47.9737548828125,28,1260,"idaho","kootenai","Kootenai County"
"1234",-116.48804473877,47.9622993469238,28,1261,"idaho","kootenai","Kootenai County"
"1235",-116.476593017578,47.8763542175293,28,1262,"idaho","kootenai","Kootenai County"
"1236",-116.304710388184,47.8763542175293,28,1263,"idaho","kootenai","Kootenai County"
"1237",-117.026634216309,46.5356330871582,29,1265,"idaho","latah","Latah County"
"1238",-117.032356262207,47.1315078735352,29,1266,"idaho","latah","Latah County"
"1239",-116.952140808105,47.1143188476562,29,1267,"idaho","latah","Latah County"
"1240",-116.94068145752,47.0914001464844,29,1268,"idaho","latah","Latah County"
"1241",-116.952140808105,47.0799407958984,29,1269,"idaho","latah","Latah County"
"1242",-116.923492431641,47.0570259094238,29,1270,"idaho","latah","Latah County"
"1243",-116.877662658691,47.0684814453125,29,1271,"idaho","latah","Latah County"
"1244",-116.826095581055,47.0398330688477,29,1272,"idaho","latah","Latah County"
"1245",-116.820358276367,47.0169143676758,29,1273,"idaho","latah","Latah County"
"1246",-116.757347106934,47.0169143676758,29,1274,"idaho","latah","Latah County"
"1247",-116.740142822266,47.028377532959,29,1275,"idaho","latah","Latah County"
"1248",-116.447937011719,47.0226440429688,29,1276,"idaho","latah","Latah County"
"1249",-116.44221496582,47.0054588317871,29,1277,"idaho","latah","Latah County"
"1250",-116.304710388184,47.0111885070801,29,1278,"idaho","latah","Latah County"
"1251",-116.304710388184,46.9195137023926,29,1279,"idaho","latah","Latah County"
"1252",-116.304710388184,46.6158447265625,29,1280,"idaho","latah","Latah County"
"1253",-116.436485290527,46.6158447265625,29,1281,"idaho","latah","Latah County"
"1254",-116.591178894043,46.6158447265625,29,1282,"idaho","latah","Latah County"
"1255",-116.625564575195,46.5986595153809,29,1283,"idaho","latah","Latah County"
"1256",-116.677131652832,46.5700073242188,29,1284,"idaho","latah","Latah County"
"1257",-116.688591003418,46.5299034118652,29,1285,"idaho","latah","Latah County"
"1258",-117.026634216309,46.5356330871582,29,1286,"idaho","latah","Latah County"
"1259",-113.932655334473,45.6991119384766,30,1288,"idaho","lemhi","Lemhi County"
"1260",-113.881088256836,45.6418151855469,30,1289,"idaho","lemhi","Lemhi County"
"1261",-113.863906860352,45.6303596496582,30,1290,"idaho","lemhi","Lemhi County"
"1262",-113.806610107422,45.6131706237793,30,1291,"idaho","lemhi","Lemhi County"
"1263",-113.789413452148,45.5845222473145,30,1292,"idaho","lemhi","Lemhi County"
"1264",-113.818069458008,45.5444145202637,30,1293,"idaho","lemhi","Lemhi County"
"1265",-113.760772705078,45.5214958190918,30,1294,"idaho","lemhi","Lemhi County"
"1266",-113.749305725098,45.4928512573242,30,1295,"idaho","lemhi","Lemhi County"
"1267",-113.760772705078,45.4584693908691,30,1296,"idaho","lemhi","Lemhi County"
"1268",-113.720664978027,45.355339050293,30,1297,"idaho","lemhi","Lemhi County"
"1269",-113.697746276855,45.2980422973633,30,1298,"idaho","lemhi","Lemhi County"
"1270",-113.57169342041,45.1318855285645,30,1299,"idaho","lemhi","Lemhi County"
"1271",-113.51439666748,45.1204261779785,30,1300,"idaho","lemhi","Lemhi County"
"1272",-113.445648193359,45.0574035644531,30,1301,"idaho","lemhi","Lemhi County"
"1273",-113.439910888672,44.9657287597656,30,1302,"idaho","lemhi","Lemhi County"
"1274",-113.491485595703,44.9370803833008,30,1303,"idaho","lemhi","Lemhi County"
"1275",-113.445648193359,44.8683242797852,30,1304,"idaho","lemhi","Lemhi County"
"1276",-113.388343811035,44.8282203674316,30,1305,"idaho","lemhi","Lemhi County"
"1277",-113.359703063965,44.8110313415527,30,1306,"idaho","lemhi","Lemhi County"
"1278",-113.353973388672,44.7823829650879,30,1307,"idaho","lemhi","Lemhi County"
"1279",-113.313865661621,44.7938385009766,30,1308,"idaho","lemhi","Lemhi County"
"1280",-113.227920532227,44.8224868774414,30,1309,"idaho","lemhi","Lemhi County"
"1281",-113.136245727539,44.765193939209,30,1310,"idaho","lemhi","Lemhi County"
"1282",-113.056030273438,44.6391410827637,30,1311,"idaho","lemhi","Lemhi County"
"1283",-113.078948974609,44.6047668457031,30,1312,"idaho","lemhi","Lemhi County"
"1284",-113.015922546387,44.5188217163086,30,1313,"idaho","lemhi","Lemhi County"
"1285",-113.02165222168,44.4787139892578,30,1314,"idaho","lemhi","Lemhi County"
"1286",-112.964363098145,44.4214210510254,30,1315,"idaho","lemhi","Lemhi County"
"1287",-112.895599365234,44.4099578857422,30,1316,"idaho","lemhi","Lemhi County"
"1288",-112.844032287598,44.3698501586914,30,1317,"idaho","lemhi","Lemhi County"
"1289",-112.815391540527,44.3813133239746,30,1318,"idaho","lemhi","Lemhi County"
"1290",-112.815391540527,44.2323417663574,30,1319,"idaho","lemhi","Lemhi County"
"1291",-112.826850891113,44.2266120910645,30,1320,"idaho","lemhi","Lemhi County"
"1292",-112.826850891113,44.2151527404785,30,1321,"idaho","lemhi","Lemhi County"
"1293",-112.947174072266,44.2208824157715,30,1322,"idaho","lemhi","Lemhi County"
"1294",-112.952903747559,44.2323417663574,30,1323,"idaho","lemhi","Lemhi County"
"1295",-112.987274169922,44.2323417663574,30,1324,"idaho","lemhi","Lemhi County"
"1296",-113.325325012207,44.2323417663574,30,1325,"idaho","lemhi","Lemhi County"
"1297",-113.325325012207,44.2781791687012,30,1326,"idaho","lemhi","Lemhi County"
"1298",-113.348236083984,44.3297462463379,30,1327,"idaho","lemhi","Lemhi County"
"1299",-113.365432739258,44.3583946228027,30,1328,"idaho","lemhi","Lemhi County"
"1300",-113.405540466309,44.3813133239746,30,1329,"idaho","lemhi","Lemhi County"
"1301",-113.439910888672,44.438606262207,30,1330,"idaho","lemhi","Lemhi County"
"1302",-113.468559265137,44.4557952880859,30,1331,"idaho","lemhi","Lemhi County"
"1303",-113.537322998047,44.438606262207,30,1332,"idaho","lemhi","Lemhi County"
"1304",-113.565963745117,44.438606262207,30,1333,"idaho","lemhi","Lemhi County"
"1305",-113.634719848633,44.450065612793,30,1334,"idaho","lemhi","Lemhi County"
"1306",-113.657638549805,44.4672546386719,30,1335,"idaho","lemhi","Lemhi County"
"1307",-113.709197998047,44.4844436645508,30,1336,"idaho","lemhi","Lemhi County"
"1308",-113.743583679199,44.4787139892578,30,1337,"idaho","lemhi","Lemhi County"
"1309",-113.795143127441,44.4959030151367,30,1338,"idaho","lemhi","Lemhi County"
"1310",-113.829528808594,44.5245513916016,30,1339,"idaho","lemhi","Lemhi County"
"1311",-113.898284912109,44.570384979248,30,1340,"idaho","lemhi","Lemhi County"
"1312",-114.007141113281,44.6563301086426,30,1341,"idaho","lemhi","Lemhi County"
"1313",-114.041519165039,44.6964378356934,30,1342,"idaho","lemhi","Lemhi County"
"1314",-114.064437866211,44.7136268615723,30,1343,"idaho","lemhi","Lemhi County"
"1315",-114.116004943848,44.7537307739258,30,1344,"idaho","lemhi","Lemhi County"
"1316",-114.150382995605,44.759464263916,30,1345,"idaho","lemhi","Lemhi County"
"1317",-114.184761047363,44.7537307739258,30,1346,"idaho","lemhi","Lemhi County"
"1318",-114.201942443848,44.759464263916,30,1347,"idaho","lemhi","Lemhi County"
"1319",-114.190490722656,44.8224868774414,30,1348,"idaho","lemhi","Lemhi County"
"1320",-114.196220397949,44.8797836303711,30,1349,"idaho","lemhi","Lemhi County"
"1321",-114.213401794434,44.8855133056641,30,1350,"idaho","lemhi","Lemhi County"
"1322",-114.247779846191,44.8511390686035,30,1351,"idaho","lemhi","Lemhi County"
"1323",-114.259239196777,44.8282203674316,30,1352,"idaho","lemhi","Lemhi County"
"1324",-114.270706176758,44.8224868774414,30,1353,"idaho","lemhi","Lemhi County"
"1325",-114.305076599121,44.8110313415527,30,1354,"idaho","lemhi","Lemhi County"
"1326",-114.327995300293,44.8053016662598,30,1355,"idaho","lemhi","Lemhi County"
"1327",-114.356651306152,44.770923614502,30,1356,"idaho","lemhi","Lemhi County"
"1328",-114.37956237793,44.759464263916,30,1357,"idaho","lemhi","Lemhi County"
"1329",-114.402488708496,44.759464263916,30,1358,"idaho","lemhi","Lemhi County"
"1330",-114.402488708496,44.7136268615723,30,1359,"idaho","lemhi","Lemhi County"
"1331",-114.37956237793,44.7021675109863,30,1360,"idaho","lemhi","Lemhi County"
"1332",-114.37956237793,44.6677894592285,30,1361,"idaho","lemhi","Lemhi County"
"1333",-114.408210754395,44.6620597839355,30,1362,"idaho","lemhi","Lemhi County"
"1334",-114.454048156738,44.6334114074707,30,1363,"idaho","lemhi","Lemhi County"
"1335",-114.454048156738,44.6104927062988,30,1364,"idaho","lemhi","Lemhi County"
"1336",-114.459777832031,44.6104927062988,30,1365,"idaho","lemhi","Lemhi County"
"1337",-114.494155883789,44.6104927062988,30,1366,"idaho","lemhi","Lemhi County"
"1338",-114.557182312012,44.5818481445312,30,1367,"idaho","lemhi","Lemhi County"
"1339",-114.574363708496,44.5933036804199,30,1368,"idaho","lemhi","Lemhi County"
"1340",-114.59156036377,44.6047668457031,30,1369,"idaho","lemhi","Lemhi County"
"1341",-114.597282409668,44.6334114074707,30,1370,"idaho","lemhi","Lemhi County"
"1342",-114.63166809082,44.6448707580566,30,1371,"idaho","lemhi","Lemhi County"
"1343",-114.666046142578,44.6563301086426,30,1372,"idaho","lemhi","Lemhi County"
"1344",-114.711875915527,44.6506004333496,30,1373,"idaho","lemhi","Lemhi County"
"1345",-114.723342895508,44.6506004333496,30,1374,"idaho","lemhi","Lemhi County"
"1346",-114.763450622559,44.6907081604004,30,1375,"idaho","lemhi","Lemhi County"
"1347",-114.797813415527,44.7193565368652,30,1376,"idaho","lemhi","Lemhi County"
"1348",-114.797813415527,44.7480049133301,30,1377,"idaho","lemhi","Lemhi County"
"1349",-114.792091369629,44.7766494750977,30,1378,"idaho","lemhi","Lemhi County"
"1350",-114.792091369629,44.7995681762695,30,1379,"idaho","lemhi","Lemhi County"
"1351",-114.797813415527,44.8053016662598,30,1380,"idaho","lemhi","Lemhi County"
"1352",-114.734802246094,44.89697265625,30,1381,"idaho","lemhi","Lemhi County"
"1353",-114.74626159668,44.9943771362305,30,1382,"idaho","lemhi","Lemhi County"
"1354",-114.734802246094,45.0745887756348,30,1383,"idaho","lemhi","Lemhi County"
"1355",-114.74626159668,45.1089668273926,30,1384,"idaho","lemhi","Lemhi County"
"1356",-114.711875915527,45.1719932556152,30,1385,"idaho","lemhi","Lemhi County"
"1357",-114.688957214355,45.1891822814941,30,1386,"idaho","lemhi","Lemhi County"
"1358",-114.67749786377,45.212100982666,30,1387,"idaho","lemhi","Lemhi County"
"1359",-114.643127441406,45.2464752197266,30,1388,"idaho","lemhi","Lemhi County"
"1360",-114.603019714355,45.2693939208984,30,1389,"idaho","lemhi","Lemhi County"
"1361",-114.59156036377,45.2865867614746,30,1390,"idaho","lemhi","Lemhi County"
"1362",-114.643127441406,45.3037757873535,30,1391,"idaho","lemhi","Lemhi County"
"1363",-114.67749786377,45.349609375,30,1392,"idaho","lemhi","Lemhi County"
"1364",-114.700416564941,45.3782577514648,30,1393,"idaho","lemhi","Lemhi County"
"1365",-114.74626159668,45.4011764526367,30,1394,"idaho","lemhi","Lemhi County"
"1366",-114.792091369629,45.475658416748,30,1395,"idaho","lemhi","Lemhi County"
"1367",-114.774909973145,45.4985771179199,30,1396,"idaho","lemhi","Lemhi County"
"1368",-114.648849487305,45.475658416748,30,1397,"idaho","lemhi","Lemhi County"
"1369",-114.62020111084,45.5214958190918,30,1398,"idaho","lemhi","Lemhi County"
"1370",-114.59156036377,45.5272254943848,30,1399,"idaho","lemhi","Lemhi County"
"1371",-114.539993286133,45.5616035461426,30,1400,"idaho","lemhi","Lemhi County"
"1372",-114.465507507324,45.5558738708496,30,1401,"idaho","lemhi","Lemhi County"
"1373",-114.448318481445,45.5272254943848,30,1402,"idaho","lemhi","Lemhi County"
"1374",-114.333724975586,45.4584693908691,30,1403,"idaho","lemhi","Lemhi County"
"1375",-114.264976501465,45.475658416748,30,1404,"idaho","lemhi","Lemhi County"
"1376",-114.230598449707,45.532958984375,30,1405,"idaho","lemhi","Lemhi County"
"1377",-114.161834716797,45.532958984375,30,1406,"idaho","lemhi","Lemhi County"
"1378",-114.070167541504,45.6131706237793,30,1407,"idaho","lemhi","Lemhi County"
"1379",-113.989959716797,45.7048416137695,30,1408,"idaho","lemhi","Lemhi County"
"1380",-113.932655334473,45.6991119384766,30,1409,"idaho","lemhi","Lemhi County"
"1381",-116.688591003418,45.9913215637207,31,1411,"idaho","lewis","Lewis County"
"1382",-116.694313049316,46.2090454101562,31,1412,"idaho","lewis","Lewis County"
"1383",-116.665672302246,46.249153137207,31,1413,"idaho","lewis","Lewis County"
"1384",-116.694313049316,46.3121795654297,31,1414,"idaho","lewis","Lewis County"
"1385",-116.482322692871,46.3179054260254,31,1415,"idaho","lewis","Lewis County"
"1386",-116.465133666992,46.3408241271973,31,1416,"idaho","lewis","Lewis County"
"1387",-116.373458862305,46.3350982666016,31,1417,"idaho","lewis","Lewis County"
"1388",-116.350540161133,46.3408241271973,31,1418,"idaho","lewis","Lewis County"
"1389",-116.350540161133,46.3981246948242,31,1419,"idaho","lewis","Lewis County"
"1390",-116.40210723877,46.4554176330566,31,1420,"idaho","lewis","Lewis County"
"1391",-116.396385192871,46.4668769836426,31,1421,"idaho","lewis","Lewis County"
"1392",-116.350540161133,46.4554176330566,31,1422,"idaho","lewis","Lewis County"
"1393",-116.31616973877,46.4439582824707,31,1423,"idaho","lewis","Lewis County"
"1394",-116.298973083496,46.4210395812988,31,1424,"idaho","lewis","Lewis County"
"1395",-116.287506103516,46.3981246948242,31,1425,"idaho","lewis","Lewis County"
"1396",-116.167190551758,46.3981246948242,31,1426,"idaho","lewis","Lewis County"
"1397",-116.155723571777,46.3694763183594,31,1427,"idaho","lewis","Lewis County"
"1398",-116.14427947998,46.3350982666016,31,1428,"idaho","lewis","Lewis County"
"1399",-116.115623474121,46.2949905395508,31,1429,"idaho","lewis","Lewis County"
"1400",-116.069786071777,46.260612487793,31,1430,"idaho","lewis","Lewis County"
"1401",-116.001037597656,46.2205047607422,31,1431,"idaho","lewis","Lewis County"
"1402",-116.023956298828,46.2147750854492,31,1432,"idaho","lewis","Lewis County"
"1403",-116.058326721191,46.1975860595703,31,1433,"idaho","lewis","Lewis County"
"1404",-116.086975097656,46.2147750854492,31,1434,"idaho","lewis","Lewis County"
"1405",-116.150001525879,46.2033157348633,31,1435,"idaho","lewis","Lewis County"
"1406",-116.150001525879,46.1803970336914,31,1436,"idaho","lewis","Lewis County"
"1407",-116.195846557617,46.1517486572266,31,1437,"idaho","lewis","Lewis County"
"1408",-116.40210723877,46.1918601989746,31,1438,"idaho","lewis","Lewis County"
"1409",-116.436485290527,46.1861267089844,31,1439,"idaho","lewis","Lewis County"
"1410",-116.453674316406,46.1689414978027,31,1440,"idaho","lewis","Lewis County"
"1411",-116.476593017578,46.1345596313477,31,1441,"idaho","lewis","Lewis County"
"1412",-116.510963439941,46.1059150695801,31,1442,"idaho","lewis","Lewis County"
"1413",-116.499504089355,46.0199699401855,31,1443,"idaho","lewis","Lewis County"
"1414",-116.516700744629,45.9970512390137,31,1444,"idaho","lewis","Lewis County"
"1415",-116.533889770508,45.9913215637207,31,1445,"idaho","lewis","Lewis County"
"1416",-116.562530517578,46.0199699401855,31,1446,"idaho","lewis","Lewis County"
"1417",-116.59691619873,46.0314292907715,31,1447,"idaho","lewis","Lewis County"
"1418",-116.631286621094,46.0256996154785,31,1448,"idaho","lewis","Lewis County"
"1419",-116.637023925781,45.9970512390137,31,1449,"idaho","lewis","Lewis County"
"1420",-116.654205322266,45.9913215637207,31,1450,"idaho","lewis","Lewis County"
"1421",-116.688591003418,45.9913215637207,31,1451,"idaho","lewis","Lewis County"
"1422",-113.932655334473,42.759838104248,32,1453,"idaho","lincoln","Lincoln County"
"1423",-114.052978515625,42.759838104248,32,1454,"idaho","lincoln","Lincoln County"
"1424",-114.052978515625,42.8056755065918,32,1455,"idaho","lincoln","Lincoln County"
"1425",-114.339454650879,42.8056755065918,32,1456,"idaho","lincoln","Lincoln County"
"1426",-114.345184326172,42.817138671875,32,1457,"idaho","lincoln","Lincoln County"
"1427",-114.368103027344,42.817138671875,32,1458,"idaho","lincoln","Lincoln County"
"1428",-114.368103027344,42.8515129089355,32,1459,"idaho","lincoln","Lincoln County"
"1429",-114.597282409668,42.8515129089355,32,1460,"idaho","lincoln","Lincoln County"
"1430",-114.597282409668,43.1952857971191,32,1461,"idaho","lincoln","Lincoln County"
"1431",-114.385292053223,43.1952857971191,32,1462,"idaho","lincoln","Lincoln County"
"1432",-113.720664978027,43.2010192871094,32,1463,"idaho","lincoln","Lincoln County"
"1433",-113.72639465332,42.8572463989258,32,1464,"idaho","lincoln","Lincoln County"
"1434",-113.772232055664,42.8515129089355,32,1465,"idaho","lincoln","Lincoln County"
"1435",-113.777961730957,42.759838104248,32,1466,"idaho","lincoln","Lincoln County"
"1436",-113.932655334473,42.759838104248,32,1467,"idaho","lincoln","Lincoln County"
"1437",-111.405914306641,43.6078186035156,33,1469,"idaho","madison","Madison County"
"1438",-111.589263916016,43.6078186035156,33,1470,"idaho","madison","Madison County"
"1439",-111.594993591309,43.6250038146973,33,1471,"idaho","madison","Madison County"
"1440",-111.635101318359,43.6307373046875,33,1472,"idaho","madison","Madison County"
"1441",-111.635101318359,43.6536560058594,33,1473,"idaho","madison","Madison County"
"1442",-111.721038818359,43.6536560058594,33,1474,"idaho","madison","Madison County"
"1443",-111.91584777832,43.7567863464355,33,1475,"idaho","madison","Madison County"
"1444",-111.944488525391,43.7625160217285,33,1476,"idaho","madison","Madison County"
"1445",-111.990325927734,43.7453269958496,33,1477,"idaho","madison","Madison County"
"1446",-111.990325927734,43.7968940734863,33,1478,"idaho","madison","Madison County"
"1447",-111.97314453125,43.8026237487793,33,1479,"idaho","madison","Madison County"
"1448",-111.978866577148,43.9286766052246,33,1480,"idaho","madison","Madison County"
"1449",-111.847091674805,43.9172134399414,33,1481,"idaho","madison","Madison County"
"1450",-111.847091674805,43.9000282287598,33,1482,"idaho","madison","Madison County"
"1451",-111.709579467773,43.8885650634766,33,1483,"idaho","madison","Madison County"
"1452",-111.698120117188,43.8828392028809,33,1484,"idaho","madison","Madison County"
"1453",-111.560615539551,43.8828392028809,33,1485,"idaho","madison","Madison County"
"1454",-111.560615539551,43.9057579040527,33,1486,"idaho","madison","Madison County"
"1455",-111.480400085449,43.9344024658203,33,1487,"idaho","madison","Madison County"
"1456",-111.46321105957,43.9114837646484,33,1488,"idaho","madison","Madison County"
"1457",-111.434562683105,43.9114837646484,33,1489,"idaho","madison","Madison County"
"1458",-111.411643981934,43.9172134399414,33,1490,"idaho","madison","Madison County"
"1459",-111.405914306641,43.6078186035156,33,1491,"idaho","madison","Madison County"
"1460",-113.932655334473,42.5535736083984,34,1493,"idaho","minidoka","Minidoka County"
"1461",-113.932655334473,42.759838104248,34,1494,"idaho","minidoka","Minidoka County"
"1462",-113.777961730957,42.759838104248,34,1495,"idaho","minidoka","Minidoka County"
"1463",-113.772232055664,42.8515129089355,34,1496,"idaho","minidoka","Minidoka County"
"1464",-113.72639465332,42.8572463989258,34,1497,"idaho","minidoka","Minidoka County"
"1465",-113.720664978027,43.2010192871094,34,1498,"idaho","minidoka","Minidoka County"
"1466",-113.416999816895,43.1895561218262,34,1499,"idaho","minidoka","Minidoka County"
"1467",-113.416999816895,42.8572463989258,34,1500,"idaho","minidoka","Minidoka County"
"1468",-113.47428894043,42.8572463989258,34,1501,"idaho","minidoka","Minidoka County"
"1469",-113.480018615723,42.6738967895508,34,1502,"idaho","minidoka","Minidoka County"
"1470",-113.560234069824,42.6567077636719,34,1503,"idaho","minidoka","Minidoka County"
"1471",-113.663368225098,42.5478477478027,34,1504,"idaho","minidoka","Minidoka County"
"1472",-113.709197998047,42.5249290466309,34,1505,"idaho","minidoka","Minidoka County"
"1473",-113.760772705078,42.5306549072266,34,1506,"idaho","minidoka","Minidoka County"
"1474",-113.789413452148,42.5593032836914,34,1507,"idaho","minidoka","Minidoka County"
"1475",-113.846710205078,42.5478477478027,34,1508,"idaho","minidoka","Minidoka County"
"1476",-113.875358581543,42.5478477478027,34,1509,"idaho","minidoka","Minidoka County"
"1477",-113.932655334473,42.5535736083984,34,1510,"idaho","minidoka","Minidoka County"
"1478",-117.026634216309,46.4267692565918,35,1512,"idaho","nez perce","Nez Perce County"
"1479",-117.026634216309,46.5356330871582,35,1513,"idaho","nez perce","Nez Perce County"
"1480",-116.688591003418,46.5299034118652,35,1514,"idaho","nez perce","Nez Perce County"
"1481",-116.677131652832,46.5700073242188,35,1515,"idaho","nez perce","Nez Perce County"
"1482",-116.625564575195,46.5986595153809,35,1516,"idaho","nez perce","Nez Perce County"
"1483",-116.591178894043,46.6158447265625,35,1517,"idaho","nez perce","Nez Perce County"
"1484",-116.436485290527,46.6158447265625,35,1518,"idaho","nez perce","Nez Perce County"
"1485",-116.350540161133,46.4554176330566,35,1519,"idaho","nez perce","Nez Perce County"
"1486",-116.396385192871,46.4668769836426,35,1520,"idaho","nez perce","Nez Perce County"
"1487",-116.40210723877,46.4554176330566,35,1521,"idaho","nez perce","Nez Perce County"
"1488",-116.350540161133,46.3981246948242,35,1522,"idaho","nez perce","Nez Perce County"
"1489",-116.350540161133,46.3408241271973,35,1523,"idaho","nez perce","Nez Perce County"
"1490",-116.373458862305,46.3350982666016,35,1524,"idaho","nez perce","Nez Perce County"
"1491",-116.465133666992,46.3408241271973,35,1525,"idaho","nez perce","Nez Perce County"
"1492",-116.482322692871,46.3179054260254,35,1526,"idaho","nez perce","Nez Perce County"
"1493",-116.694313049316,46.3121795654297,35,1527,"idaho","nez perce","Nez Perce County"
"1494",-116.665672302246,46.249153137207,35,1528,"idaho","nez perce","Nez Perce County"
"1495",-116.694313049316,46.2090454101562,35,1529,"idaho","nez perce","Nez Perce County"
"1496",-116.688591003418,45.9913215637207,35,1530,"idaho","nez perce","Nez Perce County"
"1497",-116.711502075195,45.9741325378418,35,1531,"idaho","nez perce","Nez Perce County"
"1498",-116.734420776367,45.9512138366699,35,1532,"idaho","nez perce","Nez Perce County"
"1499",-116.734420776367,45.9225692749023,35,1533,"idaho","nez perce","Nez Perce County"
"1500",-116.717239379883,45.8996505737305,35,1534,"idaho","nez perce","Nez Perce County"
"1501",-116.717239379883,45.8767318725586,35,1535,"idaho","nez perce","Nez Perce County"
"1502",-116.774528503418,45.8538131713867,35,1536,"idaho","nez perce","Nez Perce County"
"1503",-116.80891418457,45.8824615478516,35,1537,"idaho","nez perce","Nez Perce County"
"1504",-116.843284606934,45.9168395996094,35,1538,"idaho","nez perce","Nez Perce County"
"1505",-116.89485168457,45.9684028625488,35,1539,"idaho","nez perce","Nez Perce County"
"1506",-116.929229736328,45.9970512390137,35,1540,"idaho","nez perce","Nez Perce County"
"1507",-116.952140808105,46.0658073425293,35,1541,"idaho","nez perce","Nez Perce County"
"1508",-116.923492431641,46.1689414978027,35,1542,"idaho","nez perce","Nez Perce County"
"1509",-116.957878112793,46.2090454101562,35,1543,"idaho","nez perce","Nez Perce County"
"1510",-116.963600158691,46.2778015136719,35,1544,"idaho","nez perce","Nez Perce County"
"1511",-117.032356262207,46.3408241271973,35,1545,"idaho","nez perce","Nez Perce County"
