"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2000"	"2000"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2001"	"2001"	"< 1 year"	"1"	0	78	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2001"	"2001"	"1-4 years"	"1-4"	0	358	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2001"	"2001"	"5-9 years"	"5-9"	0	419	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2001"	"2001"	"10-14 years"	"10-14"	0	549	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2001"	"2001"	"15-19 years"	"15-19"	0	524	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2001"	"2001"	"20-24 years"	"20-24"	0	204	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2001"	"2001"	"25-29 years"	"25-29"	Suppressed	287	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2001"	"2001"	"30-34 years"	"30-34"	Suppressed	323	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2001"	"2001"	"35-39 years"	"35-39"	0	497	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2001"	"2001"	"40-44 years"	"40-44"	Suppressed	620	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2001"	"2001"	"45-49 years"	"45-49"	Suppressed	690	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2001"	"2001"	"50-54 years"	"50-54"	Suppressed	608	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2001"	"2001"	"55-59 years"	"55-59"	Suppressed	487	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2001"	"2001"	"60-64 years "	"60-64"	Suppressed	356	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2001"	"2001"	"65-69 years"	"65-69"	Suppressed	298	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2001"	"2001"	"70-74 years"	"70-74"	Suppressed	194	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2001"	"2001"	"75-79 years"	"75-79"	Suppressed	124	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2001"	"2001"	"80-84 years"	"80-84"	Suppressed	75	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2001"	"2001"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2001"	"2001"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2001"	"2001"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2001"	"2001"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2001"	"2001"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2002"	"2002"	"< 1 year"	"1"	0	70	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2002"	"2002"	"1-4 years"	"1-4"	0	313	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2002"	"2002"	"5-9 years"	"5-9"	0	433	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2002"	"2002"	"10-14 years"	"10-14"	Suppressed	548	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2002"	"2002"	"15-19 years"	"15-19"	0	547	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2002"	"2002"	"20-24 years"	"20-24"	Suppressed	212	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2002"	"2002"	"25-29 years"	"25-29"	Suppressed	242	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2002"	"2002"	"30-34 years"	"30-34"	0	359	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2002"	"2002"	"35-39 years"	"35-39"	Suppressed	465	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2002"	"2002"	"40-44 years"	"40-44"	Suppressed	645	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2002"	"2002"	"45-49 years"	"45-49"	Suppressed	710	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2002"	"2002"	"50-54 years"	"50-54"	Suppressed	611	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2002"	"2002"	"55-59 years"	"55-59"	Suppressed	539	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2002"	"2002"	"60-64 years "	"60-64"	Suppressed	393	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2002"	"2002"	"65-69 years"	"65-69"	Suppressed	279	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2002"	"2002"	"70-74 years"	"70-74"	Suppressed	222	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2002"	"2002"	"75-79 years"	"75-79"	Suppressed	146	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2002"	"2002"	"80-84 years"	"80-84"	Suppressed	76	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2002"	"2002"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2002"	"2002"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2002"	"2002"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2002"	"2002"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2002"	"2002"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2003"	"2003"	"< 1 year"	"1"	0	72	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2003"	"2003"	"1-4 years"	"1-4"	0	313	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2003"	"2003"	"5-9 years"	"5-9"	0	465	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2003"	"2003"	"10-14 years"	"10-14"	Suppressed	518	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2003"	"2003"	"15-19 years"	"15-19"	0	560	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2003"	"2003"	"20-24 years"	"20-24"	0	231	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2003"	"2003"	"25-29 years"	"25-29"	0	255	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2003"	"2003"	"30-34 years"	"30-34"	0	363	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2003"	"2003"	"35-39 years"	"35-39"	0	424	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2003"	"2003"	"40-44 years"	"40-44"	Suppressed	609	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2003"	"2003"	"45-49 years"	"45-49"	Suppressed	700	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2003"	"2003"	"50-54 years"	"50-54"	Suppressed	658	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2003"	"2003"	"55-59 years"	"55-59"	Suppressed	597	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2003"	"2003"	"60-64 years "	"60-64"	Suppressed	419	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2003"	"2003"	"65-69 years"	"65-69"	Suppressed	285	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2003"	"2003"	"70-74 years"	"70-74"	Suppressed	228	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2003"	"2003"	"75-79 years"	"75-79"	Suppressed	148	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2003"	"2003"	"80-84 years"	"80-84"	Suppressed	80	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2003"	"2003"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2003"	"2003"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2003"	"2003"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2003"	"2003"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2003"	"2003"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2004"	"2004"	"< 1 year"	"1"	0	87	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2004"	"2004"	"1-4 years"	"1-4"	0	296	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2004"	"2004"	"5-9 years"	"5-9"	0	455	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2004"	"2004"	"10-14 years"	"10-14"	Suppressed	492	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2004"	"2004"	"15-19 years"	"15-19"	0	555	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2004"	"2004"	"20-24 years"	"20-24"	Suppressed	209	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2004"	"2004"	"25-29 years"	"25-29"	0	239	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2004"	"2004"	"30-34 years"	"30-34"	0	366	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2004"	"2004"	"35-39 years"	"35-39"	Suppressed	394	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2004"	"2004"	"40-44 years"	"40-44"	Suppressed	615	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2004"	"2004"	"45-49 years"	"45-49"	Suppressed	679	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2004"	"2004"	"50-54 years"	"50-54"	Suppressed	700	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2004"	"2004"	"55-59 years"	"55-59"	Suppressed	624	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2004"	"2004"	"60-64 years "	"60-64"	Suppressed	468	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2004"	"2004"	"65-69 years"	"65-69"	Suppressed	317	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2004"	"2004"	"70-74 years"	"70-74"	Suppressed	238	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2004"	"2004"	"75-79 years"	"75-79"	Suppressed	138	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2004"	"2004"	"80-84 years"	"80-84"	Suppressed	83	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2004"	"2004"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2004"	"2004"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Boise County, ID"	"16015"	"2004"	"2004"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
