county,cfips,year,popestimate,npopchg,births,deaths,naturalchg,internationalmig,domesticmig,netmig,residual,vintage,base,components_unknown
Twin Falls County,83,2015,82245,1259,1237,765,472,265,530,795,-8,2019,80986,0
Twin Falls County,83,2016,83819,1574,1206,780,426,347,802,1149,-1,2019,82245,0
Twin Falls County,83,2017,85374,1555,1244,746,498,190,870,1060,-3,2019,83819,0
Twin Falls County,83,2018,86029,655,1180,752,428,67,161,228,-1,2019,85374,0
Twin Falls County,83,2019,86878,849,1195,778,417,65,369,434,-2,2019,86029,0
Twin Falls County,83,2020,90372,323,0,0,0,3,264,0,0,2023,86878,3494
Twin Falls County,83,2021,92394,2022,1092,955,137,37,1890,1927,-42,2023,90372,0
Twin Falls County,83,2022,93821,1427,1140,1044,96,93,1223,1316,15,2023,92394,0
Twin Falls County,83,2023,95156,1335,1137,923,214,194,926,1120,1,2023,93821,0
Valley County,85,2010,9788,-66,0,0,0,0,-85,0,0,2019,,0
Valley County,85,2011,9636,-152,87,70,17,-4,-165,-169,0,2019,9788,0
Valley County,85,2012,9536,-100,79,58,21,-5,-116,-121,0,2019,9636,0
Valley County,85,2013,9575,39,92,61,31,-9,18,9,-1,2019,9536,0
Valley County,85,2014,9793,218,95,59,36,-7,182,175,7,2019,9575,0
Valley County,85,2015,10043,250,82,91,-9,-8,263,255,4,2019,9793,0
Valley County,85,2016,10422,379,92,70,22,-10,365,355,2,2019,10043,0
Valley County,85,2017,10667,245,92,93,-1,-13,259,246,0,2019,10422,0
Valley County,85,2018,11021,354,104,67,37,-14,327,313,4,2019,10667,0
Valley County,85,2019,11392,371,102,72,30,-14,354,340,1,2019,11021,0
Valley County,85,2020,11842,98,0,0,0,0,106,0,0,2023,11392,450
Valley County,85,2021,12256,414,90,102,-12,-2,451,449,-23,2023,11842,0
Valley County,85,2022,12450,194,83,103,-20,-1,208,207,7,2023,12256,0
Valley County,85,2023,12644,194,84,96,-12,-1,208,207,-1,2023,12450,0
Washington County,87,2010,10177,-21,0,0,0,0,1,0,0,2019,,0
Washington County,87,2011,10136,-41,112,112,0,-5,-36,-41,0,2019,10177,0
Washington County,87,2012,10030,-106,92,122,-30,-5,-74,-79,3,2019,10136,0
Washington County,87,2013,9916,-114,107,123,-16,-4,-93,-97,-1,2019,10030,0
Washington County,87,2014,9955,39,117,135,-18,-5,63,58,-1,2019,9916,0
Washington County,87,2015,9891,-64,104,104,0,-8,-55,-63,-1,2019,9955,0
Washington County,87,2016,10032,141,111,115,-4,-8,153,145,0,2019,9891,0
Washington County,87,2017,10051,19,113,113,0,-8,29,21,-2,2019,10032,0
Washington County,87,2018,10115,64,102,118,-16,-8,88,80,0,2019,10051,0
Washington County,87,2019,10194,79,108,86,22,-8,64,56,1,2019,10115,0
Washington County,87,2020,10558,60,0,0,0,0,76,0,0,2023,10194,364
Washington County,87,2021,10900,342,94,151,-57,1,415,416,-17,2023,10558,0
Washington County,87,2022,11147,247,113,174,-61,16,280,296,12,2023,10900,0
Washington County,87,2023,11425,278,116,160,-44,53,271,324,-2,2023,11147,0
